"","HD","JNJ","WMT","PG","CSCO","VZ","MRK","KO","GS","NKE"
"1",-0.000703724652363393,-0.00018785632818264,-0.00163533165434738,0.000377077451796262,0.00175774931140583,-0.00389680344388147,-0.000297111887763808,0.00299435150115302,-0.00436117575200488,-0.00287361542674416
"2",-0.000384456860404059,-0.000227584610608457,0.000386335277257129,-1.05998021833413e-05,0.00249439749485148,-0.0011918644530842,-0.00112115895815787,0.00376134287215182,-0.00537209716024651,-0.00226663216648996
"3",-0.000273596238111111,-0.000156081279058936,-0.0016659464653988,0.000244606429989846,0.00163779194314638,-0.00102737494555667,0.00128644994507186,0.0036538802776188,-0.00531487466837837,-0.00221796480941891
"4",-0.000302719135310285,-0.000204636963063629,0.000379430571518053,7.55385623929134e-05,0.000987817923568291,-0.00077660952793837,-8.8293355038372e-05,0.00347491093466207,-0.00512328758958809,-0.00220212703449049
"5",-0.000290310315131557,-0.000171360396044918,-0.00166719943038411,0.000187542041953247,0.000638251220894107,-0.000895062789126532,0.000916489100909395,0.00329999400059137,-0.00492287485532355,-0.00218881010486645
"6",-0.000295154927904257,-0.000194162702429684,0.00037890988728796,0.000113342375179034,0.000469452220264544,-0.000797566320891052,0.000225787233416341,0.00313561259599824,-0.00473010948236411,-0.00217623734458178
"7",-0.000293238127406239,-0.000178537707560957,-0.0016670644049209,0.000162497906516246,0.00039156518917928,-0.000866690494898296,0.000707367184193082,0.00298173034390475,-0.00454676734622922,-0.00216427746917781
"8",-0.000293994932594832,-0.000189244539300581,0.000378691035062985,0.000129933524948385,0.000356387823155343,-0.000815972821626426,0.0003727133232909,0.00283773325805901,-0.00437266325905048,-0.00215289539256111
"9",-0.000293696027128128,-0.000181907817150532,-0.00166686380338533,0.000151506660627105,0.000340667475431976,-0.000852880402038863,0.000605449224166741,0.00270299170666688,-0.00420736885548968,-0.00214206290012481
"10",-0.000293814075846952,-0.000186935213976756,0.000378486490119644,0.000137214966432249,0.000333679836296324,-0.000825969957028973,0.000443622183892587,0.00257691129333633,-0.00405044337248742,-0.00213175343786351
"11",-0.00029376745370768,-0.000183490253361999,-0.00166666014056265,0.000146682877170916,0.000330582391257776,-0.0008455820502215,0.000556149389902982,0.00245893533180545,-0.00390146376420249,-0.00212194175107563
"12",-0.000293785866623537,-0.000185850869411904,0.000378282660229142,0.000140410609339463,0.0003292113199741,-0.000831287346434429,0.000477903851448101,0.00234854287234447,-0.00376002778488136,-0.00211260380543156
"13",-0.00029377859463768,-0.000184233286873747,-0.00166645637172069,0.000144565839023749,0.000328604866864797,-0.000841706079473007,0.000532311839090776,0.00224524644741196,-0.00362575347283024,-0.00210371672711676
"14",-0.000293781466631289,-0.00018534171501811,0.000378078902835271,0.000141813097241488,0.000328336722359684,-0.000834112310351144,0.000494479299022493,0.00214858992348508,-0.00349827819583016,-0.00209525874674447
"15",-0.000293780332367899,-0.000184582178535591,-0.00166625263655678,0.000143636723826671,0.000328218185153925,-0.000839647075758187,0.000520786121555832,0.00205814648729334,-0.00337725768216749,-0.00208720914602709
"16",-0.000293780780333184,-0.000185102641383103,0.000377875187554614,0.000142428614172646,0.000328165789425918,-0.00083561302645666,0.000502493696852154,0.00197351676114757,-0.00326236509226311,-0.00207954820702545
"17",-0.00029378060341405,-0.000184746000745195,-0.00166604894166714,0.000143228958359338,0.000328142630739722,-0.000838553268940371,0.000515213317533338,0.00189432703938245,-0.00315329013616737,-0.00207225716384859
"18",-0.000293780673286384,-0.000184990384268852,0.000377671512943139,0.000142698749189138,0.000328132394983543,-0.000836410254467474,0.000506368741014894,0.00182022763815748,-0.00304973823558677,-0.0020653181566857
"19",-0.000293780645691047,-0.000184822923524655,-0.00166584528735591,0.000143050000274407,0.0003281278710137,-0.000837972204216318,0.000512518809148403,0.00175089135133245,-0.00295142972832106,-0.00205871418805753
"20",-0.000293780656589533,-0.000184937673899097,0.000377467878924875,0.000142817304704739,0.000328125871537558,-0.000836833767191482,0.000508242364938281,0.00168601200559945,-0.00285809911298108,-0.00205242908118013
"21",-0.000293780652285292,-0.000184859042644365,-0.00166564167362973,0.0001429714600381,0.000328124987824918,-0.000837663524269213,0.000511215986479649,0.00162530310849103,-0.00276949433195032,-0.00204644744033891
