"","JNJ","WMT","PG","CVX","CSCO","NKE","GS","VZ","MRK","KO"
"1",-2.35197816176134e-05,0.000197406717305416,-0.000353454502878555,0.00173882677303467,0.00144269477796368,0.000573535308391351,0.0045202552906757,-0.0008756520840017,0.00299630024893098,0.000522556356067815
"2",0.000503191580323362,0.000877871975195248,-2.48760950654817e-06,0.000827502478852909,0.0021794446353691,0.000719777370541013,0.00119857663551386,0.000390662486476308,0.00224805088983557,0.000635235758401023
"3",0.00042480106017033,0.000669272615623374,0.000126696677002577,0.00136530938735822,0.00182191131619084,0.000731065475116055,0.00435652336152663,-0.000875369257866932,0.00163425728588415,0.00071767482967654
"4",0.000491798104773955,0.000598902021862971,0.000187107679382109,0.00162663834907756,0.00176518294793975,0.00074307702477866,0.00190590343662355,0.00035399031436445,0.00129991723554896,0.000715497133283488
"5",0.000476026476329068,0.000528291106806898,0.000215006877254898,0.00167242724113199,0.00178513812388034,0.000754725228770453,0.0038812027166597,-0.000840173189691713,0.0011145950277983,0.000714228802956972
"6",0.000485156499711118,0.000472302314771513,0.000227898914764645,0.00166661479771941,0.00178925692604767,0.000766029439126651,0.00230105337098627,0.000319797049471343,0.00101196366845982,0.000714269200715439
"7",0.000482439311190795,0.000426323103394406,0.000233856077174733,0.00166081469413503,0.00178817449683662,0.000776999746941861,0.00356699199444337,-0.000806959059646752,0.000955123904923775,0.000714288678213768
"8",0.000483743041168208,0.000388777758870574,0.000236608770839638,0.00165929136870551,0.00178788750318086,0.000787646015540818,0.00255308345249912,0.000287533959054132,0.000923644721879283,0.00071428794987026
"9",0.000483303138232868,0.000358091427331341,0.000237880739174392,0.00165924512862214,0.00178794412585536,0.000797977816338182,0.00336518490354999,-0.000775619777854676,0.000906210816140981,0.000714287651319517
"10",0.000483494746342623,0.000333014710601847,0.000238468491988984,0.00165935527654733,0.00178796350478532,0.000808004438034282,0.00271473062309288,0.00025709203390697,0.000896555512600121,0.000714287664177474
"11",0.000483425567823674,0.000312521665547655,0.000238740081588801,0.00165939717363302,0.0017879606864464,0.000817734894961242,0.00323571446824378,-0.000746049514795973,0.000891208180344621,0.000714287668744847
"12",0.000483454202820782,0.000295774523861166,0.000238865578071162,0.00165940253369711,0.00178795941096947,0.000827177935187271,0.00281843065196369,0.000228368474107978,0.000888246703045717,0.000714287668521512
"13",0.000483443480842139,0.000282088567400887,0.000238923567652116,0.0016594009171851,0.00178795954102128,0.000836342048381515,0.00315265560054041,-0.000718148414089213,0.000886606567858136,0.000714287668451777
"14",0.000483447800426576,0.000270904247724063,0.000238950363554567,0.00165939991469341,0.00178795962314623,0.000845235473446617,0.00288495695054648,0.000201266282523909,0.000885698222744522,0.000714287668455606
"15",0.0004834461510555,0.000261764294011998,0.000238962745440697,0.00165939970206474,0.00178795961791049,0.000853866205925812,0.00309937112807381,-0.000691822255978839,0.00088519516003867,0.000714287668456669
"16",0.000483446806014806,0.000254295019521702,0.000238968466879057,0.00165939971158248,0.00178795961272589,0.000862242005191241,0.00292763533674983,0.000175693937250555,0.000884916552181121,0.000714287668456604
"17",0.0004834465532893,0.000248191043156952,0.00023897111064888,0.00165939973247726,0.00178795961287488,0.000870370401419935,0.00306518772421697,-0.000666982139162785,0.000884762252652682,0.000714287668456588
"18",0.000483446652874483,0.000243202804003674,0.000238972332285544,0.0016593997389107,0.00178795961319622,0.000878258702363747,0.00295501465457589,0.000151565082550703,0.000884676797975683,0.000714287668456589
"19",0.000483446614231369,0.000239126358034086,0.000238972896781034,0.00165939973940411,0.0017879596131977,0.000885913999919305,0.00304325816308716,-0.000643544180579985,0.000884629471182821,0.000714287668456589
"20",0.000483446629395808,0.000235795039861015,0.000238973157623858,0.00165939973904197,0.00178795961317813,0.000893343176503918,0.00297257921386901,0.000128798237237799,0.000884603260501308,0.000714287668456589
"21",0.000483446623493635,0.000233072648627809,0.000238973278154456,0.00165939973887595,0.0017879596131774,0.000900552911243135,0.00302918976740276,-0.000621429232144072,0.000884588744414673,0.000714287668456589
