"","JNJ","HPQ","PG","HD","AA","BA","MRK","AXP","KO","CAT"
"1",-0.00157269212360269,0.000226252048443108,-0.00132954756441191,0.000723344339976906,0.00441189909820047,0.00267684397742962,-0.00356418594439191,-0.00629898937454064,-0.00146108051343288,0.00144184772049706
"2",0.00150827738368936,3.16983429437269e-05,0.000303287944904776,0.00258891179531111,0.00334286825245649,0.00193069415169881,-0.000421900302387316,-0.00115878218378509,0.00168854303739801,0.00495692280050909
"3",0.000156587854811198,7.98498232792324e-05,0.000132575884100481,-0.000816227140436042,0.00313132668357757,0.0014255105620506,-0.000187014682579304,-0.00116741305999102,0.00102189621420363,0.00189668822894112
"4",0.000162496791395252,0.000115652224078722,2.92643063525364e-05,-0.000954669178326258,0.0030367396007273,0.00108194758958027,0.00011076983867532,-0.00078964121939261,0.00107671250302168,0.00147594015239768
"5",-1.89502866609842e-05,0.000134338146966014,0.000112225098003465,-0.00126137397642605,0.00295966999158148,0.000848410695058453,0.000172602407438097,-0.000553068007248011,0.00105047626730643,0.00101437811029385
"6",-7.34247505950283e-05,0.000143651525677009,7.57852291148517e-05,-0.00130035120291886,0.00288672253229401,0.000689655855049882,0.000206410974733122,-0.000376353031373672,0.00104894842190421,0.000842580876961905
"7",-0.000114618293399408,0.000148258845106035,8.70731680224308e-05,-0.00133031026121145,0.00281605073647233,0.000581737317466067,0.000216392337099176,-0.000247751267276193,0.00104729088417151,0.00074389279383256
"8",-0.000134552426606013,0.000150535222708,8.49249475799553e-05,-0.001336319144089,0.00274735940159327,0.000508376293293784,0.000220648935532719,-0.000153823835834854,0.00104692833354628,0.000697836704893827
"9",-0.000146209671669968,0.000151659694186455,8.47873059328345e-05,-0.00133943939038941,0.00268056282324847,0.000458506830218093,0.00022209058409291,-8.52564114328618e-05,0.00104677849725915,0.000674233883539222
"10",-0.000152463352280731,0.000152215134116414,8.51389661080939e-05,-0.00134023382362297,0.00261560468126533,0.000424606494276704,0.000222652622952108,-3.5198351783981e-05,0.00104673376102021,0.000662652827318633
"11",-0.000155948816851716,0.000152489495597482,8.49468051353156e-05,-0.00134057364290137,0.00255243383214811,0.000401561674757554,0.000222853395561191,1.34647270961684e-06,0.00104671818742033,0.000656855947395903
"12",-0.00015785842412127,0.000152625017265757,8.5017104703531e-05,-0.00134067227335887,0.00249100102631052,0.000385896233930354,0.000222929078089797,2.8026013602371e-05,0.00104671316168313,0.000653980907946809
"13",-0.00015891268240938,0.000152691958584773,8.49993595630271e-05,-0.0013407103485799,0.00243125843451033,0.000375247157850392,0.000222956673077602,4.75034026454975e-05,0.00104671147923983,0.000652548944143436
"14",-0.00015949273221203,0.000152725024441467,8.50011028440999e-05,-0.00134072223153692,0.00237315955220822,0.000368008113471888,0.000222966943283935,6.17228637582419e-05,0.00104671092602403,0.000651837119212822
"15",-0.000159812361680489,0.000152741357416224,8.50022922845449e-05,-0.00134072657093323,0.00231665915552986,0.000363087145387855,0.000222970717422059,7.21037763703907e-05,0.00104671074252385,0.000651482955268317
"16",-0.000159988369466869,0.000152749425135946,8.50013650339156e-05,-0.00134072798076202,0.00226171326501185,0.000359741962568422,0.000222972115262102,7.96823579962226e-05,0.00104671068191563,0.00065130681612062
"17",-0.000160085319827091,0.000152753410209239,8.50017679614919e-05,-0.0013407284802087,0.00220827911122736,0.000357467969341006,0.00022297263048603,8.52150988641029e-05,0.00104671066185586,0.000651219198765446
"18",-0.000160138715709432,0.00015275537864762,8.50016443931398e-05,-0.00134072864611976,0.00215631510147576,0.000355922150927645,0.000222972820958358,8.92542744015271e-05,0.00104671065522328,0.000651175618858077
"19",-0.000160168125542962,0.000152756350963404,8.50016674045771e-05,-0.00134072870392499,0.00210578078740469,0.000354871332245217,0.000222972891243974,9.22030730913078e-05,0.0010467106530292,0.000651153941816823
"20",-0.000160184323697604,0.000152756831241574,8.50016692120948e-05,-0.00134072872336424,0.00205663683352504,0.000354157005197618,0.000222972917209424,9.4355842544452e-05,0.00104671065230357,0.000651143159660369
"21",-0.000160193245319211,0.000152757068476353,8.50016652467622e-05,-0.00134072873007539,0.00200884498659252,0.000353671418921446,0.000222972926795031,9.59274711315277e-05,0.00104671065206356,0.000651137796571747
