"","IBM","PG","MRK","CVX","BA","DIS","GS","HD","KO","T"
"1",-9.0580096335441e-05,0.00227174278157185,-0.000284160815463519,0.00111451269739171,0.0010093296071465,0.00088037744845912,0.000921729045521551,0.00127781985053179,-7.33363848311229e-06,0.000229989149423962
"2",0.000123670243761204,-0.0012492333870041,0.000237214668722709,0.000513583607914769,0.00146192518447376,0.000625736475834571,0.000710822173776698,0.00133316394939855,-0.00056568398123918,0.000549108174867807
"3",-3.33481430944999e-05,0.00142404260548186,0.000606726137861669,0.000506404969501879,0.00146886989142682,0.000626942365665167,0.000369976150798952,0.00130264082973127,0.00039288503534703,0.000153626579333845
"4",1.03632382129254e-05,-0.000141420884598476,0.000818623466250392,0.000454286180369266,0.00145100449380768,0.000636311005791912,0.000625009319770706,0.0012680803797044,-0.000284510104364458,0.000107845862891977
"5",-3.21117591070895e-06,0.000674262416727534,0.000943047865781688,0.000420857700543125,0.00145605957930649,0.00064564104761536,0.000406192307757709,0.0012347223272535,0.000138777244491405,7.72312426638755e-05
"6",9.31397643797718e-07,0.000277770127795636,0.00101589930058441,0.000395653917614906,0.00145518451438818,0.000654670826676645,0.000591835997747313,0.00120284078147651,-0.000118021193426798,6.95610055651233e-05
"7",-3.36202580264862e-07,0.000461453576228229,0.00105856910371875,0.000377115903094269,0.00145526745714747,0.000663401578433675,0.000434199054460785,0.0011723906695017,3.65612229949809e-05,6.65185177782072e-05
"8",5.15143682821158e-08,0.000379434011905841,0.00108356018915485,0.000363431918482013,0.00145527342224491,0.000671842926238936,0.000568045339067889,0.00114330903684883,-5.6295096310726e-05,6.55735639504839e-05
"9",-6.70829789558982e-08,0.0004149606819982,0.00109819717899139,0.00035333623079055,0.00145526875679088,0.000680004453900345,0.000454398612162283,0.00111553446704183,-5.49119012890987e-07,6.52414237115292e-05
"10",-3.08060188147671e-08,0.000399978476912777,0.00110676988957195,0.000345887331280139,0.00145526993191518,0.000687895436799582,0.00055089417986496,0.00108900822017457,-3.4010792686803e-05,6.51319656142273e-05
"11",-4.19025556861406e-08,0.000406141766963862,0.00111179082439811,0.000340391371570415,0.00145526974638879,0.000695524843157839,0.0004689613768856,0.00106367419096071,-1.39261892817859e-05,6.50946798635147e-05
"12",-3.85083048671101e-08,0.000403667079961527,0.00111473152630003,0.000336336326729395,0.00145526976036373,0.0007029013439208,0.000538529175149453,0.00103947879540389,-2.59813723472125e-05,6.50821944166733e-05
"13",-3.95465512292686e-08,0.000404636318453866,0.0011164538604837,0.000333344422549244,0.00145526976269893,0.000710033322603125,0.000479460299433824,0.00101637085780855,-1.87456318730393e-05,6.50779765150069e-05
"14",-3.92289684812659e-08,0.00040426674852951,0.00111746261116254,0.000331136927619414,0.00145526976151842,0.000716928884816111,0.000529614712327879,0.000994301502560604,-2.30886513557874e-05,6.50765580769548e-05
"15",-3.93261119007778e-08,0.000404403427317528,0.00111805342445634,0.000329508187677302,0.00145526976178692,0.000723595867479843,0.000487029423505719,0.000973224050752095,-2.0481894819187e-05,6.50760799481362e-05
"16",-3.92963973019447e-08,0.00040435471605234,0.00111839945678668,0.000328306466321077,0.00145526976174853,0.000730041847729979,0.000523187893307717,0.00095309392145068,-2.20465157542251e-05,6.50759189752713e-05
"17",-3.93054865165129e-08,0.000404371255474449,0.00111860212381347,0.000327419808985232,0.00145526976175054,0.000736274151529295,0.00049248633005469,0.000933868537406482,-2.11074028784952e-05,6.50758647461888e-05
"18",-3.93027062729723e-08,0.000404366020360885,0.00111872082348441,0.000326765613046093,0.00145526976175129,0.000742299861993758,0.000518554523519214,0.000915507234996916,-2.16710748640813e-05,6.50758464832126e-05
"19",-3.93035567044466e-08,0.000404367492097954,0.00111879034447214,0.000326282932410087,0.00145526976175099,0.000748125827442606,0.00049642044829629,0.000897971178219042,-2.13327490726548e-05,6.50758403316812e-05
"20",-3.9303296571231e-08,0.000404367175105251,0.0011188310620891,0.000325926799663861,0.00145526976175105,0.000753758669181575,0.000515214128289527,0.000881223276547501,-2.15358181341492e-05,6.50758382598348e-05
"21",-3.93033761417689e-08,0.000404367186500518,0.00111885490991383,0.000325664036827582,0.00145526976175105,0.000759204789028122,0.000499256723061122,0.000865228106484325,-2.14139325292761e-05,6.50758375620023e-05
