"","JPM","IBM","PG","AIG","CAT","DIS","BA","MRK","AXP","T"
"1",0.00465828663332525,-0.000206013595894233,0.00339203860896598,0.00218777808432443,-0.00560068444878583,0.00525593765746566,0.0038719184797361,-0.000208626592050654,0.00449117799687536,0.00742377369318639
"2",-0.00035047369015903,-0.000107393081400362,0.000394310914479471,-0.000449494405411651,-0.00518285705153924,0.0023920214997353,0.00292254472148789,0.000502567514863228,-0.000511656195602667,0.00102773989784338
"3",0.00105954375472045,0.000201759671506053,0.000221291224400274,0.000159381176669774,-0.00481441313378134,0.00177187282641159,0.00198355561528376,0.00120359494582452,-0.000564055293562099,0.000730470338417613
"4",0.0010848879906528,0.000376289035152253,0.000269674481852351,0.00012629924352348,-0.00447860208672837,0.00146037417032616,0.00147307629025113,0.0010913733086122,-3.30373322031234e-06,0.00125604910589587
"5",0.000949646684896217,0.000480835477898501,0.000308831520432334,0.000115185034985008,-0.00417119817215147,0.00126117200964439,0.00123870574953254,0.00108064914548543,0.000247623255816442,0.00138553589162307
"6",0.000988382149250074,0.000543207762650512,0.00033070592174843,0.000118041351184409,-0.00388964025585675,0.00112933980163417,0.00113920124931016,0.00108593376240469,0.00029175651742043,0.00136281040163711
"7",0.000988865136762157,0.00058042902272195,0.000342293803090806,0.000117851283943219,-0.00363173661459449,0.00104173026753591,0.00109875571417192,0.00108565410028618,0.000281751298937318,0.00134657165562961
"8",0.000985214535505544,0.000602640768169157,0.000348373510932622,0.000117805229782986,-0.00339549780738181,0.000983480428470023,0.00108274850920381,0.00108550282859195,0.000272234635190254,0.00134548192758076
"9",0.000986278326331227,0.000615895618373929,0.000351557500374614,0.000117818534939692,-0.00317910365157603,0.000944749017638895,0.00107652192798631,0.00108553148733187,0.00026924703307104,0.00134675105941403
"10",0.00098628584389144,0.000623805444296502,0.000353224404502148,0.000117817491018781,-0.0029808871162995,0.000918995599222066,0.0010741278799598,0.0010855332489107,0.000269052908347813,0.00134709766205969
"11",0.000986187330924485,0.000628525629397943,0.000354097016408471,0.000117817304152207,-0.00279932123487696,0.000901871536776453,0.00107321474316917,0.00108553202086411,0.000269316689085369,0.00134704939409847
"12",0.000986216536746632,0.000631342397756951,0.000354553816550954,0.000117817365701376,-0.00263300731291006,0.000890485337943909,0.00107286840476368,0.00108553211157118,0.000269454497544806,0.00134700837396585
"13",0.00098621658823191,0.000633023303021889,0.00035479294447705,0.000117817360146258,-0.00248066415001877,0.000882914381826932,0.00107273756571244,0.0010855321435254,0.000269483889736436,0.00134700478761676
"14",0.000986213930603444,0.000634026382490833,0.000354918124252506,0.000117817359408467,-0.00234111816970502,0.000877880271897469,0.00107268827793539,0.00108553213635796,0.000269480645179211,0.00134700783115934
"15",0.000986214732190607,0.000634624969717612,0.000354983653925667,0.000117817359691231,-0.00221329437865161,0.000874532971715781,0.0010726697488731,0.00108553213612435,0.000269475799785343,0.00134700875112306
"16",0.000986214729426836,0.000634982176378855,0.000355017957693818,0.000117817359662363,-0.00209620808549904,0.000872307271708524,0.00107266279339585,0.00108553213640574,0.000269474062881121,0.00134700865265935
"17",0.000986214657752314,0.000635195339295015,0.000355035915184662,0.000117817359659557,-0.00198895731526895,0.000870827350502349,0.00107266018522199,0.00108553213637897,0.00026947386984086,0.00134700854955755
"18",0.000986214679746226,0.000635322544170388,0.000355045315652732,0.000117817359660847,-0.00189071586099419,0.000869843315470967,0.00107265920796331,0.00108553213637239,0.000269473988189278,0.0013470085384585
"19",0.000986214679557736,0.000635398453623168,0.000355050236652036,0.0001178173596607,-0.00180072691902843,0.000869189007026067,0.00107265884199969,0.00108553213637415,0.000269474062378066,0.00134700854570219
"20",0.00098621467762531,0.000635443752555339,0.000355052812718883,0.00011781735966069,-0.00171829725900457,0.000868753941680409,0.00107265870500987,0.00108553213637416,0.000269474080961103,0.00134700854812557
"21",0.000986214678228601,0.000635470784672957,0.000355054161249942,0.000117817359660696,-0.0016427918835304,0.000868464656318945,0.00107265865374628,0.0010855321363741,0.0002694740804193,0.00134700854793677
