"","IBM","JNJ","PG","CVX","CAT","AA","MRK","KO","HD","AXP"
"1",0.00210679853739225,0.000909945786282288,0.00211704641640414,0.00113080208995787,0.003037879911602,-0.000319461060615782,0.00163142967593175,0.00145402766511551,0.00122021668316053,0.00357909983604614
"2",-2.65171121245595e-05,0.00122991437301923,0.000798134333905882,0.00145254794863655,0.00259274423409951,0.000469740134910698,0.00122763720475313,-0.000222578636494145,0.00217646538176449,0.000152648917398305
"3",0.00098207205684647,0.000859656205064119,0.00104316505868242,0.00146555194552856,0.00280448752937079,0.000149336675246412,0.00105645346554884,0.0012647823031902,0.00200808112224312,0.00122870868889857
"4",0.000586125521354128,0.000834643172241825,0.00098616887323961,0.00145268570570665,0.00287226934314119,0.000271657707537487,0.00113204119805067,-0.000113240247832852,0.00181756419731083,0.00105175138579766
"5",0.000745449804836158,0.000855472935683967,0.000987662243817499,0.00143794207313768,0.00290070818122386,0.000224532258202639,0.00110979891858632,0.00116467251511203,0.00174748871626024,0.00109756829802939
"6",0.000681564346394444,0.000857283082334429,0.000977988955355891,0.00142334950049899,0.00291223937823417,0.000242662867203966,0.00111554053774743,-2.0426375200095e-05,0.00173667509541336,0.00108902065867977
"7",0.000707193666086786,0.000856118465052758,0.00097060519147123,0.00140907303673035,0.00291693314902575,0.000235686017789976,0.0011141453744589,0.00107860009781879,0.00173973932787166,0.00109103286640444
"8",0.000696912513800639,0.000855993602272053,0.000962909265365321,0.00139511979074074,0.00291884289422821,0.000238370698993095,0.00111447365236669,5.93946891559261e-05,0.00174243976449015,0.00109063216198263
"9",0.000701036818932166,0.000856058294131402,0.000955402009297498,0.00138148362775844,0.00291961994834457,0.000237337632814475,0.00111439781695169,0.00100457634832206,0.00174335419996723,0.0010907220686282
"10",0.000699382347850321,0.000856066627167471,0.000947984852912776,0.00136815744252369,0.0029199361211707,0.00023773515672491,0.00111441514511067,0.000128042176471967,0.00174347037191636,0.00109070355210727
"11",0.000700046041493484,0.000856063058682995,0.000940675060047126,0.00135513419712525,0.00292006476771109,0.000237582189490483,0.00111441121196095,0.000940914651270958,0.00174341864853725,0.00109070760632853
"12",0.000699779799765478,0.000856062515957711,0.000933467539614903,0.00134240700565266,0.00292011711228247,0.000237641051294303,0.00111441210104385,0.000187080195631686,0.00174338078721949,0.00109070675676358
"13",0.000699886603045484,0.000856062711313404,0.000926361544359719,0.00132996913805317,0.00292013841059464,0.000237618401267515,0.00111441190058226,0.000886164497446039,0.00174336898588425,0.00109070694046735
"14",0.000699843758744934,0.000856062745997625,0.000919355512121403,0.00131781401720898,0.00292014707659551,0.00023762711699962,0.00111441194570786,0.0002378539069878,0.00174336783691558,0.00109070690162806
"15",0.000699860945802201,0.000856062735391919,0.000912448062196646,0.00130593521551332,0.00292015060267637,0.000237623763185215,0.00111441193555995,0.000839078423987362,0.00174336866930753,0.00109070690997285
"16",0.000699854051187662,0.000856062733208961,0.00090563780249729,0.00129432645147607,0.00292015203739193,0.000237625053733264,0.00111441193784058,0.000281520171567235,0.00174336919476839,0.00109070690820049
"17",0.000699856816972921,0.000856062733779368,0.000898923366475598,0.00128298158640254,0.00292015262115867,0.000237624557130272,0.00111441193732824,0.000798583591391169,0.0017433693452259,0.00109070690858004
"18",0.000699855707473897,0.000856062733915022,0.000892303405661615,0.00127189462114735,0.00292015285868562,0.000237624748223143,0.00111441193744331,0.000319073909739884,0.00174336935489898,0.00109070690849924
"19",0.000699856152551142,0.00085606273388467,0.000885776590781209,0.00126105969294213,0.00292015295533218,0.000237624674690591,0.00111441193741747,0.000763757339241839,0.00174336934194497,0.00109070690851651
"20",0.000699855974007719,0.000856062733876331,0.000879341611220819,0.00125047107229525,0.00292015299465639,0.000237624702985923,0.00111441193742327,0.000351370770126795,0.00174336933472255,0.00109070690851283
"21",0.000699856045630689,0.000856062733877926,0.000872997174816119,0.0012401231599621,0.00292015301065689,0.000237624692097877,0.00111441193742197,0.000733806163721171,0.00174336933283055,0.00109070690851362
