"","V","MCD","WMT","PG","CSCO","HD","GS","BA","VZ","NKE"
"1",0.00195475395852597,0.00176747426155247,-0.000562775037412354,-0.000282570774150487,0.00100484320558146,0.00142906975949561,-0.00160110742208774,-0.00246092697350763,7.61852910670297e-05,0.000556011198821165
"2",0.00155298273745235,0.00286046004665588,0.000156745135159398,0.000690494421091537,0.000915655541303423,0.00207430664588565,-0.00120513992973708,0.000583145316600756,0.000290057791600395,0.00203536581270903
"3",0.00127059047096259,0.00230471805040346,-0.000386740142454733,0.000485617732469033,0.000806920709557228,0.00118614971227804,-0.000877284180022303,-0.000712244767815094,0.000322525342426221,0.00177792781461828
"4",0.00117299914494124,0.00176452749159015,2.50571043810622e-05,0.000290952560089966,0.000731216663959102,0.00108069888836459,-0.000732672264738682,0.000341602227781538,0.00032052113267286,0.00143313956617072
"5",0.00114104811598305,0.00143171201304167,-0.000287044634930483,0.00024555612686374,0.000677871071455266,0.00115755278851315,-0.000682178191985527,-0.000467199783454378,0.000320340301805869,0.00116070431623934
"6",0.00113065100642253,0.00125016265109872,-5.04967491420368e-05,0.000253120566210362,0.000640293133345578,0.00117127409574677,-0.000667161729193041,0.0001559883767437,0.000320356886119732,0.000957395563955614
"7",0.00112727010748671,0.00115566033532719,-0.000229781284120822,0.000261478070306747,0.000613822072199053,0.00116486017453466,-0.000663345630701959,-0.000324051566948598,0.000320357796754452,0.0008069532511544
"8",0.00112617080877404,0.00110745595047611,-9.38978033308243e-05,0.000263579236591666,0.000595175043240023,0.00116325919517809,-0.000662565386844014,4.57287456798136e-05,0.000320357669950271,0.000695775540514242
"9",0.00112581337545461,0.00108309284710855,-0.000196886723332603,0.000263309752834216,0.00058203950290366,0.00116377103132404,-0.000662470565304969,-0.000239116926020222,0.000320357666135094,0.000613631167818558
"10",0.00112569715733183,0.00107083191096461,-0.000118829275912751,0.00026295221830085,0.000572786424556759,0.00116394566638464,-0.000662486500148262,-1.96972833604405e-05,0.000320357667048609,0.000552940162375259
"11",0.00112565936944376,0.00106467382997205,-0.000177990641021604,0.000262855642199582,0.000566268271766552,0.001163907232223,-0.00066250342535447,-0.000188718560722912,0.000320357667057788,0.000508099838175593
"12",0.00112564708285344,0.0010615838337067,-0.000133151010246193,0.000262864741248046,0.000561676684599162,0.00116388907772114,-0.000662511281787182,-5.85196784925186e-05,0.000320357667051533,0.00047497049469339
"13",0.0011256430879146,0.00106003402727892,-0.000167135900290186,0.00026287998052567,0.000558442229471413,0.00116389170451485,-0.000662514101923032,-0.000158813258082373,0.000320357667051583,0.000450493569257376
"14",0.0011256417889752,0.00105925687560038,-0.000141378044319264,0.000262884391902308,0.000556163779865202,0.0011638935214075,-0.000662514959715246,-8.15560502273317e-05,0.000320357667051624,0.000432409303013757
"15",0.00112564136662992,0.00105886721091915,-0.000160900459820974,0.000262884111228607,0.000554558769932151,0.0011638933715079,-0.000662515183279257,-0.00014106809666106,0.000320357667051623,0.000419048119824621
"16",0.00112564122930593,0.00105867184179039,-0.000146104014516999,0.000262883464154472,0.00055342815160372,0.00116389319548519,-0.000662515230892863,-9.52253362370029e-05,0.000320357667051622,0.000409176488112749
"17",0.00112564118465555,0.00105857389026268,-0.000157318548579874,0.000262883263784215,0.000552631709302483,0.00116389320031888,-0.000662515237486968,-0.000130538500700903,0.000320357667051622,0.000401883038777547
"18",0.00112564117013765,0.00105852478116667,-0.000148818819647439,0.000262883270958116,0.000552070670866039,0.00116389321687388,-0.000662515236955467,-0.000103336395659252,0.000320357667051622,0.000396494425754168
"19",0.00112564116541721,0.00105850015989296,-0.000155260941230005,0.000262883298324012,0.000551675458147328,0.00116389321727751,-0.000662515236093223,-0.000124290465619576,0.000320357667051622,0.000392513161337132
"20",0.00112564116388237,0.00105848781583148,-0.000150378323111892,0.000262883307378343,0.000551397058161008,0.00116389321576464,-0.000662515235668663,-0.000108149323335555,0.000320357667051622,0.000389571687104416
"21",0.00112564116338333,0.00105848162704989,-0.000154078961074368,0.000262883307285752,0.000551200944653742,0.00116389321564945,-0.000662515235511718,-0.00012058301639501,0.000320357667051622,0.000387398440176955
