"","PFE","HD","PG","MRK","XOM","CVX","VZ","WMT","MCD","KO"
"1",-0.00158381170240881,0.00189232945865451,0.000800261652139096,-0.00146585695033721,2.61118901290767e-07,0.000883165960327703,-0.000418397802409683,0.00252194523154047,0.0018684130453907,0.000219356740150096
"2",0.00160334511005895,0.0012945254749794,0.00177621339249848,-0.00134486011097583,0.000295272985185671,-8.88573670235145e-05,-0.000471088526628193,0.00228453379116976,0.000105981691881624,0.0012689646838646
"3",-0.000655043785587678,0.00114635636280413,0.000970136279455567,-0.001171449937184,0.000207394251961718,0.000548451132212753,-0.000391917110531632,0.00225809729797182,0.000729702900101062,0.00034543184399246
"4",0.00056739414775633,0.00109277177441952,0.0016860554523401,-0.00100706154207799,0.000207287732378709,0.000548005287145426,-0.000314630203392304,0.00222673254423341,0.000923362787372445,0.00116100914497487
"5",-0.000165358314542676,0.00106577779477652,0.00104769687308399,-0.000856363340141052,0.000204941044707661,0.000481465751013701,-0.000243984651809528,0.00219648415534569,0.000777628205544849,0.00044043404718443
"6",0.000256371370512764,0.00104982175152126,0.00161701469150874,-0.000718689519996136,0.000204725862171396,0.00049216614172772,-0.000179590591660481,0.00216715227079101,0.000770730015473189,0.00107711057959344
"7",9.75839235721846e-06,0.00103986629222241,0.00110926519057872,-0.000592959703114081,0.000204643982629161,0.000497407532189367,-0.000120902095857857,0.00213871365098292,0.000797636848582353,0.000514559895296273
"8",0.000153068432237066,0.00103355555381819,0.00156210487179265,-0.000478142015235066,0.000204630850850978,0.000495449926257076,-6.74139225509814e-05,0.00211114096524878,0.000793837067696682,0.00101161539092779
"9",6.95838087076688e-05,0.00102953738993248,0.0011582368572397,-0.000373289805006504,0.000204627485061447,0.000495215537344638,-1.86652887669909e-05,0.00208440785014908,0.00078981442271326,0.000572429728269381
"10",0.000118170325940374,0.00102697580628499,0.00151842917295715,-0.000277538169351781,0.000204626831267269,0.000495457673111353,2.57637714037311e-05,0.0020584887411944,0.00079123185734276,0.000960483076186412
"11",8.98830955740453e-05,0.00102534224118661,0.0011971893133072,-0.000190097234054929,0.00020462668259612,0.000495443402343616,6.62560115649973e-05,0.0020333588524245,0.00079167502434843,0.000617608948183118
"12",0.000106349548039946,0.00102430039208082,0.00148368917164758,-0.000110245677699964,0.00020462665175598,0.000495420379451162,0.000103160269880226,0.00200899415259264,0.000791343264721173,0.000920563859700568
"13",9.67635962749984e-05,0.00102363590836783,0.00122817240944217,-3.7324785127188e-05,0.000204626645011519,0.000495425557265114,0.000136794474270296,0.00198537134218819,0.000791327155619136,0.000652880558689148
"14",0.000102343932613113,0.00102321210254085,0.00145605669582938,2.9266986105227e-05,0.000204626643581055,0.000495427134566323,0.000167448381342211,0.00196246783115561,0.000791388483637677,0.000889398756336914
"15",9.90953832742569e-05,0.00102294179986158,0.00125281661273667,9.00789679583177e-05,0.000204626643272251,0.000495426340840619,0.000195386072624453,0.00194026171729199,0.000791379890805536,0.000680417256156638
"16",0.000100986494198306,0.00102276940115247,0.00143407760282244,0.000145612813483941,0.000204626643206266,0.000495426303067657,0.000220848229613144,0.00191873176530244,0.000791370709448988,0.000865068026591823
"17",9.98856010945407e-05,0.0010226594454563,0.0012724188097984,0.000196326635084328,0.000204626643192082,0.000495426392075078,0.000244054207228369,0.0018978573864931,0.000791373930587564,0.000701915273870194
"18",0.000100526475693267,0.00102258931583831,0.00141659525587001,0.00024263878359436,0.000204626643189044,0.000495426381771901,0.000265203923543349,0.00187761861908259,0.000791374944695286,0.000846072921617397
"19",0.000100153396472992,0.00102254458724721,0.00128801055464222,0.000284931299360888,0.000204626643188392,0.000495426374118588,0.000284479582066379,0.00185799610911294,0.000791374189462256,0.000718698868422818
"20",0.000100370581071905,0.00102251605940226,0.0014026896568142,0.000323553063787874,0.000204626643188252,0.000495426376420856,0.000302047241412867,0.00183897109194173,0.000791374151865672,0.000831243361765733
"21",0.000100244149072933,0.00102249786437492,0.00130041235360942,0.000358822677345224,0.000204626643188222,0.000495426376852152,0.000318058245890122,0.00182052537429782,0.000791374291647959,0.000731801892611382
