"","UNH","XOM","PFE","WMT","PG","VZ","MRK","GS","CVX","CAT"
"1",0.00149002193281964,0.00131078396098112,0.00230046944279307,0.000693609530825143,0.000928413621066897,0.00577814105753957,0.00177330847803519,0.000991104175586047,0.000610492985891456,-0.000907669096311094
"2",0.00198691429628413,0.00103609098237491,0.00103237131797664,0.00113497097841432,0.00163158500550069,-0.00131229024730498,0.00162809217492009,-0.000298748254685543,0.000648111782776751,0.000853722461738114
"3",0.000814016796817381,0.00107742803210862,0.00128057073167146,0.00130680733319841,0.00153987688695701,0.00214924638877616,0.00163318379094378,-0.000504392144486149,0.000626960962399208,0.000106596196244965
"4",0.00103654776753781,0.00105104315330592,0.00104041576449305,0.00115273997399713,0.00152644953224484,0.0011635298681241,0.00164221503218018,-0.00067182864463243,0.000645040316597996,-3.71824636078739e-05
"5",0.000932613980084751,0.0010536072930743,0.00115908184552109,0.00122007908061264,0.00154969673093119,0.00122730093995114,0.0016504662648298,-0.000661190286032824,0.000629391815679176,-0.00012367838398028
"6",0.000962545972354154,0.00105097487704665,0.00108679483368226,0.00120049641979956,0.00153175249190896,0.00133773535698363,0.00165787534507666,-0.00069327628976388,0.000642940327793841,-0.000159156456348745
"7",0.000951645986175364,0.00105106448058239,0.001127619987711,0.00120338015626049,0.00154393482818993,0.00126267884455248,0.00166452403411032,-0.00068252889802781,0.00063120990913557,-0.000175199217198924
"8",0.000955162371867997,0.00105079025157667,0.00110395133795838,0.00120416126671315,0.0015359442374415,0.00129056498637344,0.00167049023253983,-0.000691092154957933,0.00064136620847552,-0.000182256712142183
"9",0.000953956806235669,0.00105078067229613,0.001117547499298,0.00120335147518295,0.00154113197695438,0.00128532138170619,0.00167584399375033,-0.000686847703302304,0.000632572795410747,-0.000185385008282179
"10",0.000954357503995619,0.0010507507856468,0.00110971212791055,0.00120372064313146,0.00153777448376174,0.00128423612835507,0.00168064818498586,-0.000689514652034813,0.000640186209583237,-0.000186768749707725
"11",0.00095422221651574,0.00105074768052266,0.00111422249551615,0.00120360894072609,0.00153994534130327,0.00128566803989235,0.001684959220255,-0.000688036617184764,0.000633594448803317,-0.000187381175765783
"12",0.000954267531017343,0.00105074427959224,0.00111162511088031,0.0012036272541274,0.00153854214904475,0.00128498240105613,0.00168882772260635,-0.000688910505227085,0.000639301653113401,-0.000187652184179607
"13",0.000954252291496043,0.00105074371154669,0.00111312065881172,0.00120363063557732,0.00153944905579961,0.00128517351210424,0.00169229911857232,-0.000688411011347064,0.000634360305554754,-0.000187772115092172
"14",0.000954257406137227,0.00105074330956573,0.00111225949550224,0.00120362640278444,0.00153886292361747,0.001285163330999,0.0016954141715975,-0.00068870157032338,0.000638638567619458,-0.000187825188158233
"15",0.000954255687791549,0.00105074322100512,0.00111275536032784,0.00120362841992633,0.00153924173639025,0.00128514062592935,0.00169820946071025,-0.000688534090700292,0.000634934410792389,-0.000187848674679198
"16",0.000954256264792921,0.00105074317199814,0.00111246983563127,0.00120362778564122,0.00153899691325437,0.00128515561673603,0.00170071781005797,-0.000688631087612747,0.000638141502268323,-0.000187859068202517
"17",0.000954256070990437,0.00105074315914415,0.00111263424370719,0.0012036278995007,0.00153915514001077,0.00128515014462448,0.00170296867435016,-0.000688575050344566,0.000635364774333954,-0.000187863667664275
"18",0.000954256136075735,0.00105074315302605,0.00111253957576584,0.00120362791301486,0.00153905287965995,0.00128515113411379,0.0017049884847352,-0.000688607466119156,0.000637768889738632,-0.00018786570307097
"19",0.00095425611421643,0.00105074315122977,0.00111259408657237,0.00120362789102526,0.00153911896948396,0.0012851513704692,0.00170680095917255,-0.000688588727217136,0.000635687385530937,-0.000187866603802558
"20",0.000954256121557758,0.00105074315045261,0.00111256269866794,0.00120362790200995,0.00153907625630441,0.00128515108155055,0.0017084273809448,-0.000688599563584057,0.000637489570134147,-0.000187867002404661
"21",0.00095425611909217,0.00105074315020702,0.00111258077215788,0.00120362789842352,0.00153910386139673,0.00128515121727871,0.00170988684858016,-0.000688593298249907,0.000635929222894858,-0.000187867178798649
