"","CSCO","V","PG","VZ","IBM","MCD","BA","WMT","MRK","KO"
"1",0.0020487357244406,0.000475114189476484,-0.000215172727765154,0.000474450681788964,-0.0052793543115381,0.00290685808126582,-0.000778311190245395,0.000508678858914813,0.00777187653277052,0.000813651912173042
"2",0.00122764395322787,0.00132792159802605,-0.000852493748167206,-0.000233021111161315,0.00355550381841578,0.0037020517005618,0.00274254944487976,-0.000231569073332986,0.00852570746123267,0.000507363774305813
"3",0.00148965901794492,0.00128123740418173,-9.52121681189256e-05,0.000467350107767227,-0.00455380708315629,0.0033053703077057,0.00099204926229097,-0.000544951703501664,0.00746878709493524,0.000486775487584121
"4",0.00152022704489563,0.00122581088197798,-0.00038011109108394,-0.000171548491695051,0.00213392619935815,0.00287619953425992,0.000707471143757555,-0.000525661549664721,0.00645782119337448,0.000468055399853712
"5",0.00155500637733462,0.00119485467169952,-0.000233890434768966,0.000414118372732811,-0.00324464152496217,0.00250288257361649,0.00087112972882297,-0.00050340613627938,0.00557827075076741,0.000458705034419059
"6",0.00157123815717642,0.00117853112800068,-0.000301108802968606,-0.000122590540503046,0.00105347551421613,0.00218424013709208,0.000893705452460258,-0.00050260256320267,0.00481755076500895,0.000453783752615814
"7",0.00158060308944507,0.00116998044199472,-0.000269057724633725,0.000369262096864915,-0.00237553777303706,0.00191277165497524,0.000878481980603473,-0.00050398155469216,0.00415986110923388,0.000451208527607506
"8",0.00158567171998751,0.00116550492591266,-0.000284151546451172,-8.14826829068876e-05,0.000358925317834982,0.001681536170615,0.000876734048607022,-0.000504161888818315,0.0035912620332567,0.000449860110700113
"9",0.0015884656126768,0.00116316261822616,-0.000277013543870483,0.000331589963928533,-0.00182142279349051,0.00148457460417172,0.0008781433724175,-0.000504088546933217,0.00309968615828979,0.000449154112372188
"10",0.00158999749039451,0.0011619367612602,-0.000280384384891701,-4.69590919501313e-05,-8.29545123271644e-05,0.00131680715722153,0.000878274278588524,-0.000504069969480835,0.00267469986401551,0.00044878446607602
"11",0.00159083870142701,0.00116129520454005,-0.000278791780248082,0.000299951769475037,-0.00146908574343202,0.00117390663319413,0.000878144402849859,-0.000504073037012424,0.00230728283195797,0.000448590926984614
"12",0.00159130043645956,0.00116095944354289,-0.000279544108422664,-1.79651395856205e-05,-0.000363885303388907,0.00105218719499447,0.000878135066093586,-0.000504074534706255,0.00198963664618608,0.000448489593943968
"13",0.00159155391229132,0.00116078372183125,-0.000279188697757042,0.000273381059987283,-0.00124509145504677,0.000948509327406274,0.000878146982395018,-0.000504074473225118,0.00171501927538205,0.00044843653807316
"14",0.00159169305617317,0.00116069175724892,-0.000279356595766835,6.38485567600725e-06,-0.000542482094394344,0.000860198862088237,0.000878147597395844,-0.00050407436971095,0.0014776019736005,0.000448408759123548
"15",0.00159176943911046,0.00116064362725791,-0.000279277279300604,0.000251066177145555,-0.00110269141084432,0.00078497800284447,0.00087814650869614,-0.000504074364128964,0.00127234556531069,0.000448394214643745
"16",0.00159181136933998,0.00116061843825606,-0.000279314749003308,2.68347157638551e-05,-0.000656021478938828,0.000720906574333895,0.000878146474019032,-0.000504074370371911,0.00109489348903871,0.00044838659945686
"17",0.00159183438685931,0.00116060525550242,-0.000279297048017737,0.000232325465819455,-0.00101216340967491,0.000666331979033388,0.000878146573072077,-0.000504074371315283,0.000941479329473078,0.000448382612303516
"18",0.00159184702227925,0.00116059835626145,-0.000279305410102084,4.40091247573382e-05,-0.000728201885321466,0.000619846571708304,0.000878146574304228,-0.000504074370995023,0.000808846875406136,0.000448380524713016
"19",0.00159185395846757,0.00116059474551917,-0.000279301459787563,0.000216586451480942,-0.00095461203346915,0.00058025135194936,0.000878146565329012,-0.000504074370903719,0.000694181006742987,0.000448379431694083
"20",0.0015918577660741,0.00116059285582436,-0.000279303325947211,5.84327111783872e-05,-0.000774089142916573,0.000546525038295806,0.000878146565389971,-0.000504074370916169,0.000595047943656948,0.000448378859412121
"21",0.00159185985625201,0.00116059186684587,-0.000279302444358708,0.000203368352763261,-0.000918024890848798,0.000517797726272212,0.000878146566199904,-0.000504074370923287,0.000509343589681396,0.000448378559777198
