"","JNJ","WMT","PG","CVX","CAT","KO","AXP","MRK","DIS","MCD"
"1",0.00155733689849854,-2.71546482869789e-05,0.000237111240333184,0.00126431286938389,0.000341187311256699,0.000882091880571496,-0.00165520505722679,-0.000879634728498501,0.000501019035182632,-0.000326101611644578
"2",-0.00044148600737422,7.40623812196979e-05,0.000577867395688918,0.00129439336537882,0.00314123293674782,0.00110949084539397,-0.00162016140984199,-0.00116553050341991,0.000524144795200278,0.000153111753934298
"3",0.000484100412686098,0.000652197474218629,0.000342922833110443,0.00124617367680161,0.00124141640844706,0.00117528404168945,-0.00145798557093914,-0.00113382142618883,0.00060806291821988,0.000170090655644161
"4",0.000308737465577616,0.000273883356180441,0.000566069833447146,0.00124621650932992,0.00273564945283325,0.00117778155548955,-0.0013057552382998,-0.00108587939093421,0.000682651698361849,0.000225932733573699
"5",0.000304323201427427,0.000443594850901526,0.000352684621092989,0.00124569921823223,0.00155579937242614,0.0011728164282694,-0.00116413263890478,-0.00103878872790177,0.000746003230037233,0.000270157845662773
"6",0.000317884746027241,0.000381834237183706,0.000556759813319962,0.00124569667395235,0.00248750139497859,0.00117088778595687,-0.00103239193914395,-0.000993453629789156,0.000799656467328715,0.00030897419983001
"7",0.000313603560025821,0.000400439474606816,0.000361588023222719,0.00124569110711428,0.00175175478316473,0.00117066402071455,-0.000909843757772367,-0.000949859875308954,0.000845087665100831,0.000342615139369522
"8",0.000314117620228569,0.000396119552213217,0.000548244856398881,0.00124569104747903,0.00233275932626835,0.00117075778988273,-0.000795846666606336,-0.000907943491017046,0.000883556339493961,0.000371814332227955
"9",0.000314238470048941,0.000396607320114719,0.000369731489391434,0.00124569098738409,0.00187395153271332,0.00117080984593566,-0.000689803993047777,-0.000867640102004842,0.000916129501301979,0.000397153738058667
"10",0.000314162232652263,0.000396820343798571,0.000540456673454999,0.00124569098639505,0.00223626297060605,0.00117081944807881,-0.000591160698728535,-0.000828887647618331,0.000943710665282813,0.000419144038780971
"11",0.000314179690244823,0.000396626526159856,0.000377179889412667,0.00124569098574431,0.00195015279577472,0.00117081814232994,-0.000499400474399799,-0.000791626446113068,0.000967064879667329,0.000438227837265621
"12",0.000314179034990136,0.000396723519894839,0.000533333232303664,0.00124569098572991,0.0021760883406698,0.00117081684328186,-0.000414043037516048,-0.000755799111860039,0.000986839945352778,0.000454789296680276
"13",0.00031417805502671,0.000396685516625506,0.000383992549002899,0.00124569098572284,0.00199767151058981,0.00117081651211075,-0.000334641618386323,-0.000721350467485752,0.0010035843845542,0.000469161798489917
"14",0.000314178431437434,0.000396697863255548,0.000526817795493509,0.00124569098572265,0.00213856375165164,0.00117081651320985,-0.000260780621735258,-0.00068822745892359,0.00101776265574831,0.000481634661174455
"15",0.000314178371622335,0.000396694636289888,0.00039022373027137,0.00124569098572257,0.00202730393618174,0.00117081654290329,-0.000192073451434239,-0.000656379073707371,0.00102976803685638,0.000492458963410096
"16",0.00031417836593909,0.000396695188075925,0.000520858468263134,0.00124569098572257,0.00211516361138531,0.00117081655301789,-0.000128160487017108,-0.000625756262407571,0.00103993353401585,0.000501852598364538
"17",0.000314178371977225,0.000396695228522568,0.000395923063914316,0.00124569098572257,0.00204578256402086,0.00117081655386793,-6.87072013892938e-05,-0.000596311863090725,0.0010485411185289,0.000510004659877211
"18",0.000314178370326948,0.000396695136249997,0.00051540778520481,0.00124569098572257,0.00210057140454679,0.00117081655326492,-1.34024098782453e-05,-0.000568000528685723,0.00105582954820304,0.000517079248918487
"19",0.000314178370469319,0.000396695189792406,0.000401135944518186,0.00124569098572257,0.00205730574108098,0.0011708165529823,3.80433585394655e-05,-0.000540778657145173,0.00106200099003254,0.000523218776941569
"20",0.000314178370534764,0.000396695167035736,0.000510422332207556,0.00124569098572257,0.0020914717795875,0.00117081655293847,8.58993763595485e-05,-0.000514604324294253,0.00106722662792132,0.000528546832624562
"21",0.000314178370502839,0.000396695174977262,0.000405903892122699,0.00124569098572257,0.00206449153489181,0.00117081655294842,0.000130416126950209,-0.000489437219263645,0.00107165141099456,0.00053317066971014
