"","CVX","DIS","IBM","VZ","PG","BA","KO","MCD","HD","MRK"
"1",0.00348914971565341,-0.000934766172239079,0.00215571220005302,-0.000327717966364879,0.00220651157396414,-0.00174243615786164,9.11275506140731e-05,-0.00143979001507806,0.00183950555720621,0.00177263451520519
"2",-0.00232566116126293,-0.000145717998629056,-0.00189250906420638,-0.000614237789279094,-0.00137911017220564,0.000899860465045106,0.00142783123660257,0.0015450984335439,0.00214881238447341,4.47450627580404e-05
"3",0.000232463517570217,-2.75018947164648e-05,0.000535533696842372,0.000843849956943533,0.00121690242659484,0.000951728167150899,0.000951504305165046,-0.00109747296269003,0.00213111023554184,0.000782491815357476
"4",-0.000320570205709808,4.18510532065742e-05,-0.000616191483388031,-0.000312596751279249,7.31675005424226e-05,0.000787023299180831,0.00104552739017259,0.000504187451192965,0.00210519315108343,0.00061879195734016
"5",6.02727781774011e-07,0.000104309984416873,-4.0696133168225e-05,0.000761731822067262,0.00073057811763842,0.000711307428393007,0.00104277712723636,-0.000358669676709008,0.00208093135964938,0.000665099006411139
"6",-4.13995019080529e-05,0.000162904359301592,-0.000324724706200736,-0.000211021139008037,0.000405334822777756,0.000689872150950149,0.00103689842653894,8.31232861986952e-05,0.00205849088788205,0.000653267406422208
"7",2.6560494576809e-06,0.000218037703267985,-0.000184139303180285,0.000673234907450183,0.000580074924007103,0.000685866675206489,0.00103949095626989,-0.000137539922464317,0.00203774345125034,0.00065641667399589
"8",2.14132360203566e-06,0.000269925521154561,-0.000253677401861258,-0.000130085390309751,0.000490417054450214,0.00068563496830364,0.00103887529353616,-2.87257410096757e-05,0.0020185615830471,0.000655592342262682
"9",8.89832262728672e-06,0.000318759609969837,-0.000219276105992584,0.00059977598586002,0.000537607139971156,0.000685817692387781,0.00103893247357126,-8.20214085633054e-05,0.00200082715632531,0.000655809587629363
"10",9.73790299991816e-06,0.000364719739253861,-0.000236294183328399,-6.3334188528796e-05,0.00051311887156076,0.000685914043483373,0.00103895505610667,-5.60132818227211e-05,0.00198443094909549,0.00065575249314884
"11",1.08992274071735e-05,0.00040797504919236,-0.000227875386842704,0.000539131031650092,0.000525926836829384,0.000685943226133971,0.00103894162869556,-6.86799651272506e-05,0.00196927198085849,0.000655767515166449
"12",1.11873398667038e-05,0.0004486847224972,-0.00023204013390411,-8.2353472700686e-06,0.000519257155643299,0.00068594915666032,0.00103894540256711,-6.25176242885554e-05,0.00195525689097916,0.000655763564570599
"13",1.14065035647185e-05,0.000486998573527173,-0.000229979848144119,0.000489071316900667,0.000522738790145155,0.000685949680892164,0.00103894486871619,-6.55138250300681e-05,0.00194229936370854,0.000655764603720755
"14",1.1480969666734e-05,0.000523057599837602,-0.000230999064165107,3.72461305338577e-05,0.000520923791214563,0.000685949489586895,0.00103894480476631,-6.40575110205605e-05,0.00193031959658505,0.000655764330407388
"15",1.15250639019617e-05,0.000556994501075789,-0.000230494861619299,0.000447749375325583,0.00052187066988932,0.000685949368736896,0.00103894487046388,-6.47652316254244e-05,0.00191924380894938,0.000655764402295477
"16",1.15426028569057e-05,0.000588934167325666,-0.00023074428882645,7.47889494007496e-05,0.000521376891647255,0.000685949329447663,0.00103894484853613,-6.44213363008675e-05,0.00190900378754612,0.000655764383387394
"17",1.15518222000108e-05,0.000618994138711787,-0.000230620898073514,0.000413640057339974,0.000521634446481706,0.000685949320834242,0.00103894485255479,-6.45884328433677e-05,0.0018995364664139,0.000655764388360644
"18",1.15557944757705e-05,0.000647285037954915,-0.000230681939040451,0.000105778779387033,0.000521500123026827,0.000685949319853339,0.00103894485255398,-6.45072440827369e-05,0.00189078353847645,0.00065576438705257
"19",1.15577636038425e-05,0.000673910977471091,-0.00023065174229105,0.000385484420721064,0.000521570182179476,0.000685949320035179,0.0010389448522553,-6.45466913906966e-05,0.00188269109644263,0.000655764387396622
"20",1.15586470800509e-05,0.000698969942512341,-0.000230666680515658,0.000131359425482035,0.000521533642834316,0.000685949320184275,0.00103894485237668,-6.45275252356976e-05,0.00187520930080363,0.000655764387306129
"21",1.15590724284269e-05,0.000722554151759008,-0.000230659290629035,0.000362243267857296,0.000521552700344526,0.00068594932023659,0.0010389448523496,-6.45368373976204e-05,0.00186829207288286,0.000655764387329931
