"","MRK","PG","GS","CVX","WMT","DIS","BA","HD","KO","T"
"1",-1.38411109557475e-05,0.00205721833696254,0.0013952971999321,0.000391003485083435,0.000506970134688237,0.00185146186370765,0.00401763057496299,0.00163023579607859,0.00105005875152502,0.000663151075155074
"2",1.04659244311288e-05,0.00148998205785156,0.00145655510831056,0.000487555806548224,0.000597384983216849,0.00155124734555367,0.00266186633078599,0.000244670018871721,0.0001149802015634,0.000529897254135039
"3",3.35534700542347e-05,0.00116082890857494,0.00142612387294221,0.000563169125795893,0.000619586890418605,0.00148726303308089,0.00217219701762615,0.00158778073732513,0.000871292864011145,0.000530334595308778
"4",5.56703075795777e-05,0.0011244356483377,0.0014185774094679,0.000615848366001686,0.000615003490007243,0.00150366804223045,0.00254066011754417,0.000286699433767972,0.000262393467529513,0.000528071897560026
"5",7.68562608148291e-05,0.00113935602778827,0.00141594976414043,0.000653219549598694,0.000613982944186899,0.00150251165816462,0.00246574310230203,0.00154707713650218,0.000752497077602452,0.000525928357171346
"6",9.7150515288368e-05,0.00114542159860207,0.00141508537964371,0.000679653853979474,0.000614214193245096,0.00150233581796445,0.00244493860130745,0.000326129773787828,0.000358016989364132,0.000523843885131357
"7",0.000116590601816004,0.00114577459928197,0.00141479862711653,0.000698360750239718,0.000614260889198522,0.00150238807067879,0.00246291388312642,0.00150888035819613,0.000675530353147596,0.000521817995646323
"8",0.00013521247160174,0.001145425606244,0.00141470362056021,0.000711598161808287,0.000614249271982986,0.00150238378245009,0.00245884582542683,0.000363131583420832,0.000419966799785492,0.000519849018690891
"9",0.000153050562693769,0.00114531915721843,0.00141467213702524,0.000720965358043929,0.000614247146204835,0.00150238331606168,0.00245798851882109,0.00147303613320898,0.000625667526604497,0.000517935355931633
"10",0.000170137863672065,0.00114531915835812,0.00141466170422763,0.000727593859094641,0.000614247727515416,0.00150238348107333,0.0024588606942809,0.00039785443826715,0.000460100925053316,0.000516075453424419
"11",0.000186505974655274,0.00114532672741164,0.00141465824706364,0.000732284381063636,0.000614247823740495,0.00150238346560773,0.00245864291911081,0.0014393995669529,0.000593363942510794,0.000514267800890447
"12",0.000202185165739864,0.0011453284916668,0.00141465710144812,0.000735603531967511,0.000614247794758554,0.00150238346443282,0.00245860909895597,0.000430438699973391,0.000486101779396462,0.00051251093047874
"13",0.000217204432979638,0.00114532836473396,0.00141465672182046,0.000737952260506218,0.000614247790430751,0.00150238346494939,0.00245865118379848,0.00140783468893124,0.000572436096714742,0.000510803415574453
"14",0.000231591552009105,0.0011453282097032,0.00141465659602157,0.000739614289712268,0.00061424779187077,0.00150238346489481,0.00245863966411344,0.000461016085261553,0.000502946407803019,0.000509143869640423
"15",0.000245373129409892,0.00114532818259098,0.00141465655433504,0.000740790390328752,0.000614247792063988,0.00150238346489209,0.00245863841798418,0.00137821390311926,0.000558878012002149,0.00050753094509128
"16",0.000258574651915188,0.00114532818729422,0.0014146565405212,0.000741622633622079,0.000614247791992667,0.00150238346489369,0.00245864043709333,0.000489710198373272,0.000513859184068378,0.000505963332199172
"17",0.000271220533543215,0.00114532819031829,0.00141465653594364,0.000742211553387602,0.000614247791984114,0.0015023834648935,0.00245863983396038,0.00135041747217734,0.00055009441989882,0.000504439758030245
"18",0.000283334160746888,0.00114532819068878,0.00141465653442675,0.000742628290287741,0.000614247791987636,0.00150238346489349,0.00245863979341811,0.000516637030720407,0.000520929015645751,0.000502958985410993
"19",0.000294937935663171,0.00114532819056013,0.0014146565339241,0.000742923185541909,0.00061424779198801,0.0015023834648935,0.00245863988971055,0.00132433303343174,0.000544403978227071,0.000501519811923645
"20",0.000306053317542095,0.00114532819050379,0.00141465653375753,0.000743131862073557,0.000614247791987837,0.0015023834648935,0.00245863985841576,0.000541905429761973,0.000525509199213803,0.000500121068929781
"21",0.000316700862432073,0.00114532819049981,0.00141465653370233,0.000743279527708201,0.000614247791987821,0.0015023834648935,0.00245863985744767,0.0012998551446663,0.00054071743107886,0.00049876162062137
