"","AIG","HPQ","HD","PG","AA","BA","CAT","MRK","AXP","DIS"
"1",-8.93997040958511e-05,-0.0008384886195284,0.00389219120975665,0.000389389140629145,0.00524391155296382,0.00430915870285155,0.000506591483883104,0.00138158879684621,0.000657191075606692,0.000596782709447505
"2",0.00108218037611904,-0.000525757464524583,0.00136309660818632,-0.000742171196868513,-0.000418173471798966,0.00404663567449103,0.00107376596694224,0.00056239630732427,3.10944525646767e-05,0.000463254763629797
"3",0.000589559660153988,0.00156296446299034,0.000463014827985776,0.000910605985593829,0.00193908435557855,0.00395954764120965,0.000530567170239751,0.000669426416636732,0.000382150913117003,0.000518045869650435
"4",0.000608030146306543,0.00141949220806016,0.000951828523534355,0.000178583741753919,0.00118980950100946,0.00387078560989692,0.000575032471680809,0.00079177620525694,0.00056331457129361,0.000555921517121348
"5",0.000547814275801131,0.00120095990633406,0.000458787122591474,0.000237010297270184,0.00141145150407054,0.00378521516063187,0.000553325028410102,0.000859557682804432,0.000628276468182928,0.00057610217106769
"6",0.000533524302050653,0.00122795744917397,0.000914146880601417,0.000370850797079279,0.00134742818927687,0.00370259113004533,0.000555894819577065,0.000892752746347971,0.000649231256216628,0.000586500443499027
"7",0.000521563433542531,0.00125019224827557,0.000489426216988944,0.000276938677678583,0.00136576759889414,0.00362281573590384,0.000554992548529542,0.000908466471360591,0.000655714582742489,0.000591831123557309
"8",0.000516342565037965,0.0012461033238053,0.000885118202831007,0.000302481989862397,0.00136053012538379,0.00354579066233365,0.000555125606262177,0.000915828355821388,0.000657684281264731,0.000594561751421725
"9",0.000513304421451746,0.0012439114564875,0.00051642243520532,0.00030880736502211,0.00136202423529224,0.00347142109273116,0.000555086951645455,0.000919266221986646,0.000658277741687899,0.000595960337913699
"10",0.000511767208221878,0.00124446903964579,0.000859958608772727,0.000299110950448441,0.00136159817598206,0.00339961547628995,0.000555093487240221,0.000920869994734701,0.000658455858431992,0.000596676659245381
"11",0.000510936818574627,0.0012446770010008,0.000539864593745969,0.000303477820148535,0.00136171965309584,0.003330285418581,0.000555091794568427,0.000921617914726645,0.000658509220147979,0.000597043540189712
"12",0.000510502041186266,0.00124460573904771,0.000838116031923947,0.000303091609115573,0.00136168501963713,0.00326334557264474,0.000555092106547771,0.000921966671378603,0.00065852519303808,0.000597231446872719
"13",0.000510271012363153,0.00124458697153411,0.000560216670287562,0.000302315820761403,0.00136169489354063,0.00319871353392959,0.000555092031294629,0.000922129291985074,0.000658529972311632,0.000597327687682002
"14",0.000510149108130238,0.00124459566921693,0.000819152739340788,0.000302871144023317,0.00136169207853781,0.00313630973884981,0.000555092045943664,0.000922205119027278,0.000658531402052758,0.0005973769796663
"15",0.000510084570126972,0.00124459724393194,0.00057788594591379,0.000302716490963696,0.00136169288107963,0.00307605736684093,0.00055509204256386,0.000922240475685757,0.000658531829727646,0.000597402225710363
"16",0.000510050456564754,0.00124459621993378,0.00080268917947377,0.000302681256792616,0.00136169265227959,0.0030178822457917,0.000555092043244962,0.000922256961782854,0.000658531957651507,0.000597415156063031
"17",0.00051003241128693,0.00124459610324633,0.000593226065626231,0.000302738123480142,0.00136169271750914,0.00296171276073652,0.000555092043092149,0.000922264648915014,0.000658531995914647,0.000597421778645947
"18",0.000510022869143725,0.00124459622019792,0.000788395838622313,0.000302712083217007,0.00136169269891258,0.00290747976569566,0.000555092043123627,0.000922268233268193,0.000658532007359376,0.000597425170556872
"19",0.000510017822514497,0.00124459622668887,0.000606544057696963,0.000302714606524573,0.00136169270421435,0.00285511649855492,0.000555092043116688,0.00092226990457903,0.000658532010782546,0.000597426907803482
"20",0.000510015153676646,0.00124459621369052,0.000775986639496682,0.000302719100292198,0.00136169270270284,0.00280455849887988,0.000555092043118137,0.000922270683877202,0.00065853201180643,0.000597427797575016
"21",0.000510013742246377,0.00124459621367022,0.00061810647807698,0.000302715817523895,0.00136169270313376,0.00275574352856355,0.000555092043117821,0.000922271047248053,0.000658532012112677,0.000597428253292343
