"","MMM","AA","AXP","AIG","BA","CAT","C","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","WMT","DIS","T","BAC","CVX"
"1",-0.0107153039425611,0.019059156998992,-0.0093404883518815,-0.0051479022949934,-0.00282307178713381,-0.00682336557656527,-0.0279894955456257,0.0144891683012247,-0.00394905917346478,-0.00619241083040833,0.0152801889926195,-0.00534333847463131,0.0226980466395617,0.019655454903841,-0.0079785343259573,0.00678591430187225,0.0167799443006516,-0.0139939980581403,-0.0123402774333954,-0.00141527527011931,-0.0124844620004296,0.000744770164601505,0.00667513674125075,0.00622390024363995,-0.0226353798061609,-0.00728192273527384,-0.0114283980801702,0.0119607802480459,-0.0126263005658984
"2",-0.0065947063267231,0.00224879872985184,0.0202853847295046,-0.0291255563497543,0.0136291878297925,-0.00299088121391833,-0.000199223853996955,-0.00450433930382133,-0.00257095275446773,-0.0152490641921759,-0.0126308761537075,-0.00103323324583471,0.015572689473629,0.000134181042085402,0.00966817978769541,0.00274322787299752,-0.0285015553236008,0.015443904325366,0.00372999045066535,0.00668120523914695,0.00444042962044477,-0.00200342107564211,0.00385811761952937,0.00454369140788913,-0.00520769227296114,-0.00170684710610658,0.0156380124390125,0.0302725788205862,-0.0134017094969749
"3",0.00383823807351291,0.0047423904761672,0.000867020688019693,0.0064977421425283,-0.00807210057973862,0.000105760438600555,0.0142048979178071,0.00360783073119819,0.00186907220631838,0.0119188213720918,-0.00278576742857695,0.0116919344291091,0.0194088965654373,-0.0182795152068138,0.0206320583820343,0.00474360911175609,-0.00138489529490471,0.0006556959124282,-0.000904849846847355,-0.011694798246026,0.00398637866601348,0.0110175600275397,-0.00581871625036001,-0.0168703924864531,0.00178219343069941,-0.00826111808419228,-0.00266845291480422,0.018343560397625,0.00405712611973286
"4",-0.00296261347830296,0.0114877792075276,0.00561306392773986,-0.0208153240382671,0.000709874264430255,0.0187744311988354,0.00752380630001426,-0.0060134045779705,-0.00557353533804417,-0.00782550033181906,0.00397974578663707,0.00083950167754665,0.00461361464112997,0.00132204277906567,0.00649452628567815,0.00084914214676246,0.00274451589211822,0.00257786689326167,-0.112308844923973,-0.00640439661219716,0.00808465108275414,-0.00307283014990389,-0.00682048266753554,0.00780047243461013,-0.0107070496305823,0.00670885527506471,-0.0117799891158938,-0.00931466370820999,-0.00971474219113588
"5",0.00226549315266311,0.00197279104031622,0.0195091497153044,-0.0216460488736629,0.00654294947162271,0.0119865834712982,-0.00742269074544311,-0.0110123185440898,-0.0133040472865105,0.0132329920306802,0.000847229035571218,0.0088527500629425,-0.0145039847120643,-0.00582519080489874,-0.00152456236537546,-0.00574750360101461,-0.00628456519916654,0.00800666026771069,0.00480876490473747,3.5568191378843e-05,-0.00989220757037401,-0.00802161078900099,-0.004790173843503,-0.00466982740908861,-0.00626697577536106,-0.014168837107718,0.0201820693910122,-0.017743906006217,0.00696318037807941
"6",-0.00749610038474202,0.0118043785914779,-0.0146866785362363,-0.0234260093420744,0.0221350658684969,0.000513755716383457,-0.00406274292618036,0.00366264651529491,0.000645355670712888,-0.00126837729476392,-0.00743153737857938,0.000247378920903429,0.0218069273978472,0.00851410906761885,-0.00266137393191457,-0.00791908521205187,-0.00890732556581497,0.00284352502785623,-0.0077042537741363,0.002260513138026,-0.00511615909636021,-0.00394241092726588,-0.0130018526688218,-0.00583259109407663,0.0096549978479743,0.00636669341474771,-0.020541001111269,0.0291304979473352,-0.00522487657144666
"7",-0.00102976500056684,0.00127891637384892,0.0107033830136061,0.0119642922654748,-0.00750566879287362,0.00454430701211095,-0.0105276787653565,-0.000790421792771667,-0.000482516770716757,-0.00339593458920717,0.00432582339271903,-0.00325688533484936,-0.00632023578509688,0.00249583763070405,0.00384455057792366,0.00541762541979551,-0.0103118466213346,0.00306143146008253,0.00882808864116669,0.00306974817067385,0.00593270547688007,0.00315054436214268,0.00374978152103722,0.0163148958235979,-0.0133056920021772,-0.006661556661129,0.00197791284881532,-0.00127055961638689,-0.0031705666333437
"8",-0.00291741150431335,-1.88953872566344e-05,-0.0183011051267385,0.0169587843120098,0.00939805340021849,-0.0109808193519711,-0.0178737137466669,-0.00804443843662739,-0.00692345993593335,-0.00154549314174801,-0.00184718298260123,0.000598550483118743,-0.00914965849369764,0.0120636597275734,0.00247899978421628,0.0102818105369806,-0.0279821958392859,-0.0116665689274669,-0.0142008950933814,0.00360621931031346,-0.00716266315430403,0.00670228619128466,0.000721242045983672,0.000436914473539218,0.00780602777376771,-0.00564395869150758,-0.00460160570219159,-0.00626069633290172,-0.0194715224206448
"9",-0.00186989526264369,0.0105143748223782,0.00533308880403638,0.000714354799129069,-0.00688124541193247,0.00122075970284641,0.0201332569122314,0.00439609074965119,-0.0125628476962447,-0.00302890921011567,-0.00229441374540329,-0.00618065986782312,0.000546719995327294,-0.0121784564107656,-0.00979013554751873,-0.00476608192548156,0.0122162997722626,-3.27706620737445e-05,-0.000251732242759317,0.00315358000807464,-0.00423390883952379,-0.00971618946641684,-0.0135922878980637,0.00707187037914991,0.000100163859315217,0.00715218903496861,1.34043839352671e-05,0.00540705118328333,0.00170970160979778
"10",-0.00753291603177786,-0.00974444579333067,0.00763626350089908,-0.0013920976780355,-0.0182072389870882,-0.00947963912039995,-0.0114491423591971,0.00501192361116409,-0.00879843533039093,-0.00578486220911145,-0.00282672792673111,0.00246259849518538,-0.00106449553277344,0.0162480417639017,-0.000202292445464991,-0.0053964713588357,-0.00920098926872015,-0.00214243982918561,0.010702196508646,0.000362490536645055,-0.0120743848383427,-0.00667050667107105,0.00253905961290002,0.00641834829002619,-6.35181786492467e-05,-0.00434013642370701,-0.00356141990050673,-0.0213978327810764,0.0103983283042908
