"","MMM","AXP","BA","CAT","KO","DD","XOM","GE","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","WMT","DIS","CVX","CSCO","TRV","UNH","NKE","GS","V","AAPL"
"1",-0.00237469864077866,0.00178738764952868,-0.00261184433475137,0.000266996066784486,0.00284250802360475,0.00281452923081815,0.00315741891972721,-0.004426633939147,0.0221160240471363,0.00817084964364767,-0.000411827058997005,0.00539449835196137,0.00077642995165661,0.00703710271045566,0.0112175680696964,-0.0203140340745449,0.00826338026672602,0.00962916854768991,-0.0046773673966527,0.0105675552040339,0.00114441767800599,-0.00296601140871644,-0.0081753246486187,0.00446261186152697,-0.0021977717988193,-0.00875306036323309,-0.0235160011798143,-0.00834677927196026,-0.00183028937317431,0.00549653638154268
"2",0.00547578511759639,0.00183087540790439,-0.00340335466898978,0.0103654647246003,0.00194417056627572,0.00232396484352648,0.00129401066806167,-0.00204757694154978,0.0145551832392812,0.00134035933297127,-0.00321687385439873,-0.00452022673562169,0.00379640841856599,0.00349324406124651,0.00417596101760864,0.00605430034920573,0.000291154225124046,0.00290781492367387,0.00188810389954597,-0.000952540489379317,-0.00117017317097634,-0.00513067189604044,2.85316809822689e-06,0.000133512701722793,-0.00353741040453315,0.00777304964140058,0.00737679051235318,0.00291890115477145,0.000309348542941734,-0.00473659578710794
"3",-0.00178342056460679,0.000432581146014854,0.0050916108302772,-0.0024730833247304,-0.00191283668391407,-0.00251814583316445,0.00408663554117084,0.00446866173297167,0.00105577183421701,-0.0076757725328207,-0.00334078841842711,0.00586447678506374,0.00484183570370078,0.00240283715538681,0.000727729988284409,-0.00206263083964586,0.00680856499820948,0.00813608802855015,0.00123959151096642,0.00608177669346333,-0.00167568773031235,-0.00256268004886806,-0.00134187540970743,-0.00415910920128226,-0.0030660682823509,-0.00559397973120213,0.00353991705924273,0.00875933561474085,0.00175317167304456,0.00484147481620312
"4",0.00352987204678357,0.00558800715953112,0.000815576349850744,-0.00838093645870686,-0.00129169865977019,-0.00415241718292236,0.00212663528509438,-0.00531192496418953,0.00481686647981405,-0.0104176951572299,0.00199659424833953,0.00496629299595952,-0.000526573334354907,-0.000121087483421434,0.00522423023357987,0.00269951275549829,-0.00338831637054682,0.0181381441652775,0.00178683141712099,-0.011292721144855,0.00206556497141719,0.00117255665827543,0.0125967590138316,0.000324985361658037,0.00550819374620914,0.00263898633420467,-0.0139012578874826,0.00144114240538329,-0.00201727752573788,-0.0063469335436821
"5",0.00527938082814217,-0.000394560222048312,0.0127785420045257,0.00402902299538255,-0.00559879234060645,0.00380305154249072,0.00459122331812978,0.00347592076286674,0.00519410520792007,-0.000112523361167405,0.000214354382478632,-0.00216257758438587,0.0046912981197238,-0.0023779149632901,-0.000588245049584657,0.00923204608261585,-0.0119962142780423,-0.00677049905061722,-0.00504065910354257,-0.00559464050456882,-0.00137861201073974,0.00167194008827209,-0.00729160197079182,-0.00130230176728219,-0.00151265016756952,0.00272750202566385,-0.0134006040170789,0.00238743191584945,-0.00234027719125152,-0.00643168296664953
"6",0.000591875519603491,-0.00163539778441191,0.0195137895643711,-0.0146591132506728,-0.000671662332024425,-0.00216490356251597,-0.00683034583926201,-0.000361284532118589,0.00347984349355102,0.00273518683388829,0.00339805148541927,0.0029205793980509,0.00216496526263654,-0.00169093871954829,0.00885795522481203,0.00301343784667552,0.0040871137753129,-0.0233351290225983,-0.00066912331385538,-0.00242008361965418,-0.00160732073709369,-0.00141117954626679,0.00248831557109952,-0.00373235857114196,0.00250115199014544,-0.00229757791385055,0.0073168114759028,0.00636503240093589,-0.000369218731066212,-0.00997306406497955
"7",-0.0058418782427907,-0.000279748230241239,0.0187123287469149,-0.00624656677246094,-0.00333130871877074,0.00792913418263197,0.0014437580248341,0.000439628667663783,0.00534663861617446,0.000388174346880987,-0.00542149227112532,-0.000120563519885764,-0.00318594858981669,0.00182573008351028,-0.00894056167453527,0.00230287271551788,-0.00790504366159439,0.00950662698596716,0.00290771876461804,-0.000603539810981601,0.00293643260374665,0.00609585316851735,-0.00918892957270145,0.00209466903470457,0.00285328645259142,-0.000309610331896693,0.00715309381484985,-0.00654556090012193,0.00189203314948827,-0.00573668954893947
"8",-0.00244216970168054,-0.00267353444360197,-0.0086197080090642,-0.0116201294586062,0.00264285854063928,0.00116439291741699,-0.000221988215344027,0.00120911072008312,0.00163212127517909,0.00629025371745229,0.00115414790343493,-0.0012496878625825,0.0139639629051089,0.002655342919752,0.00855034217238426,-0.00182001711800694,7.15803162165685e-06,0.00664459215477109,-0.00404570018872619,-0.00316593027673662,0.000107452666270547,-0.00469296798110008,-0.00572612090036273,-0.00155575980897993,-0.00168586964718997,0.0102243740111589,-0.00618124473839998,0.00375416246242821,0.0022859494201839,-0.00700040441006422
"9",-0.000442186021246016,-0.00116387731395662,-0.0140897883102298,0.00942633487284184,0.000897134304977953,0.00110819656401873,-2.11759379453724e-05,0.00917558651417494,-0.00520242191851139,0.00109786819666624,0.00244274525903165,-0.00161898729857057,0.00154518859926611,0.00308128353208303,-0.000475692824693397,-0.00192197179421782,0.000499722373206168,0.00597552163526416,-0.00259043113328516,0.00707727205008268,-0.000408280786359683,-0.00447892863303423,0.00515402387827635,0.00563027244061232,0.00482250330969691,0.00567032210528851,0.00258865323849022,0.00472227996215224,0.00360022764652967,0.000924282125197351
"10",-0.00456603989005089,-0.00471270503476262,0.00145035213790834,-0.00315463682636619,0.000171423453139141,-0.0033629834651947,0.000474252126878127,0.000471022183774039,-0.0130413239821792,0.00427237851545215,-0.00266950996592641,0.00215381593443453,0.00633958913385868,0.00114619475789368,-0.00270374398678541,0.00694255018606782,-0.0127476910129189,0.00815218221396208,0.000183218406164087,-0.0049637439660728,0.000184519434696995,0.000695937953423709,-0.00514161866158247,-0.000458506867289543,-0.00334639567881823,-0.00118055439088494,-0.00551615981385112,0.000254992744885385,0.00134025246370584,-0.0110817104578018
