"","MMM","AA","AXP","BA","CAT","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","WMT","DIS","T","BAC","CVX","MDLZ","CSCO","TRV"
"1",0.00199974915552994,0.00424184403412822,0.00206571079968718,-9.8731428647479e-06,0.00284625548085687,0.0018085130438586,0.00807458885254338,0.00132618350554396,0.00397697012554032,0.0014578152706687,-0.000107196445040851,0.002106407543102,0.000912097253453248,-0.00190297928695688,0.000453997310030558,0.00107520048599794,0.00111433177383549,0.00183332586257367,-0.00164307410210074,0.00238178331376261,0.00158636845613826,0.00446296783709332,0.000243961992891284,0.00101783536097268,0.00155761697614047,-0.000544947123950983,0.00247408214423177,-0.00064913799392438,0.00109687983785684,0.000156077132823977
"2",0.00207971076038693,0.00315185950393807,0.00168534399681301,-0.00159120700026084,0.00204360398743105,0.00104900527862852,0.00685550663004203,0.00155732642202241,0.00304406074908262,-0.00038684665656616,0.000912329122839718,0.000456804246066755,0.00133952061858372,-0.000380956702051208,0.000496504087588169,0.000936894062062853,0.00187949392865681,-0.00196022168822277,0.00070110379770842,-0.000370835488126819,0.00029714960670183,-0.000305651426453243,0.000270735058800511,0.000940532780885343,0.000586484188706766,-0.000991937389438433,0.00159068016834222,-0.000519170858937403,0.000863607352159894,0.000604995897648144
"3",0.00199521812267778,0.00296084290385861,0.00157705021129032,-0.00160478025833785,0.00266115684594084,0.00104452505598377,0.00629328095082351,0.00196853285611337,0.00287087321500542,-0.000660818411124366,-5.04870592002194e-05,0.000512077490406777,0.00133591792185143,0.000858133240395609,0.000492784065181122,0.00101362006521025,0.000879954273225901,0.0012356280475658,0.00260571908343267,0.00168845472910822,0.00136518171359649,0.00350638582537826,0.00108346893334418,0.0009268607694561,0.00101697744443529,-0.00105684585044088,0.00161189436378164,-0.000468091831886881,-5.09024775294516e-05,0.00178078107062437
"4",0.00191994799464489,0.00283808912810598,0.00152864392269203,-0.00142529677043285,0.00264483336427737,0.00111602623738688,0.00584888689725202,0.00181502267979388,0.00280718605224877,-0.000705561719020695,0.000825950950742974,0.000263504524688001,0.00131505956827703,0.000543547783711051,0.00049280726530427,0.000975314758472232,0.00101115014072871,-0.00150486945618196,6.46401394967622e-05,-0.000131976142188343,0.00102033726664469,0.000441777888629605,0.0004590911868995,0.000926241422703012,0.00130340396848004,-0.00106284383012344,0.00161547265753657,-0.000418258355661471,0.000756638585329114,0.000490467916545875
"5",0.00184970842213386,0.00273148953191054,0.00150634397646583,-0.0012353963322599,0.0026082365249098,0.00114125285952156,0.00545795068811894,0.00184457970034952,0.00276036737142309,-0.000712580132088735,2.79634700537872e-05,0.000485845425537961,0.00133672748902318,0.000394248088665729,0.000492805867002855,0.000994471230838,0.000932234458071409,0.000844898324096485,0.00258376360235878,0.00146678899139221,0.00110595275459489,0.00290545116637999,0.000863439786304524,0.00092612651009329,0.00136832964737041,-0.00106361352962468,0.00161550414961965,-0.000370426464105004,-2.15336019012463e-05,0.00159977866162827
"6",0.00178423633294373,0.00263657222895361,0.00149605485227372,-0.00105822097197388,0.00261317095725385,0.00114312363220555,0.00510907896049542,0.00184303530464128,0.00271718506157682,-0.000713699750282043,0.000754521573884165,0.000262749440373647,0.00131563245538986,0.000450649096405367,0.00049280587834409,0.000984891362461011,0.000947449782544289,-0.00116984984093958,0.000199431727739564,6.2364167972708e-05,0.00108784200805093,0.000924875945085193,0.000610445704332819,0.000926121563947306,0.00136100782719514,-0.00106369102130102,0.0016154930284369,-0.000324507390988882,0.000724056127285756,0.000697450050123419
"7",0.00172320653290567,0.00255190998773219,0.00149130711202329,-0.000895667458049587,0.00261491470503341,0.0011413459157815,0.00479718790056365,0.00184191470522689,0.00267571456449426,-0.000713877095739107,9.29990618971253e-05,0.000483310016457126,0.00133609152568599,0.000467145600934944,0.00049280587781301,0.000989682115245237,0.000940836836931341,0.000557644333576525,0.00243644813206133,0.00129606131748132,0.0010911730170291,0.00251708309418838,0.00076750268804594,0.000926120597337338,0.00135048682504024,-0.00106370033669286,0.00161549260313866,-0.00028042473244527,9.42650957098338e-06,0.00142043306087185
"8",0.00166631764734333,0.00247638585129918,0.00148911633991037,-0.000746890095398838,0.00261442149243219,0.00114054948254406,0.00451829574717241,0.00184238405518334,0.00263564278882492,-0.000713905270692469,0.000695307441000456,0.000264856883673782,0.00131625386376682,0.000457862616228091,0.000492805877818236,0.000987286329505361,0.000942401512587123,-0.000923551269353034,0.000341254985467508,0.000212337139587791,0.00109065367569717,0.00123708949515643,0.000670181526810692,0.000926120557983165,0.00134711104485116,-0.00106370131927488,0.00161549262829748,-0.000238105044842714,0.000694365965616169,0.00084363123724866
"9",0.00161328871155101,0.00240901294143838,0.00148810544142989,-0.000610769580169676,0.00261436605907961,0.00114044428324905,0.00426890429593205,0.00184228606384271,0.00259688738583473,-0.000713909741263833,0.000146912825602533,0.000481173606096868,0.00133548871785385,0.000456286129240931,0.000492805877818032,0.000988484427084328,0.000941824558630205,0.000346461936191973,0.00230295023346658,0.00116431962630761,0.00109071462050109,0.0022660910383825,0.000730461055468345,0.000926120549845611,0.00134698155681915,-0.00106370143333735,0.0016154926304495,-0.000197477822767648,3.78822088078817e-05,0.0013032390757007
"10",0.00156385782531541,0.00234891147295935,0.00148763897769226,-0.000486235615779972,0.00261440262304492,0.00114048440811719,0.00404589226116943,0.00184229339224899,0.00255940009844325,-0.00071391045099036,0.000646219600389808,0.000266966370868855,0.00131683837027278,0.000457722105296661,0.000492805877818035,0.00098788527592284,0.000941977346665842,-0.000742478335483551,0.000466369991074089,0.000328063802282105,0.00109071253878776,0.00143886488915611,0.000693128454367482,0.000926120549533823,0.00134732345820308,-0.00106370144567651,0.00161549263042677,-0.000158475380475474,0.000667092396338962,0.000937145069374566
"11",0.00151778085851324,0.00229529664976109,0.00148742373509092,-0.00037230282121579,0.00261440214772836,0.0011405084417183,0.0038464692728231,0.00184229635228152,0.00252313871858958,-0.000713910563638284,0.000191606720634288,0.000479083949712879,0.00133492197230212,0.000457828464545217,0.000492805877818034,0.000988184902698334,0.000941925728277759,0.000191205590084688,0.00218579218166247,0.00106266114305413,0.00109071090444693,0.00210388148360993,0.000716248902332995,0.000926120549465257,0.00134747604092572,-0.00106370144708225,0.00161549263041888,-0.00012103273913653,6.40226961768146e-05,0.00122872171354309
"12",0.00147483024541745,0.00224746837955755,0.00148732441466428,-0.000268068869170978,0.00261439992828754,0.00114051291676397,0.00366814019573042,0.00184229493127775,0.00248806305502233,-0.00071391058151944,0.000605526340546631,0.000269035551064841,0.00131738789365446,0.000457617432896835,0.000492805877818034,0.000988035063708838,0.00094194027616788,-0.000609357760853883,0.000576058573171426,0.000417364288232862,0.00109071159218405,0.00156926701172393,0.000701930261807993,0.000926120549462799,0.00134749748995395,-0.00106370144723641,0.00161549263041873,-8.5087518579967e-05,0.000642037913234725,0.000996501625243966
"13",0.00143479386079116,0.00220480212991591,0.0014872785847631,-0.000172708134487241,0.00261440019558458,0.0011405121569289,0.00350867382626134,0.00184229525209244,0.00245413432134838,-0.000713910584357693,0.000228657449721286,0.000477034942936993,0.00133438914779964,0.000457619470488566,0.000492805877818034,0.000988109996006648,0.000941935588867478,7.70647653515903e-05,0.00208310027974125,0.000984216368591042,0.00109071140187177,0.00199904972080758,0.000710797875181264,0.000926120549462221,0.00134748830718364,-0.0010637014472538,0.00161549263041875,-5.05798333671698e-05,8.80362927447724e-05,0.00118144682053739
