"","MMM","AXP","BA","CAT","KO","DD","XOM","GE","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","WMT","DIS","CVX","CSCO","TRV","UNH","NKE","GS","V","AAPL"
"1",0.00191844471432321,-0.00106031771890415,-0.001010486266101,-0.00116043602014144,3.47305766075274e-06,0.000295285526153553,-0.000605030554881029,0.000327779490141985,0.00177170963447263,-0.00017302199931273,0.00104162993836734,0.00176750604660004,0.00173186055864727,-5.68102877232307e-05,-0.00048858712072665,7.47365742768897e-05,0.000624787068549521,0.000890301112990799,0.0010520473668741,0.000110698155672026,0.000876563303434398,0.00131502816174791,-0.000448387211354586,0.00130497827070933,0.00277122997876884,0.00201405164176454,0.00232823641789003,0.00237570390659372,0.0014774252614543,0.0025124680292836
"2",-1.60537994736332e-05,-0.000748386508212149,9.30829916015713e-05,-0.00181843488741921,0.00039636037897857,-0.000333759399819756,-0.000398373762497582,-0.00126733335940425,0.0021533208174474,8.67998393997927e-05,-0.000504951752399336,-0.000598569655406501,0.00118194822078524,-0.000493843048960366,-0.000946084431499654,-0.000383705853165018,0.00111644841399721,-0.00181298144917579,-0.000214865470843562,0.000351468414211674,-0.000447039586405142,0.00104287661848206,-0.000621464447302721,0.000935589138735645,0.000256304966841002,0.00110865125363417,0.00168720403436515,0.00122285628377382,0.000176552080257015,0.00240988397507824
"3",0.000522220975483645,-0.000717034923746177,-2.00902630605086e-05,-0.00131191500276656,0.000394152322207176,0.00100766433012297,-0.000444389383049083,-2.83492296594274e-05,0.00187358385565929,0.00184332190689686,6.8556369914108e-06,0.000254384431537319,0.00127515925383093,-0.000298379877519754,-0.000879268035280276,-8.59135732032055e-05,0.000472830543760978,-0.000209906809906655,0.000157351726393648,0.00033042490588408,0.000102755655697224,0.00102865670048169,-0.00050945613901678,0.00102060606755634,0.00100552386949083,0.00212432137608615,0.00158240413366541,0.00145298992494342,0.000612358109436316,0.00167413395980122
"4",0.000568819231713877,-0.000710060498976493,0.000113268065796545,-0.00109689131473122,0.000391314216411212,0.000222941573607062,-0.000437253289474422,-0.000212732246812774,0.00163267249103298,0.000381075099242703,-2.729638429723e-05,0.000212334638289675,0.00129465860168914,-0.000212582990591626,-0.000803720944866106,-5.40067387790287e-06,0.000532801317050312,-0.000363742824818106,2.57272485989736e-06,0.000365540959547279,-1.14700348893169e-06,0.001075069584416,-0.000517739142133507,0.00102206129188496,0.000590972836040561,0.00152296596456578,0.00147098761009435,0.00148104319286516,0.00038247721549931,0.00181344384856259
"5",0.000653763991671807,-0.000705407009394532,1.86325412734385e-05,-0.000903356194558495,0.000391128818408182,0.000583789641895788,-0.000438625736557633,-9.7208727024647e-05,0.00146552028004836,0.00130693676891205,-5.23005265052396e-06,0.00031788182704143,0.00130767561951143,-0.000142892947357666,-0.000732908243605236,3.1338060389709e-05,0.000482320511021875,-0.00013017813867357,8.73993808456895e-05,0.000336610966306032,3.5318514199807e-05,0.00102575084923457,-0.000511018911264441,0.00102993015265245,0.000912773982477829,0.00181706608669353,0.00137930108051951,0.00150243248264867,0.000509807166750407,0.00182787463844527
"6",0.00070145931532798,-0.000701165037044655,8.85820148566182e-05,-0.00076050518172963,0.000391135097673887,0.000434793980596807,-0.000438394393731268,-0.000117536205741842,0.00135264776165713,0.000772410022325857,-5.12727537162608e-06,0.000347914585896293,0.0013145315896652,-9.23208972154559e-05,-0.000666856263956068,4.61366737275365e-05,0.000488631874724616,-0.000113505668485721,3.43955229606869e-05,0.000361830129811873,2.752210083208e-05,0.00107461368437052,-0.000511386512634991,0.00103312587885281,0.000638935086886202,0.00168674757512607,0.0013026823479883,0.00151159434233355,0.000439000605715915,0.00181772291521312
"7",0.000734978541908646,-0.000697159224480641,3.7086357987553e-05,-0.000650533625629413,0.000391136806877935,0.000492598893053941,-0.00043843661615689,-0.000106653118912323,0.00127672500374952,0.00106894490724673,-4.05049641528894e-06,0.000372974306428707,0.00131826047141716,-5.50077660381346e-05,-0.000605253561409002,5.2250565853724e-05,0.000484614945894583,-7.24935720537421e-05,6.90884098651335e-05,0.000339976862508741,2.99893656805373e-05,0.00102658006792934,-0.000510980575061004,0.00103504873563011,0.000876415695415901,0.00174092353401428,0.00123872105531358,0.00151597311673666,0.00047838744891792,0.00181878878096346
"8",0.000757159137181287,-0.000693363992909418,7.50113778172837e-05,-0.000566672586519763,0.000391136884742012,0.000471080651618268,-0.000438429274399626,-0.000108828183104564,0.00122568528849016,0.000907525116917238,-3.95979969850925e-06,0.000385728441605799,0.00132027895983239,-2.75473740849483e-05,-0.000547800662624458,5.47629810752041e-05,0.00048523275679596,-6.24523581137129e-05,4.60473643548915e-05,0.000358925180721793,2.94188188322786e-05,0.00107375539964146,-0.000510994608398536,0.00103607355258819,0.000669712577978147,0.00171944200891874,0.00118532253000018,0.00151801445835703,0.000456477598777303,0.001819143578004
"9",0.000772061115513216,-0.000689767198863447,4.70817842357192e-05,-0.000502587635554416,0.000391136878573717,0.000478854837909884,-0.000438430588984763,-0.000107793665647038,0.00119137627560206,0.0009945727508003,-3.90043483985332e-06,0.000393593281772745,0.0013213723498888,-7.33020152229466e-06,-0.000494218026462723,5.57965794620715e-05,0.000484908976544325,-5.39802008459515e-05,6.14173304374973e-05,0.000342496710992007,2.95880689610688e-05,0.00102742798431658,-0.000510969914542386,0.00103663860729906,0.000849751977255778,0.00172763644865362,0.00114074260713163,0.00151897132840234,0.000468665487140317,0.00181902147493941
"10",0.000782034083335933,-0.000686358374443529,6.76503973385782e-05,-0.000453638219155974,0.000391136877606457,0.000476110143951189,-0.000438430357756768,-0.00010802177300431,0.00116831396160336,0.000947854225481872,-3.89131682587834e-06,0.000398063851620142,0.00132196456557163,7.5534113835668e-06,-0.000444244936344749,5.62216980233839e-05,0.000484966966772955,-5.08316475653447e-05,5.11510673263546e-05,0.000356740529820458,2.95469239299173e-05,0.00107292215084195,-0.000510970255481352,0.00103694712300126,0.000692916136924513,0.00172461587289006,0.00110352491029151,0.00151941931461358,0.000461885676051855,0.00181902450182758
"11",0.000788715007047664,-0.000683127688346147,5.2502747837521e-05,-0.00041624571553623,0.000391136877580243,0.000477061294642629,-0.000438430398870148,-0.000107922674464536,0.00115281163944066,0.000972867007899794,-3.88771612708826e-06,0.000400691471114496,0.00132228533364506,1.8510627863392e-05,-0.000397638238455481,5.63965577303714e-05,0.000484940575435299,-4.88895906740517e-05,5.80110133314967e-05,0.000344390856457676,2.95586420966991e-05,0.00102824631224483,-0.000510968742453621,0.0010371160436686,0.000829542317648446,0.00172569363632128,0.00107245359296008,0.00151962910833809,0.000465657111887497,0.00181903054974998
"12",0.000793189442813859,-0.00068006583073609,6.36581569160816e-05,-0.000387682216354046,0.000391136877584995,0.000476736787807294,-0.000438430391607789,-0.000107946262519047,0.00114239109234893,0.000959492144772992,-3.88698793055455e-06,0.000402214509506333,0.00132245907428794,2.65772463700479e-05,-0.000354171158813066,5.64684802556957e-05,0.000484945875386927,-4.80299563578193e-05,5.34266496604505e-05,0.000355098268907853,2.95557011249808e-05,0.00107211853500635,-0.000510968731397737,0.00103720845783529,0.000710521042472531,0.00172532157809445,0.00104651360086014,0.0015197273497641,0.000463559158406225,0.00181902928661174
"13",0.000796186315120052,-0.000677163978952348,5.54428129260052e-05,-0.000365862930052943,0.00039113687758551,0.000476846014097649,-0.000438430392895742,-0.000107936707829303,0.0011353864774047,0.000966639328417043,-3.88675559117542e-06,0.000403102412617099,0.0013225531791041,3.25158301292836e-05,-0.000313632199860668,5.64980631766441e-05,0.00048494370370226,-4.75601487583137e-05,5.64903921873418e-05,0.000345814729403501,2.95565174029511e-05,0.00102903547375257,-0.000510968638015774,0.00103725902802871,0.000814205977504073,0.00172544549401791,0.00102485751261299,0.00151977335449556,0.000464726196373118,0.00181902918944308
"14",0.000798193516713493,-0.000674413771443465,6.1492961013088e-05,-0.000349195479829165,0.000391136877585513,0.000476809689058827,-0.000438430392667879,-0.00010793912235184,0.00113067802689757,0.000962821338152113,-3.88670183117084e-06,0.000403618804868966,0.0013226041499988,3.68877706026309e-05,-0.000275824111383968,5.65102311144203e-05,0.000484944179479071,-4.73362406748319e-05,5.44428641131685e-05,0.000353863742757199,2.95563083338795e-05,0.00107134356861818,-0.000510968635357334,0.00103728669884102,0.000723881221967622,0.00172540591571927,0.00100677785567384,0.00151979489763969,0.000464077002943266,0.00181902927536709
"15",0.000799537876736091,-0.000671807283618843,5.70373603810647e-05,-0.000336463442438198,0.00039113687758551,0.000476821637791569,-0.000438430392708252,-0.000107938196133748,0.0011275130411937,0.000964860535555544,-3.88668630007399e-06,0.000403919430123641,0.00132263175785384,4.01063601470626e-05,-0.000240562930751763,5.65152359861213e-05,0.000484943999355828,-4.72197388080911e-05,5.58112505749134e-05,0.000346885088125258,2.95563654211743e-05,0.00102979650026777,-0.000510968629552077,0.00103730183994193,0.000802567308078069,0.00172541790047518,0.000991683994247593,0.00151980498589237,0.000464438132676248,0.00181902926499611
"16",0.000800438285502996,-0.000669337005009661,6.03186646907117e-05,-0.000326737613677885,0.00039113687758551,0.000476817747357905,-0.000438430392701105,-0.000107938441444695,0.00112538556114707,0.000963771493454759,-3.88668246027035e-06,0.000404094371329494,0.00132264671136141,4.24758614499572e-05,-0.000207677087809897,5.65172945716188e-05,0.000484944041535279,-4.71624660143727e-05,5.48967414173901e-05,0.000352935720461448,2.95563506093635e-05,0.00107059623123982,-0.00051096862926546,0.00103731012490606,0.000734020206582707,0.00172541453681423,0.000979082834086109,0.00151980971003232,0.000464237245424395,0.00181902926223847
"17",0.000801041350276157,-0.000666995817627411,5.79021649049992e-05,-0.000319308186368613,0.00039113687758551,0.000476819001798684,-0.000438430392702371,-0.000107938351257942,0.00112395548475108,0.000964353073964665,-3.88668140247559e-06,0.000404196191323936,0.00132265481077327,4.42202704053563e-05,-0.000177006570073195,5.65181413014696e-05,0.000484944026498223,-4.71332637790863e-05,5.55079190656856e-05,0.000347689701909368,2.95563546120613e-05,0.00103053039474456,-0.000510968628901995,0.00103731465831075,0.000793734768090782,0.00172541536763091,0.000968562713824556,0.00151981192225872,0.000464348993874526,0.00181902926330026
