"","MMM","AA","AXP","BA","CAT","C","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","WMT","DIS","T","BAC","CVX","MDLZ"
"1",-0.00105522270314395,0.0215768832713366,0.0604765191674232,-0.00612420029938221,-0.0202618911862373,-0.00516081182286143,-0.00201314082369208,0.065144918859005,0.0128667447715998,0.0439959950745106,-0.0191675927489996,0.00464259646832943,0.0137824965640903,0.00358162168413401,0.00504211476072669,0.0148055544123054,0.00697595719248056,0.00845963135361671,0.00851302780210972,0.0110582420602441,-0.0055670915171504,0.00260624056681991,0.00159872032236308,0.00487109879031777,0.00546602765098214,-0.00472536683082581,0.075062982738018,0.00324694719165564,-8.66159243742004e-05
"2",-0.0164068080484867,-0.0275149643421173,-0.0460657700896263,-0.0166355445981026,-0.0127243269234896,-0.00899548176676035,-0.00461081834509969,-0.00786309130489826,9.45879291975871e-05,-0.00430706515908241,0.00988478772342205,0.0111016314476728,-0.00832734070718288,0.00872388761490583,-0.0125555004924536,-0.0107855340465903,-0.00772635685279965,0.0227753296494484,0.00956275686621666,-0.024194585159421,-0.01341812312603,-0.0135183455422521,-0.0124161886051297,0.0124873640015721,0.00132865249179304,0.00756486970931292,-0.0322442390024662,-0.0103537123650312,-0.000686101440805942
"3",-0.000688348314724863,0.0115605518221855,-0.0424939952790737,0.0219509154558182,0.025063768029213,0.0126400897279382,0.0014550550840795,0.029985997825861,-0.00770956557244062,0.0221668165177107,0.00386817613616586,0.00636052712798119,-0.00548295956104994,-0.0149668827652931,0.00672811409458518,-0.0581203438341618,-0.0025654430501163,0.00200049276463687,-0.00702997483313084,0.0403163880109787,0.00411646859720349,0.0137160178273916,0.00670657539740205,0.00616970378905535,-0.0223312973976135,-0.0134712001308799,0.0873228013515472,-0.0136603834107518,-0.0015465501928702
"4",-0.00240007252432406,-0.0229053869843483,0.0173187274485826,-0.0234049893915653,0.00777763826772571,-0.0601904951035976,0.00382824405096471,-0.0112158190459013,-0.0109165804460645,0.00374362408183515,-0.00934945791959763,0.00547555927187204,-0.0168370325118303,-0.00559687707573175,-0.0069852638989687,-0.0168180670589209,0.00164291937835515,-0.0182780604809523,-0.0196653269231319,-0.0222790129482746,-0.00673603732138872,-0.0032487572170794,0.0086137093603611,-0.0259607415646315,-0.00540327001363039,-0.0105606401339173,0.0129548599943519,-0.0220840759575367,-0.012260808609426
"5",0.0211162194609642,-0.0170398037880659,0.0749982297420502,-0.00415027653798461,0.0152263967320323,-0.0458369851112366,0.00484055234119296,0.0479812882840633,-0.0146183529868722,-0.003623201046139,0.0104907834902406,0.0110736638307571,-0.00122211873531342,0.0103703644126654,0.00696680136024952,0.0131631642580032,-0.0021106970962137,0.0043408777564764,0.00895120110362768,0.0144465770572424,-0.0162529069930315,-0.0110066551715136,0.0103339431807399,0.0054267281666398,0.0153307449072599,-0.00592717435210943,-0.0480123683810234,-0.000736591638997197,0.00241817208006978
"6",-0.00746743753552437,-0.000698931107763201,0.114647798240185,-0.00672145839780569,-0.0133760469034314,0.0298659931868315,-0.0101515334099531,0.0323423594236374,0.00763228442519903,-0.00466411048546433,0.0202582012861967,0.0180144514888525,-5.51210905541666e-05,0.00273588905110955,-0.00257339794188738,-0.00311482464894652,-0.0112405838444829,-0.0119402008131146,0.0154659347608685,-0.00689838919788599,-0.0101620089262724,0.0312398392707109,0.00183468079194427,0.00605715438723564,0.00559017015621066,-0.000953679322265089,-0.0559223704040051,0.00608124956488609,0.00476720137521625
"7",0.0256432145833969,0.0401832945644855,-0.061347808688879,-0.00435610394924879,-0.00478923879563808,-0.0262659750878811,-0.00595775712281466,0.0177146457135677,-0.0120186507701874,0.015823557972908,-0.000565533060580492,0.00583263207226992,0.00902299769222736,-0.00658647669479251,-0.00108140718657523,-0.0187196005135775,-0.00137056352104992,-0.00660292152315378,-0.00766403786838055,-0.0021137772127986,-0.000270895165158436,-0.0142128467559814,-0.00797696132212877,-0.00968161877244711,0.0080907866358757,-0.012872476130724,-0.0479920394718647,-0.0167535152286291,-0.00358002632856369
"8",-0.00212856428697705,-0.00991063565015793,0.0229708701372147,0.00822342559695244,-0.0404898300766945,0.0342324003577232,0.00486288545653224,0.0596728287637234,-0.0101149939000607,-0.0402667298913002,0.00173707236535847,0.00693835318088531,0.0105749070644379,-0.000373908376786858,0.00212048902176321,0.0163709316402674,0.00337207829579711,-0.00600546831265092,-0.00961068924516439,-0.0199317652732134,-0.00308902841061354,-0.0228410176932812,0.0144259529188275,0.0127337807789445,0.00384744349867105,0.000374970026314259,-0.0500999055802822,-0.020281158387661,0.0127978418022394
"9",-0.00112017837818712,-0.0106707662343979,0.00661324802786112,0.0294044725596905,0.0152856921777129,-0.00443539209663868,-0.00161245954222977,0.0181423611938953,0.000191658589756116,-0.00795357767492533,0.00359335378743708,0.0236098617315292,0.00196505314670503,0.0110097015276551,0.0121237682178617,0.0378241166472435,-0.0050211320631206,0.00549837155267596,0.000630168593488634,0.00453156186267734,-0.00314538273960352,0.00764161068946123,-0.0168217960745096,0.0111588006839156,0.0336422696709633,0.00287720188498497,-0.0188104547560215,0.00826458260416985,-0.00166454655118287
"10",-0.00302534829825163,-0.0223022848367691,-0.0862508416175842,-0.0166226848959923,0.00673279678449035,0.00777795258909464,-0.00578100280836225,0.000648836081381887,0.00800169724971056,0.0213826186954975,0.00287278555333614,0.00181224581319839,0.00140258693136275,-0.00159313785843551,0.00705285649746656,-0.0303088035434484,0.00439252844080329,0.00299426447600126,0.00227403361350298,-0.00552462367340922,-0.0062031764537096,-0.00660724705085158,0.00386080984026194,-0.00370246614329517,-0.0419339537620544,-0.00912986788898706,0.000636190932709724,-0.0114320134744048,-0.00416324427351356
"11",0.00396583927795291,0.0153261562809348,0.114287115633488,0.00730675039812922,-0.0587178394198418,-0.0145285138860345,-0.00468046776950359,-0.0470836348831654,-0.013664991594851,0.00291343568824232,0.0103839468210936,-0.0119421854615211,-0.0222650337964296,-0.00507417693734169,0.00800528097897768,0.00777532812207937,0.00793305691331625,-0.0146217001602054,0.00083447527140379,0.0116039980202913,0.00955964624881744,-0.0011463665869087,0.00590043654665351,0.0181728061288595,0.00259370752610266,0.00675952155143023,-0.0291634872555733,0.013117078691721,0.00691350875422359
"12",0.00346085312776268,-0.00644523557275534,0.0218922477215528,-0.00566009944304824,0.000744314689654857,-0.0334597863256931,-0.0076263565570116,0.0155425751581788,-0.000787787023000419,-0.0256714839488268,-0.0006525709759444,0.013288414105773,-0.0133605245500803,0.000347814231645316,-0.00121965538710356,0.0374730601906776,0.00116988958325237,0.000905140943359584,-0.0102597288787365,0.00934208836406469,0.00596804637461901,0.00102694984525442,-0.00643855053931475,-0.0047485651448369,0.00135842990130186,-0.000330134091200307,0.0178018603473902,-0.0017887627473101,0.00687301205471158
"13",-0.00270857848227024,0.0260544046759605,-0.0802067220211029,0.0104654924944043,-0.0114405239000916,0.0013691351050511,0.00514164380729198,-0.00142380991019309,0.00782172940671444,-0.00976782571524382,-0.00196344568394125,0.0132134156301618,-0.00999650359153748,-0.00469982391223311,-0.000707875355146825,-0.0150693757459521,-0.00725382892414927,-0.000564878981094807,0.00153871870134026,-0.000766509620007128,-0.00345905404537916,0.0141950873658061,0.000245039991568774,-0.00392467947676778,0.0137932393699884,0.00936263427138329,-0.026765214279294,-0.01043591927737,-0.00556800002232194
"14",-0.0108119295910001,-0.0179277174174786,0.0898815095424652,-0.00377267808653414,0.00283510028384626,-0.0327150449156761,0.00511153694242239,0.0229080952703953,0.00219097593799233,-0.00606280798092484,0.00863682106137276,-0.00398155627772212,-0.00181172497104853,-0.00987786427140236,-0.00120243837591261,-0.0503658168017864,0.00951714627444744,0.00599108031019568,0.0111470008268952,-0.0178153365850449,0.00429433723911643,0.00523191224783659,0.000430930143920705,0.000203338975552469,-0.0138576049357653,-0.00555835803970695,0.0325377359986305,1.32722288981313e-06,0.00639918632805347
"15",0.00836832728236914,-0.00881573371589184,0.0577348507940769,-0.00336276344023645,0.00306953769177198,0.0189800504595041,-0.00130746769718826,0.0221152082085609,-0.00644375989213586,0.00404038885608315,0.00248668156564236,0.00254449481144547,-0.0115589462220669,-0.00274024438112974,-0.00205268524587154,-0.0245574023574591,0.00158975215163082,-0.0236078854650259,-0.00642879400402308,0.00792030990123749,0.00929296389222145,-0.00672132801264524,0.00863712560385466,-0.0130537310615182,-0.0108527652919292,-0.00264614238403738,-0.00957013573497534,0.00693373940885067,-0.00360547797754407
"16",0.0041768429800868,-0.00753148877993226,-0.024318328127265,-0.0228146873414516,-0.00359668489545584,-0.0310897435992956,-0.00395808462053537,-0.0246879439800978,-0.00169796333648264,-0.015753885731101,-0.0173971932381392,0.011836014688015,0.00212746346369386,0.00140415178611875,0.00155461160466075,0.0405901744961739,-0.00612743524834514,0.00874639768153429,0.00650308281183243,-0.0104907630011439,0.00462166219949722,0.00923909991979599,-0.000834365491755307,0.000110070330265444,0.00613524531945586,-5.70197589695454e-05,0.00341959204524755,-0.00364662706851959,0.00644533894956112
"17",-0.000196160894120112,-0.000961767160333693,-0.0317717790603638,-0.021389827132225,-0.00745573919266462,0.00782708823680878,-0.00770468404516578,0.00064923707395792,-0.0137523338198662,-0.000125508915516548,0.00186352815944701,0.00146872363984585,-0.000647948822006583,0.0137812094762921,-0.00268741464242339,-0.00623865379020572,-0.00486507639288902,-0.00631084619089961,-0.0109698437154293,0.00699737016111612,-0.00531978532671928,-0.00537928100675344,-0.0026205217000097,-0.00678053870797157,0.00213106209412217,-0.00962444767355919,0.0141853280365467,0.00604304624721408,0.00944183487445116
