"","WMT","CAT","MCD","AXP","UNH","RTX","DD","MMM","NKE","TRV"
"1",0.000516935768109587,-0.000199684009094515,0.000135534398632916,0.00182761313383417,0.00137275995696286,0.00114382581701012,9.77489811198489e-05,0.00153382746250944,0.00118933549187828,0.000155682444905369
"2",9.12944071069951e-05,-0.000292432288934816,7.50758640027604e-05,0.00184325447105474,0.0023490910154016,0.00110591748170061,0.000777188556704313,0.00137424583466334,0.0012100688209747,0.000399623558614106
"3",0.000317293664746513,-0.000195009272056146,0.000105879394618832,0.00150495839392978,0.00120725955232363,0.00111873822491094,0.00152382810178468,0.0013416846827026,0.00131976205407912,0.000315318986880273
"4",0.000206469514330544,-0.000101928482012634,0.00011102234815776,0.00159092514669991,0.00169039110280916,0.00112277962286235,0.00179456370620993,0.00132364855331902,0.00137366272783335,0.000331001708940762
"5",0.000260676685554891,-2.42471541874257e-05,0.000109554161996626,0.00155676494088131,0.00144831052257367,0.00112380597304303,0.00183874003684288,0.00130830882549074,0.00139601777147267,0.000329628466167178
"6",0.000234164703393522,3.98702868535324e-05,0.000109180376962496,0.00156855400225906,0.00156500950991785,0.00112405877309045,0.0018298771110406,0.001294337169057,0.00140494048627116,0.00032941943522042
"7",0.000247131312563394,9.27406177350185e-05,0.000109243241276555,0.00156432000180402,0.00150827847790741,0.00112412073119758,0.00182102497125471,0.00128150734922266,0.00140846694470512,0.000329536788494733
"8",0.000240789540892185,0.000136332960320052,0.000109267983496242,0.00156582296771331,0.00153580636124471,0.00112413590380928,0.00181790229035868,0.00126971508609193,0.00140985704873962,0.000329509779581779
"9",0.000243891205118768,0.000172275191796331,0.000109265774914708,0.00156528764051887,0.00152244346308231,0.00112413961884304,0.00181741869910689,0.00125887532789932,0.00141040463608094,0.000329513248842256
"10",0.000242374228243501,0.000201909825776393,0.000109264245101134,0.00156547812568982,0.00152892965742224,0.00112414052845302,0.001817532878888,0.0012489110180525,0.00141062030055522,0.000329513276668611
"11",0.000243116158598297,0.000226343797776453,0.000109264286170493,0.00156541032602257,0.00152578127333814,0.00112414075116624,0.0018176376889579,0.00123975144053615,0.00141070523467258,0.000329513130676806
"12",0.000242753291727785,0.000246489785908402,0.000109264375479286,0.00156543445604582,0.0015273094853381,0.00112414080569637,0.00181767366427615,0.00123133160268759,0.00141073868342717,0.000329513173488614
"13",0.000242930764404114,0.000263100300057124,0.000109264378080747,0.00156542586791901,0.00152656769715686,0.00112414081904778,0.00181767893037592,0.00122359176201198,0.00141075185616887,0.000329513166401757
"14",0.000242843965212997,0.000276795790120255,0.000109264373143408,0.00156542892450132,0.00152692775819082,0.0011241408223168,0.00181767747431417,0.00121647700102967,0.00141075704383461,0.000329513166835254
"15",0.000242886417379349,0.000288087821564268,0.000109264372722403,0.00156542783663725,0.0015267529859886,0.0011241408231172,0.00181767623496432,0.00120993683748261,0.00141075908683139,0.000329513166985981
"16",0.000242865654669412,0.000297398183847382,0.000109264372980032,0.00156542822381725,0.00152683781972368,0.00112414082331317,0.00181767582099783,0.00120392486612758,0.00141075989140049,0.000329513166923445
"17",0.000242875809395566,0.00030507464545419,0.00010926437301823,0.0015654280860166,0.00152679664176442,0.00112414082336116,0.00181767576399559,0.0011983984294699,0.00141076020825436,0.000329513166936277
"18",0.000242870842873201,0.00031140394403666,0.000109264373005684,0.00156542813506102,0.00152681662938287,0.00112414082337291,0.00181767578240688,0.00119331831509014,0.00141076033303714,0.000329513166934898
"19",0.000242873271923874,0.000316622496880137,0.000109264373002817,0.00156542811760569,0.00152680692747198,0.00112414082337578,0.0018176757970434,0.00118864847741535,0.00141076038217886,0.000329513166934804
"20",0.000242872083912074,0.00032092523176068,0.000109264373003373,0.00156542812381819,0.00152681163674113,0.00112414082337649,0.00181767580180109,0.00118435578196032,0.00141076040153176,0.000329513166934887
"21",0.000242872664950606,0.00032447286805134,0.000109264373003567,0.00156542812160711,0.00152680935088052,0.00112414082337666,0.00181767580241382,0.00118040977022441,0.00141076040915328,0.000329513166934865
