"","HD","DIS","VZ","T","BA","RTX","DD","MMM","TRV","MDLZ"
"1",0.00329373973809721,0.00248874880965944,0.000366012390864468,0.000301936886726178,0.000430530646984334,0.00305468543876729,0.00472057593908277,0.00272061886242431,0.00232259317734117,0.00168212594155332
"2",0.00210007768599472,0.00208461679681331,0.000684031381825405,0.000904770570637972,0.000381318347653465,-0.00010416075604976,-0.000172911414191328,0.00327158351065092,0.000183904084053991,-0.000396975361450668
"3",0.00160853351797889,0.00209917194791989,0.000579964712821021,0.000283155465210453,0.000664995580583364,0.00281061476125078,0.00099844067583604,0.00239830371914414,0.00058921673471274,0.000223341357579857
"4",0.00204982952993788,0.00210919344164105,0.000506380402214922,0.000127593442059944,0.000851257126193864,0.000971138674902711,0.00101116633009704,0.00203307026345899,0.000509241545396611,0.00019074420960657
"5",0.0018404382820398,0.00210510512871535,0.000465112079220537,0.000142040991686022,0.000979940508812415,0.00218832027019019,0.00120149140721799,0.0019486139485672,0.000524735526664771,0.000235595929561389
"6",0.00191493017343873,0.00210617406240284,0.000442465542068996,0.000155437638373193,0.00106864812413043,0.00138836530141965,0.001329028866785,0.00193918889797568,0.000521708873514543,0.000243176722057223
"7",0.00189469068254275,0.00210594967147679,0.000430067008642272,0.000156894163635351,0.00112980427557432,0.00191461481304847,0.00144272821069777,0.00194084102520614,0.000522297902237474,0.000248709019154815
"8",0.00189808662606668,0.00210598886816854,0.000423280787786975,0.000156235362106029,0.00117196593109663,0.00156846900079736,0.00153754637263135,0.00194205070636448,0.000522183074904557,0.000250623369059925
"9",0.00189844179880193,0.00210598343490103,0.000419566517041226,0.000156013996399079,0.00120103259824757,0.00179615418060255,0.00161775898990715,0.00194240717646978,0.000522205442619915,0.00025153135241687
"10",0.00189782019874268,0.00210598388434043,0.000417533608671083,0.000156018955442899,0.00122107144925325,0.00164638954613386,0.00168540351036153,0.00194246749378292,0.000522201084006835,0.000251902111597005
"11",0.00189815543727266,0.00210598392938233,0.000416420950130472,0.000156035160379175,0.00123488643353287,0.0017449003684799,0.00174248815080238,0.00194246830778338,0.000522201933201025,0.000252064164962886
"12",0.00189802602691425,0.002105983896596,0.00041581196597692,0.000156037787153383,0.00124441062185032,0.00168010281710588,0.0017906542171374,0.00194246488410112,0.000522201767739714,0.000252132792407422
"13",0.00189806459633093,0.00210598390649402,0.0004154786546471,0.000156037148740781,0.00125097669252188,0.00172272476052349,0.00183129641734334,0.00194246353549953,0.000522201799978005,0.000252162280794852
"14",0.00189805662574946,0.00210598390422595,0.00041529622552823,0.000156036850247762,0.00125550340730606,0.00169468928664805,0.00186558978706054,0.00194246323597309,0.000522201793696643,0.000252174866773343
"15",0.00189805685975498,0.00210598390465615,0.000415196377786997,0.000156036839664905,0.00125862416974713,0.00171313020539825,0.00189452613943389,0.00194246320584454,0.000522201794920506,0.000252180255275661
"16",0.00189805767002229,0.00210598390458921,0.000415141728773226,0.000156036858351344,0.00126077565458282,0.0017010003057627,0.00191894229372061,0.00194246321295429,0.000522201794682047,0.000252182558988401
"17",0.00189805714974674,0.00210598390459673,0.000415111818084519,0.000156036862506772,0.00126225890974421,0.0017089790007053,0.00193954435946687,0.00194246321751455,0.000522201794728508,0.00025218354453007
"18",0.00189805736903949,0.00210598390459658,0.000415095447262116,0.000156036861977004,0.00126328148068559,0.00170373084738996,0.00195692814158138,0.00194246321880383,0.000522201794719456,0.000252183966022225
"19",0.0018980572979692,0.00210598390459635,0.000415086487126534,0.00015603686159279,0.00126398645131868,0.00170718292989461,0.00197159637365994,0.00194246321901053,0.00052220179472122,0.00025218414630946
"20",0.00189805731494656,0.00210598390459644,0.000415081583033896,0.000156036861558992,0.0012644724651231,0.00170491225049505,0.0019839732563618,0.00194246321900913,0.000522201794720876,0.000252184223419748
"21",0.0018980573131238,0.00210598390459642,0.000415078898908818,0.000156036861579348,0.00126480752790019,0.00170640583731653,0.00199441672525572,0.00194246321899581,0.000522201794720943,0.000252184256401419
