"","IBM","NKE","MRK","RTX","UNH","DD","AXP","CAT","MMM","TRV"
"1",0.00175736858506125,0.00263769273511484,0.00222978663063186,0.00112748377725632,0.00201392094277023,-7.47908509644906e-05,-0.000787128926582076,-0.00128607116274005,5.80158955195639e-05,-0.00256021959672538
"2",0.000914862786612013,0.00171676005021116,0.00297420000317014,-0.0012961040688852,0.00195192900466625,0.00163796601952563,-0.000401233405696304,-0.000188521646677192,0.000412922898532832,0.00297980991399727
"3",-0.000627493379744759,0.0013844088337299,0.00108125395672831,0.000565096660798152,0.00162519330279912,0.00118561357485698,-0.000689137595798391,-0.000920992335439736,0.000370836682826232,-0.00207349501696584
"4",-0.000806582756244067,0.00119407848688392,0.000172795724895978,-0.0010282824168071,0.00139498869429877,0.00129872015556911,-0.00060355028130685,-0.000376600193311865,0.000388741018431097,0.00271293369957558
"5",-0.000617255177804353,0.00106159693999158,6.13022141984235e-06,0.000322272752817024,0.00124887463268841,0.00127046565612012,-0.000623974841427453,-0.00077189562311194,0.000396366921538088,-0.00183142821425112
"6",-0.000554177611293002,0.000964444558728698,4.27195211630101e-05,-0.000823466326038433,0.00115743031399303,0.00127752362998372,-0.000619589925123647,-0.000483461474069635,0.000404630179235324,0.00248373343684698
"7",-0.000569381176441708,0.000892346045752725,7.85048636852868e-05,0.000148442721530684,0.00110031662945129,0.00127576054866601,-0.000620471912283706,-0.000693706620455711,0.000411935909133806,-0.00161382423242525
"8",-0.000581529874047944,0.000838700245857283,8.96152939390871e-05,-0.000676015160343853,0.00106465547373781,0.00127620096623858,-0.000620302526463813,-0.000540421847614413,0.000418607969132611,0.00227710484826675
"9",-0.000581694290595808,0.000798761670714062,9.01414105488662e-05,2.33613851607801e-05,0.0010423899984397,0.00127609094996408,-0.000620333901895948,-0.000652173081205347,0.000424667615090572,-0.00141761547914242
"10",-0.00057995928652892,0.00076902425891505,8.90393681701635e-05,-0.000569910374302417,0.00102848836587894,0.00127611843202068,-0.000620328264504391,-0.000570700816707595,0.000430176225181996,0.00209079036491164
"11",-0.000579596052980181,0.000746881820655046,8.84993798647387e-05,-6.6645886517052e-05,0.00101980877522173,0.00127611156700513,-0.00062032925013707,-0.000630098071853935,0.000435183111854392,-0.00124069631807484
"12",-0.000579777389920109,0.000730394493588554,8.83975458446887e-05,-0.000493558411392003,0.0010143896071044,0.00127611328188547,-0.000620329082208306,-0.000586794557050433,0.000439734094595607,0.00192279274571481
"13",-0.000579865690503721,0.000718117964001839,8.84180964638268e-05,-0.000131414234101533,0.00101100610854158,0.0012761128535085,-0.00062032911009056,-0.000618364942293955,0.000443870667029164,-0.00108117035215059
"14",-0.000579856582167083,0.00070897680852054,8.84391799892876e-05,-0.000438616289567632,0.00100889359565318,0.00127611296051703,-0.000620329105585066,-0.000595348583284302,0.000447630568066322,0.00177131123111982
"15",-0.000579841956562372,0.000702170265357125,8.84458463560082e-05,-0.000178020900215631,0.00100757463227284,0.00127611293378631,-0.000620329106291473,-0.000612128637625943,0.000451048096511517,-0.000937327629550186
"16",-0.000579840421116522,0.00069710208436713,8.84462084731574e-05,-0.000399080478897444,0.00100675112752258,0.00127611294046364,-0.000620329106184597,-0.000599895155178788,0.000454154428518001,0.00163472209745281
"17",-0.000579842248279188,0.000693328295234663,8.8445567339401e-05,-0.000211558598911408,0.00100623696611082,0.00127611293879564,-0.000620329106200049,-0.000608813963766156,0.000456977901285811,-0.000807626306475718
"18",-0.000579842828967352,0.000690518315785792,8.8445246483983e-05,-0.000370630898257966,0.00100591594554931,0.00127611293921231,-0.000620329106197953,-0.000602311714961318,0.000459544271673457,0.00151156125181572
"19",-0.000579842676752879,0.000688425993128918,8.84451843369582e-05,-0.000235691997147944,0.00100571551393666,0.00127611293910822,-0.000620329106198209,-0.000607052173185702,0.000461876951145691,-0.000690676120167017
"20",-0.000579842562516698,0.00068686804077366,8.84451958387781e-05,-0.000350158859748018,0.00100559037294521,0.00127611293913422,-0.000620329106198184,-0.000603596146686001,0.000463997219344885,0.00140050853853749
"21",-0.000579842562316594,0.000685707982819264,8.84452082555205e-05,-0.000253058153237737,0.00100551224022185,0.00127611293912773,-0.000620329106198185,-0.000606115759474738,0.000465924418212114,-0.000585223486736385
