"","MCD","GS","NKE","IBM","RTX","MMM","AXP","WBA","DOW","TRV"
"1",0.00104319771310368,0.00109759999136439,0.00388632315525039,0.000876717188488599,0.000755817381962184,0.00140063760247227,0.00282134007309807,0.00145689942996136,-0.000636717959426659,0.000943560701379347
"2",0.000917644605167224,-0.000269947356526437,-0.000416678380624391,0.00132690113521956,0.000139853136563093,0.00084616684872945,0.000852762712427343,-0.000543722171715672,-0.0010610261634876,0.000322076582358306
"3",0.000940133446230389,-0.000295366777777677,0.00069162020826772,0.00113250559371264,3.12209249886977e-05,0.000758214455872694,0.00154217784134284,-0.000901988898547884,-0.0010934606205237,0.000611096412928889
"4",0.000958492213335129,-0.000391303203986525,0.000241777147783623,0.00105173104037822,2.61596837004077e-05,0.000705389015556802,0.00130938910803159,-0.000956855374523923,-0.00109567743505874,0.000458117610281098
"5",0.000975779947871823,-0.000388866307485313,0.000343540473786209,0.0009677901947968,2.1267558875663e-05,0.000656738379225529,0.00139026006864132,-0.0009661784234488,-0.00109583874542365,0.000536074658413862
"6",0.000992007260786082,-0.000395783013639075,0.000295303689155988,0.000896570939974612,2.23606699154715e-05,0.000609986960542857,0.00136278170445355,-0.000967655963830052,-0.00109585007454829,0.00049591817429858
"7",0.00100724021179815,-0.000395304294463035,0.000304052908650267,0.000834110368207987,2.17655687553629e-05,0.000564914735257819,0.00137228112359752,-0.000967901264979019,-0.00109585088624454,0.000516539479626844
"8",0.00102153971259116,-0.000395816362361464,0.000298694945119112,0.000779648067550893,2.19980800395234e-05,0.000521450908039588,0.00136904110076992,-0.000967940743025427,-0.00109585094374887,0.000505940612171507
"9",0.00103496296385129,-0.000395759749091599,0.000299343317665402,0.000732112136344963,2.1897448732047e-05,0.000479537332506671,0.00137015786993516,-0.000967947229759206,-0.00109585094784867,0.000511386808496364
"10",0.00104756366067921,-0.000395798595205727,0.000298720430368032,0.000690628921963258,2.19395429571428e-05,0.000439118661088989,0.00136977608435531,-0.000967948280919264,-0.00109585094813992,0.000508588095119543
"11",0.00105939220783773,-0.000395792859893034,0.000298749108530967,0.000654426643071358,2.19217384842106e-05,0.000400141572167985,0.00136990744050092,-0.000967948452843679,-0.00109585094816065,0.00051002627962487
"12",0.00107049592136978,-0.000395795870490089,0.00029867268957799,0.000622833186445063,2.19292418409377e-05,0.000362554649624199,0.00136986247104415,-0.000967948480789395,-0.00109585094816213,0.000509287230433874
"13",0.00108091921787013,-0.000395795330344862,0.000298669766402633,0.000595261789326274,2.1926075927174e-05,0.000326308311424201,0.00136987792614059,-0.000967948485350717,-0.00109585094816223,0.000509667009790884
"14",0.00109070379215878,-0.000395795567896506,0.000298659838417903,0.000571200420278361,2.19274112099983e-05,0.000291354743958515,0.00136987263059719,-0.000967948486093163,-0.00109585094816224,0.00050947185034652
"15",0.00109988878406676,-0.000395795519058987,0.000298658616674404,0.000550202228065843,2.19268479578313e-05,0.00025764783895088,0.00136987444935467,-0.000967948486214234,-0.00109585094816224,0.000509572138060366
"16",0.00110851093500158,-0.000395795538077881,0.000298657254657697,0.000531877249415289,2.19270855402683e-05,0.000225143132634154,0.0013698738258503,-0.000967948486233953,-0.00109585094816224,0.000509520602630056
"17",0.00111660473491861,-0.000395795533770935,0.000298656983116693,0.000515885165933988,2.19269853254979e-05,0.000193797747096761,0.0013698740399064,-0.000967948486237167,-0.00109585094816224,0.000509547085440816
"18",0.00112420256028633,-0.000395795535311175,0.000298656787347504,0.000501928984106254,2.19270275969526e-05,0.000163570333721171,0.00136987396650072,-0.000967948486237691,-0.00109585094816224,0.000509533476565062
"19",0.00113133480359729,-0.000395795534937406,0.000298656736169098,0.000489749519720558,2.19270097664622e-05,0.000134421018639727,0.00136987399169551,-0.000967948486237776,-0.00109585094816224,0.000509540469837067
"20",0.0011380299949428,-0.000395795535063245,0.000298656706988219,0.00047912058448936,2.19270172875243e-05,0.000106311350135858,0.00136987398305387,-0.00096794848623779,-0.00109585094816224,0.000509536876163774
"21",0.00114431491613781,-0.000395795535031155,0.000298656698004304,0.000469844785441762,2.19270141150718e-05,7.92042479212867e-05,0.00136987398601946,-0.000967948486237792,-0.00109585094816224,0.000509538722865537
