"","VZ","HD","AXP","BA","AA","RTX","MMM","DD","MDLZ","TRV"
"1",-0.000499510340490663,0.00145715743257839,0.00252680824435881,-9.25488595640827e-05,-0.00094367030875872,6.45933570430474e-05,6.72353930720843e-05,0.00158553415079115,0.000115989615350729,-0.00136672382058231
"2",0.00124151394859246,0.00101783175843116,0.000974625836545616,-0.000219625899791033,-0.00161023029854106,0.000162954937242496,0.000148861764928387,-0.00273399992524555,0.00077269659356212,0.000304586746967445
"3",-0.000478702757291432,0.00131559056434964,0.00187076539347103,6.69378087956501e-05,-0.000979700896205526,9.69807712318053e-05,0.000200293470019112,0.0030170648428313,0.000601294822216475,-0.00069598333853562
"4",0.00106995569092052,0.0013491319288436,0.00131302863765652,-0.000125175631048218,-0.00157524002300408,0.000144431098385784,0.000234923226668806,-0.00248281679898495,0.000738016434349865,0.000130659038351382
"5",-0.000333752495414092,0.00138387830104335,0.00165423813691957,1.04303616196611e-05,-0.00101274716740825,0.000110308529458276,0.000258040159249684,0.00289039141783905,0.00061549570740528,-0.000594730031884437
"6",0.000937916645237576,0.00139535562504446,0.00144469096510854,-8.49452810771919e-05,-0.00154402747287545,0.00013484682280128,0.000273488564623147,-0.0023507409963635,0.000725935235131112,4.75420609702237e-05
"7",-0.000214178594346262,0.00140125745176806,0.0015732691583833,-1.7848338965209e-05,-0.00104222774301689,0.000117200793830887,0.000283810880253445,0.0027621588814729,0.00062635815568823,-0.000521866204720378
"8",0.000829583085383593,0.00140372241192212,0.00149435824315085,-6.50503701093522e-05,-0.00151618276505497,0.000129890443191244,0.000290708165992419,-0.00222560299522965,0.000716142344048433,-1.69636332779192e-05
"9",-0.000116032042991159,0.00140485075973452,0.00154278528258466,-3.18441727625477e-05,-0.00106852735683378,0.000120765035930552,0.000295316864911987,0.00264008670739448,0.000635187917213688,-0.000464679646910515
"10",0.000740665394003883,0.00140534616348187,0.00151306567926773,-5.52044271627041e-05,-0.00149134250846557,0.000127327317937621,0.000298396353354106,-0.00210651823564879,0.000708180941169156,-6.76716377725036e-05
"11",-3.54754242559509e-05,0.00140556778304502,0.00153130451629615,-3.87707029735969e-05,-0.00109198923546528,0.000122608235938311,0.000300454037939667,0.00252391648987545,0.000642366361761313,-0.000419714979211534
"12",0.000667683641823988,0.00140566608975058,0.00152011138774672,-5.03316768396537e-05,-0.00146918252203636,0.000126001832082491,0.000301828963013239,-0.00199319121114477,0.000701708455405052,-0.000107543636147835
"13",3.06437380052386e-05,0.00140570986343413,0.00152698058190849,-4.21986380228291e-05,-0.00111291957127749,0.000123561422106255,0.000302747674739087,0.00241336307424921,0.000648202315736353,-0.000384358837523922
"14",0.000607781769261227,0.00140572932136318,0.00152276497503873,-4.79201560508275e-05,-0.0014494136039185,0.000125316374846382,0.000303361549088675,-0.00188534352194548,0.000696446433974484,-0.000138895384424457
"15",8.49129424807581e-05,0.00140573797735056,0.00152535208216694,-4.38951207249178e-05,-0.00113159151840043,0.000124054349551423,0.00030377173403187,0.00230815489050343,0.000652946847590824,-0.000356557949633091
"16",0.000558615584158726,0.00140574182667836,0.00152376438115306,-4.67266960683042e-05,-0.00143177775721798,0.000124961899828248,0.00030404581567046,-0.0017827102433902,0.000692168499569405,-0.000163547578042546
"17",0.000129455953215765,0.0014057435387486,0.00152473874919576,-4.47347088492947e-05,-0.00114824875756227,0.000124309260369868,0.000304228954388393,0.00220803349792758,0.000656804071724942,-0.000334697833052962
"18",0.000518261023372638,0.00140574430017411,0.00152414078202537,-4.61360535424405e-05,-0.00141604482297294,0.00012477858782589,0.00030435132592039,-0.00168503925993888,0.000688690611268182,-0.000182931844786334
"19",0.000166015910644915,0.00140574463882106,0.00152450775294518,-4.51502204355471e-05,-0.00116310867627713,0.000124441084081444,0.000304433093402504,0.00211275295135388,0.000659939929693057,-0.00031750900444728
"20",0.000485138856728166,0.00140574478943343,0.00152428254383228,-4.58437449619542e-05,-0.00140200947643345,0.000124683790481961,0.000304487729648552,-0.0015920906457795,0.000685863146914961,-0.000198173887869052
"21",0.000196023547424861,0.00140574485641834,0.00152442075408763,-4.53558568342732e-05,-0.00117636520588966,0.000124509254946218,0.000304524237063296,0.00202207919700606,0.000662489329171613,-0.000303993256360835
