"","T","KO","MCD","VZ","RTX","MMM","DD","HON","MO"
"T+1",0.00652465496303764,0.000425486002040244,4.45553166580678e-05,0.00102079825241843,0.00127190584651877,-0.000292251697283597,0.00534566714787858,0.000657118408523561,0.000657104447758443
"T+2",0.00614252134450049,-0.000392040367111757,0.000948142173864951,0.000614268796695575,0.000408893264769351,-0.000316675725618215,0.00455968758372239,-0.00266971869656052,0.000633152485375499
"T+3",0.00577162044006348,-3.95149287107965e-05,0.00136513806581776,0.000999949931039316,0.000783309411000926,0.000781902150670744,0.00353399455268772,0.000771422115520398,0.000596071494507134
"T+4",0.00543006684740517,-0.000239480004232002,0.00110107944037366,0.00118309675807576,0.000719616909925011,0.000898115999221961,0.00282286385909065,0.00096231692892617,0.000578449096480475
"T+5",0.00511555461755696,-0.000122871924679207,0.00137834942420088,0.00125708358293577,0.000736703206761567,0.000998417421221279,0.00234851414271772,0.0014046307912862,0.000570006568285796
"T+6",0.00482594285598769,-0.000191031404319187,0.00110654426995937,0.00128635906625128,0.00073312895095307,0.00101849421040119,0.00203315377759227,0.00150281674168816,0.000565962301483791
"T+7",0.00455926015027728,-0.000151183119405695,0.00137504126083383,0.00129790887517859,0.00073397998637326,0.00102867006853745,0.00182355485469199,0.00157223438475232,0.000564024953929821
"T+8",0.00431369116806586,-0.000174480128951316,0.00111004472163573,0.00130246359235093,0.000733790922249649,0.00103136919862473,0.00168425205344018,0.00159576785932131,0.000563096895598639
"T+9",0.00408756429994476,-0.000160859683168195,0.00137161263803685,0.00130425965497173,0.000733834489508611,0.00103247280470672,0.00159166938943305,0.00160804829499221,0.000562652322674989
"T+10",0.00387934028066602,-0.000168822789524491,0.00111343193637216,0.00130496789049098,0.000733824643535153,0.00103280723282788,0.00153013761910516,0.00161294545840849,0.000562439356444525
"T+11",0.00368760171122995,-0.000164167210370525,0.00136826961939743,0.00130524716633944,0.000733826891738455,0.00103293140780887,0.00148924272010735,0.00161524315218012,0.000562337338051354
"T+12",0.00351104341052703,-0.000166889064921578,0.00111673170589389,0.00130535729211413,0.00073382638119284,0.00103297149274382,0.00146206338246508,0.00161621824388807,0.000562288467615311
"T+13",0.00334846353085655,-0.000165297750081344,0.00136501258121923,0.00130540071758752,0.000733826497470079,0.00103298572876592,0.00144399960403118,0.00161665818165455,0.0005622650569396
"T+14",0.00319875537684492,-0.000166228102116424,0.00111994657079633,0.00130541784138745,0.00073382647102861,0.00103299046372004,0.00143199415726131,0.00161684933931903,0.000562253842393924
"T+15",0.00306089987207398,-0.000165684177754448,0.00136183934404856,0.00130542459374962,0.000733826477046324,0.00103299211080334,0.00142401516478907,0.0016169343343117,0.000562248470227982
"T+16",0.0029339586221393,-0.00016600217965093,0.0011230787193124,0.00130542725638263,0.000733826475677369,0.00103299266639755,0.00141871221171349,0.00161697159563183,0.000562245896769571
"T+17",0.00281706752691787,-0.000165816261877733,0.00135874775215748,0.00130542830632846,0.000733826475988861,0.00103299285779782,0.00141518779288246,0.00161698807278469,0.000562244663991531
"T+18",0.00270943089856344,-0.000165924957513743,0.00112613027972671,0.00130542872034956,0.000733826475917993,0.00103299292278984,0.00141284541347244,0.00161699532049913,0.000562244073447038
"T+19",0.0026103160451902,-0.000165861409305928,0.00135573570487245,0.00130542888360891,0.000733826475934117,0.00103299294507775,0.00141128863445056,0.00161699851889709,0.000562243790555237
"T+20",0.00251904828337542,-0.000165898562358844,0.0011291033255182,0.00130542894798634,0.000733826475930449,0.00103299295266943,0.00141025397673773,0.0016169999275305,0.000562243655040011
"T+21",0.00243500634553071,-0.000165876841064279,0.00135280115556367,0.00130542897337205,0.000733826475931283,0.00103299295526732,0.0014095663283511,0.00161700054867723,0.000562243590123402
