"","HD","DIS","VZ","T","BA","RTX","DD","MMM","TRV","MDLZ"
"T+1",0.00257328821567446,0.00264839232706706,0.00152801721230496,0.00157813547811851,0.000737380877395813,0.00288949671292437,0.00441242479321461,0.000690372715499025,4.72623061885929e-05,0.00146750742222704
"T+2",0.00333375842624473,0.00253255077134003,-0.00103092378016641,0.000891109036728197,0.00138407793017642,0.00136055164605569,0.00176870567660974,0.0013355900142132,0.00208142659889917,0.000869422491719774
"T+3",0.00251860036587074,0.0025186558996074,0.00113556671317633,0.000349141556998436,0.00147743190241114,0.00238503301439443,0.00367039499641304,0.00155667349543544,0.000567347752517969,0.00144235762294644
"T+4",0.002148294051572,0.00250417650465611,-0.000410572609170494,0.000251342540429337,0.0015436829556009,0.00196217082115943,0.00262078186589909,0.00167553075429951,0.00168129532554228,0.00117857850179447
"T+5",0.00207812653047978,0.00249034992751954,0.000714889776212723,0.000259782808845248,0.00160580425152999,0.00215694879994654,0.0032275211384336,0.00174160736779407,0.000861852743141643,0.00130943875588171
"T+6",0.00208306630246713,0.00247713242910414,-0.000102353422193587,0.000268077610119769,0.00166493256191262,0.00206975303121864,0.00287986749295036,0.00177841161363,0.00146465036015042,0.00124516646710502
"T+7",0.00209084899925458,0.00246449735568674,0.000491257585770985,0.000269703908288935,0.00172125083348014,0.00210906947350323,0.00307939839184642,0.00179891352317077,0.00102122092804159,0.00127677521870037
"T+8",0.00209335375784873,0.00245241904070193,6.00994601205348e-05,0.000269608340911528,0.00177489429352117,0.00209137412442977,0.00296491612692142,0.00181033423787507,0.00134741608153507,0.0012612328714155
"T+9",0.00209363668269357,0.00244087295088419,0.000373264424858784,0.000269482031836485,0.00182599005398397,0.00209934205322569,0.00303060498783214,0.00181669621929521,0.00110746070090948,0.00126887537408484
"T+10",0.00209353129829668,0.00242983563398603,0.000145802074458797,0.000269455210440861,0.00187465911643856,0.00209575464630724,0.00299291374512881,0.00182024020138269,0.00128397645865301,0.00126511740401704
"T+11",0.00209346782816848,0.00241928467117235,0.000311015716483953,0.000269456131772015,0.00192101673252582,0.00209736985561793,0.00301454043658104,0.00182221439907676,0.00115412809830142,0.00126696527310626
"T+12",0.00209345290095835,0.00240919863148328,0.000191015429691143,0.000269458044933882,0.00196517268008675,0.0020966426224375,0.00300213135779173,0.00182331413842061,0.00124964703044398,0.00126605663893997
"T+13",0.002093452658584,0.00239955702830393,0.000278175719051367,0.000269458484030359,0.00200723152326248,0.00209697005313798,0.00300925150596907,0.00182392675519553,0.00117938148089873,0.00126650343252421
"T+14",0.00209345382868811,0.0023903402777523,0.000214868236682471,0.000269458478599973,0.00204729286011502,0.00209682263025607,0.00300516606898972,0.0018242680172546,0.00123107016022281,0.00126628373518709
"T+15",0.0020934542884917,0.00238152965890078,0.000260850614131751,0.000269458449784948,0.00208545155848214,0.00209688900616026,0.00300751023303518,0.00182445811944855,0.001193046981189,0.00126639176475968
"T+16",0.00209345436227468,0.00237310727575044,0.000227452049589831,0.000269458442644355,0.00212179798063056,0.00209685912097242,0.00300616518595769,0.00182456401708112,0.00122101755739143,0.00126633864445924
"T+17",0.00209345435113131,0.002365056020881,0.000251710562858124,0.00026945844258931,0.00215641819723968,0.00209687257652486,0.00300693695431765,0.00182462300802884,0.00120044186769436,0.00126636476477289
"T+18",0.00209345434071396,0.00235735954070247,0.000234090779671055,0.00026945844302069,0.00218939419122247,0.00209686651827647,0.00300649412490938,0.00182465586931033,0.00121557773774031,0.0012663519208925
"T+19",0.0020934543377441,0.00235000220223794,0.000246888627425604,0.000269458443136099,0.00222080405186633,0.00209686924595143,0.00300674821395345,0.00182467417489556,0.00120444350285338,0.00126635823648525
"T+20",0.00209345433750914,0.00234296906137018,0.000237593115363412,0.000269458443139132,0.00225072215975359,0.00209686801783891,0.00300660242137258,0.00182468437213788,0.00121263405854268,0.00126635513098204
"T+21",0.00209345433767182,0.00233624583248731,0.000244344761902389,0.000269458443132716,0.00227921936289953,0.00209686857078616,0.00300668607502524,0.00182469005257638,0.00120660892945381,0.00126635665802005
