"","T","KO","MCD","VZ","RTX","MMM","DD","HON","MO"
"1",0.00241801026409213,9.79045764521133e-05,0.00136217145649159,-0.000532860683872341,0.00234086907545525,0.000166503520409796,0.00057442641642442,0.000755694044708773,0.000219583522069546
"2",0.00178495400035445,0.000255720239821323,0.000973774951118769,0.000173001317346232,0.0026618405141827,0.000199649118181323,0.00113358851981108,0.000314642128260998,0.000897034587473839
"3",0.00170337181008833,0.000278407654904145,0.00100418820897995,0.000910404001421776,0.00252733847804435,0.000196639626712872,0.00107000187063258,0.000498987558058827,0.000983012560353875
"4",0.00170609961678455,0.000292430475170843,0.00106941563115729,0.000727061117529193,0.00230142924663083,0.000194142595240231,0.00096283338253659,0.000526996073354259,0.00099778629730558
"5",0.00172078650423439,0.000305444864744491,0.0011112429425092,0.000693134300480046,0.00207567043579872,0.00019183369608643,0.000889771590277251,0.000509524021426101,0.00100025242887076
"6",0.00173629451495712,0.000317931765724065,0.00113287141521606,0.000714709853317567,0.00187093621790767,0.000189700974890498,0.000846785298102465,0.0005080617637132,0.00100066509640296
"7",0.00175097145527732,0.000329938113437086,0.00114313540302582,0.00071409921331723,0.00169003407888368,0.000187730969936839,0.000822564192871078,0.000509652311171112,0.0010007341353638
"8",0.00176463056125444,0.000341483948528683,0.00114780421870588,0.000712320943081856,0.00153138870030164,0.000185911266925406,0.000809111005496208,0.000509691424548818,0.00100074568573275
"9",0.00177730726792078,0.000352587027729195,0.00114987958005058,0.000712668006985064,0.00139257132868644,0.000184230398536588,0.000801675569037418,0.00050955178954558,0.0010007476181318
"10",0.00178906679966839,0.000363264335337381,0.00115079003544767,0.000712765534494665,0.00127118432311611,0.000182677772353768,0.000797573183905697,0.000509556071400768,0.00100074794142594
"11",0.00179997467332956,0.000373532198826726,0.00115118636440512,0.000712719188482143,0.0011650600651399,0.000181243604110963,0.000795311131529054,0.000509567906614647,0.00100074799551368
"12",0.00181009243783055,0.000383406319225266,0.00115135809095239,0.000712718353223226,0.00107228495183287,0.000179918856034814,0.000794064103665948,0.000509566886996732,0.00100074800456266
"13",0.00181947730429597,0.000392901795451532,0.00115143229043177,0.000712722527898707,0.00099118125213714,0.000178695179890772,0.000793376691778002,0.000509565919903084,0.00100074800607657
"14",0.00182818235834352,0.000402033147422656,0.00115146429585295,0.000712721910737584,0.000920281036974498,0.000177564864374595,0.000792997772725761,0.000509566061111828,0.00100074800632985
"15",0.00183625684311997,0.000410814338258556,0.00115147808680341,0.000712721649124731,0.000858300724939857,0.000176520786517615,0.00079278890477409,0.000509566136959173,0.00100074800637223
"16",0.00184374643518822,0.00041925879563358,0.0011514840254623,0.000712721746112524,0.000804118135088289,0.000175556366799549,0.000792673772852842,0.000509566120590613,0.00100074800637932
"17",0.00185069350250056,0.00042737943230931,0.00115148658177067,0.000712721752870167,0.000756752245248711,0.000174665527685994,0.000792610310057706,0.00050956611493256,0.0010007480063805
"18",0.00185713734400604,0.00043518866587999,0.00115148768187614,0.000712721743305961,0.000715345449584603,0.000173842655329308,0.000792575328232589,0.000509566116657977,0.0010007480063807
"19",0.00186311441195125,0.000442698437760771,0.00115148815523635,0.000712721744297973,0.000679148035969329,0.000173082564191531,0.000792556045629113,0.000509566117052378,0.00100074800638074
"20",0.00186865851808592,0.000449920231447812,0.00115148835889842,0.000712721744967055,0.000647504613034988,0.00017238046436641,0.000792545416716044,0.000509566116881587,0.00100074800638074
"21",0.00187380102493279,0.00045686509007816,0.00115148844651869,0.000712721744770079,0.000619842243990319,0.000171731931394591,0.00079253955787073,0.000509566116856867,0.00100074800638074
