"","VZ","AA","HD","AXP","BA","RTX","MMM","DD","MDLZ","TRV"
"1",0.000240549955648762,-0.00336277720709364,0.0021776953348352,-0.00253519238277256,-8.34992816970995e-05,0.000209988836829197,0.000897866856687095,0.000131995785588924,0.00101744207503954,0.000669200467708117
"2",-0.000163696575367168,-0.000637351300501586,-0.000437519769380718,0.00522547600047676,0.000476448592171795,0.000779051558646335,-0.000177353577827194,0.00239140532315136,0.00122451378471103,0.00102179377410501
"3",0.000124922558550809,-0.00205720440611044,0.00162833967716086,4.60722748054983e-05,8.83740318471275e-05,0.000265905955269313,-2.09305294284133e-06,-0.00049896062956715,0.00105838598403112,0.000954958228355321
"4",-0.000146938698924818,-0.000767587698468473,-0.000301067932156521,0.00257320920175496,0.000394222902499925,0.000643826483735879,-5.37751428448671e-06,0.001908205640678,0.00120168063663006,0.000948251385715854
"5",0.000104003811211213,-0.00187522083110738,0.0015200908409211,0.00117088518446241,0.000159407099661637,0.000364473712803961,1.03005369390299e-05,-0.000228732357522676,0.00107799718939397,0.000933370888195915
"6",-0.00012793320385368,-0.000919659436831889,-0.000199939338533583,0.00190687575989557,0.000340612192873796,0.000570951687233561,1.93598975600878e-05,0.00164751112882339,0.0011847540573608,0.000920034198979162
"7",8.64194000880755e-05,-0.00174373041545025,0.00142463441703423,0.00151136528243425,0.00020091896488225,0.00041833742885801,2.63642760019986e-05,-2.91208056946591e-06,0.00109260729287902,0.00090684836450653
"8",-0.000111683067418969,-0.0010330352689951,-0.000109783503922669,0.00172176796416238,0.000308631569248961,0.00053113934513661,3.14714969404243e-05,0.00144841166686845,0.00117214340489091,0.000894002861078042
"9",7.14011248867624e-05,-0.00164595139578913,0.00133948195129061,0.00160935473543142,0.000225581360751054,0.00044776396161152,3.52355598171458e-05,0.000172100645049911,0.00110349212722997,0.000881462027703032
"10",-9.78033413123801e-05,-0.00111736153177871,-2.93565799887418e-05,0.00166930397545771,0.000289616486774921,0.000509389285074175,3.80041607450346e-05,0.00129449325778488,0.00116274820356138,0.000869222472866911
"11",5.8573629177994e-05,-0.00157322690675505,0.00126351831651053,0.00163730829668213,0.000240242846067669,0.000463840103393531,4.00413216187155e-05,0.000307455544029932,0.00111160155776208,0.000857276412776129
"12",-8.59483060375586e-05,-0.00118008043438611,4.23914561560722e-05,0.00165437907134556,0.000278311907140506,0.000497506911698945,4.15401788188813e-05,0.00117546125220353,0.00115574858096166,0.00084561688741
"13",4.76173314908691e-05,-0.00151913700065476,0.00119575193451213,0.00164526993202631,0.000248959132964616,0.00047262273289151,4.26429890238319e-05,0.000412132827998223,0.0011176432540741,0.00083423701295793
"14",-7.58226120843064e-05,-0.00122672853915148,0.000106397145733121,0.00165013036435813,0.000271591300333415,0.000491015398727339,4.34543988358877e-05,0.00108340753662682,0.00115053371490185,0.000823130083636688
"15",3.82592726863855e-05,-0.00147890683877748,0.00113529823789402,0.00164753687903305,0.000254140990676983,0.000477420810809999,4.40514065286245e-05,0.000493085310011693,0.00112214444490152,0.000812289552660543
"16",-6.71739935311047e-05,-0.0012614237520182,0.000163495967087049,0.00164892072530826,0.000267595880006825,0.000487468991008123,4.44906644108977e-05,0.00101221753215803,0.00114664853000305,0.000801709030529656
"17",3.02663112783048e-05,-0.00144898506517041,0.00108136811314742,0.00164818232142964,0.000257221620155475,0.00048004207039031,4.48138553721791e-05,0.00055569014435207,0.00112549792674147,0.000791382280958264
"18",-5.97869834926731e-05,-0.00128722882602746,0.000214433241906708,0.00164857632413827,0.000265220590999962,0.000485531537017669,4.50516482527861e-05,0.000957162537943736,0.00114375398553638,0.00078130321724249
"19",2.34393150597666e-05,-0.00142673030670028,0.00103325760017819,0.00164836608923367,0.000259053063341359,0.000481474102529866,4.52266081398859e-05,0.000604105772628934,0.00112799634124599,0.000771465898666563
"20",-5.34775460984563e-05,-0.00130642172872505,0.000259873864051442,0.00164847826790095,0.000263808474776053,0.000484473077792921,4.53553376544652e-05,0.000914585600194135,0.00114159748902777,0.000761864527002181
"21",1.7608200033887e-05,-0.0014101780033152,0.000990338703382785,0.00164841841078348,0.000260141861642723,0.000482256442464501,4.54500524385155e-05,0.000641548137680232,0.00112985771260099,0.000752493443090838
