"","GS","IBM","AMGN","HON","AXP","CAT","MMM","WBA","DOW","TRV"
"T+1",0.00224350114893065,0.0011296042601102,0.00436650063679605,0.00120230941821127,0.00436272775913104,0.00134973466551588,-0.00326600304864323,-0.00872069803575747,0.00237214854148495,0.00201562107726557
"T+2",-0.00197595297024767,0.00113510630318569,0.00289576127530665,-0.00190368363586692,0.000514330147586469,0.00163176259666185,-0.00086423525489239,-0.00695511457049267,-0.00290714706013473,-0.00642556976005281
"T+3",0.00252051304043575,0.00142664864726828,0.00284950780276552,0.00187400004850741,0.0033577249550741,0.00167521794143843,-0.000481489960886707,-0.0061580168432355,0.00379045169013246,0.00188876716541819
"T+4",0.000616385086600348,0.00139207634054188,0.00270110180980261,0.000609350174246208,0.00152440560665571,0.00170771673282543,-0.000334900195766855,-0.00551807758600965,-3.02049911843202e-05,-0.00180382642074602
"T+5",0.00180972437926704,0.00140708481545769,0.00256861175200732,0.0013300016501073,0.00271472135071516,0.00173549817170653,-0.000225927000637716,-0.00497488914622824,0.00247041952072797,0.000537325285844939
"T+6",0.00119236306667174,0.00140400375728017,0.0024424525176895,0.00101576845870836,0.00194217935591173,0.00175934351696626,-0.000131350211499407,-0.00451208599193451,0.000882799950737001,-0.000704512463634916
"T+7",0.00154149210553967,0.00140493161645798,0.00232297065010289,0.00117116034354257,0.0024435869408653,0.00177981278101009,-4.74728341100174e-05,-0.00411767497010689,0.00189729045546872,1.29466008387398e-05
"T+8",0.00135226460452686,0.00140470590564883,0.00220976259554666,0.00109889263173598,0.0021181557157259,0.00179738401421399,2.71189859354414e-05,-0.00378154382169419,0.00124992576612931,-0.000384550089244917
"T+9",0.00145689943110764,0.00140476747093001,0.00210250281894232,0.00113350662273804,0.00232937208305374,0.0018124675200846,9.34757585304828e-05,-0.00349508056047581,0.00166314297703283,-0.000159802029824162
"T+10",0.00139958723737908,0.00140475170023953,0.00200087847836667,0.00111716215207394,0.00219228519576048,0.00182541550997759,0.00015250914050702,-0.00325094607296415,0.00139940034102542,-0.000285623126530025
"T+11",0.00143112029270686,0.00140475587997217,0.00190459351108566,0.00112493306423058,0.00228125943061174,0.00183653032928546,0.000205027645539385,-0.0030428857164426,0.00156774066316442,-0.000214844013700281
"T+12",0.00141380767036816,0.00140475479259708,0.0018133673830057,0.00112125064313271,0.00222351200761893,0.00184607151747512,0.000251750280753641,-0.00286556905622897,0.00146029356032202,-0.000254566528750808
"T+13",0.00142332238846417,0.00140475507835405,0.0017269343014369,0.00112299843351262,0.00226099212608117,0.00185426186853247,0.000293316673725671,-0.00271445330061093,0.00152887420041835,-0.000232248034674336
"T+14",0.00141809574888933,0.0014047550036706,0.00164504243835211,0.00112216951828022,0.00223666620455705,0.00186129263337112,0.000330295860242072,-0.00258566691602345,0.00148510099993345,-0.000244780925721857
"T+15",0.00142096750038139,0.00140475502324789,0.00156745319685219,0.00112256278987584,0.00225245458736576,0.00186732798568631,0.000363194077752754,-0.00247591043968991,0.00151304027160209,-0.00023774120631387
"T+16",0.00141938979850815,0.00140475501812432,0.00149394051598539,0.00112237623911498,0.00224220736892155,0.0018725088555354,0.00039246169604037,-0.00238237194852299,0.00149520737640577,-0.000241694891842082
"T+17",0.00142025661046774,0.0014047550194664,0.00142429021210624,0.00112246473826733,0.00224885817585444,0.00187695622016159,0.000418499382731695,-0.00230265501862453,0.00150658963988299,-0.000239474258787056
"T+18",0.00141978038293375,0.00140475501911503,0.00135829935483839,0.00112242275627596,0.00224454156709866,0.00188077392890441,0.000441663588359049,-0.00223471732973134,0.00149932464334694,-0.000240721463926167
"T+19",0.00142004202586361,0.00140475501920705,0.00129577567582469,0.00112244267198269,0.00224734319874103,0.00188405112816061,0.000462271426094697,-0.00217681834167414,0.00150396169772348,-0.000240020968026094
"T+20",0.00141989827806928,0.00140475501918295,0.00123653700854173,0.00112243322432431,0.00224552484078839,0.00188686434302018,0.000480605012964491,-0.00212747470233842,0.00150100198904585,-0.00024041440039093
"T+21",0.00141997725394887,0.00140475501918926,0.00118041075754661,0.00112243770614709,0.00224670501936502,0.00188927926418531,0.000496915331971458,-0.00208542224469464,0.00150289109250359,-0.000240193428955495
