"","IBM","MCD","AMGN","CAT","HON","AXP","MMM","WBA","DOW","TRV"
"1",0.000748102621450345,0.000804135901676145,-0.000255790909990257,0.00300710225375741,-0.00343508613760657,0.00351296502086612,0.00362531692747669,5.85504885040919e-05,0.00176732610547704,0.00236221135045875
"2",0.00040200951908851,0.000786495745999123,0.000627631730068329,0.00120731276289893,0.00460935387898088,0.00247960506263579,0.00262538874551155,0.0022357555097377,0.0018009344795191,0.00208658607791849
"3",0.0010328384035856,0.00104867761574388,-0.000458890910641918,0.00344075820828275,-0.00217327275622294,0.00261456500355337,0.00240510519068755,-0.000162357928308566,0.00183320829752068,0.00184799444495466
"4",0.00112580821837833,0.000862921205370105,0.000289314887535273,0.00125660446888288,0.00414629465559448,0.00271199263784182,0.00226831964751018,0.000646975096471564,0.00184343143507911,0.00167542050661486
"5",0.00106865798538602,0.000961453137941816,-0.000273122870890914,0.00337044786599489,-0.00179519146832526,0.00270732896942834,0.00215135868317533,9.20873564223084e-05,0.00184651484217946,0.00155168844984292
"6",0.00105383267616109,0.000915372913976816,0.00014290302337872,0.0013257071046947,0.00379512191131786,0.0026987079917215,0.00204722670859688,0.000331113051623851,0.00184744132826608,0.00146301699927612
"7",0.00105843163849735,0.000935378547634591,-0.000165713140811123,0.00330355329243697,-0.00146511648734751,0.0026985010345209,0.00195413118911218,0.000193212153456606,0.00184771963080819,0.0013994730400406
"8",0.00106038778223432,0.000927130680605376,6.31057728221174e-05,0.00139041565271188,0.00348456309816673,0.00269922045895082,0.00187086782336305,0.000259032991193026,0.00184780322674068,0.00135393607037546
"9",0.00106008665872772,0.000930397578983835,-0.000106564427475852,0.00324096167413171,-0.001172894896169,0.00269928848060957,0.00179639510852828,0.000223582786396979,0.00184782833706387,0.0013213032996847
"10",0.00105985617739889,0.000929146492828358,1.92446480764725e-05,0.00145095948332301,0.00320959399965557,0.00269923199993718,0.00172978468236987,0.000241244339082057,0.00184783587963463,0.00129791795528313
"11",0.00105986664030167,0.00092961125860023,-7.40420394807423e-05,0.00318239863992905,-0.000914159560594823,0.00269922225205661,0.0016702064768079,0.000231995029001883,0.00184783814525155,0.00128115951519106
"12",0.00105989153592111,0.000929443566245716,-4.87054806935775e-06,0.00150760652604325,0.00296613399740139,0.00269922637745048,0.00161691808143513,0.000236685805597446,0.0018478388257914,0.00126915005706662
"13",0.00105989269842522,0.000929502301430063,-5.61607783476419e-05,0.00312760490371143,-0.000685073058645533,0.0026992274963355,0.00156925546611503,0.000234257376151467,0.00184783903021012,0.00126054382142355
"14",0.00105989021648648,0.000929482378966002,-1.81293925461817e-05,0.00156060758990247,0.0027505724065491,0.00269922722352027,0.00152662470412264,0.000235498045984574,0.00184783909161285,0.00125437640810843
"15",0.00105988987140142,0.000929488890699057,-4.63294279650217e-05,0.00307633786181726,-0.000482237889149114,0.00269922710915354,0.00148849457097908,0.000234858785039421,0.00184783911005684,0.00124995670725698
"16",0.00105989009812406,0.0009294868583119,-2.54192775610831e-05,0.00161019734137539,0.00255971231026719,0.0026992271243664,0.00145438992481273,0.000235186373453868,0.001847839115597,0.00124678945469609
"17",0.00105989015447128,0.000929487453735265,-4.09240236887125e-05,0.0030283705252929,-0.000302645876367562,0.00269922713516852,0.00142388578558633,0.000235017911512382,0.00184783911726113,0.00124451973348156
"18",0.00105989013600367,0.00092948729581006,-2.94273511237643e-05,0.00165659534307736,0.002390723130846,0.00269922713463021,0.00139660203939513,0.000235104347937958,0.001847839117761,0.0012428932025079
"19",0.00105989012847957,0.000929487330229267,-3.79520621366411e-05,0.00298349051489576,-0.000143633555501248,0.00269922713367289,0.00137219870184474,0.000235059933919622,0.00184783911791115,0.00124172759547592
"20",0.00105989012971867,0.000929487326457554,-3.16310420812745e-05,0.00170000702589476,0.00224109865030887,0.00269922713365164,0.00135037168148526,0.000235082734178895,0.00184783911795625,0.00124089229644073
"21",0.0010598901306125,0.000929487324603752,-3.63180390340155e-05,0.00294149912076813,-2.84267178835571e-06,0.00269922713373165,0.0013308489905095,0.000235071022512643,0.0018478391179698,0.00124029370321074
