"","MCD","IBM","AMGN","CAT","HON","AXP","MMM","WBA","DOW","TRV"
"T+1",0.000859202791493043,0.000347917256280099,-0.00083583139056589,0.0037414567845065,0.00231895059789135,0.00239286039806811,0.000927612487562759,0.00462701807793134,0.00296742032384254,0.00106852778343776
"T+2",0.000896549703513988,0.000371136297050708,0.00205813542098212,0.00235104361194067,0.00228778992164779,0.00266757742590734,0.00116073602793768,-0.0021837230809338,0.00295275273718667,0.00106937730586614
"T+3",0.000901118855936151,0.000419422731093618,-0.000930341105501457,0.0028600801064411,0.0022688289652372,0.00268179419946516,0.00119702968644551,0.0013165296504255,0.00284419941428329,0.00109668193932784
"T+4",0.000906766590857875,0.00046179470150582,0.0011651785725103,0.00268518035429471,0.00225071903348521,0.00266806082485693,0.00120867099153794,-0.000613155569556372,0.00275276102973629,0.00111776893872731
"T+5",0.000911625123930057,0.000499848826423991,-0.000404779616164192,0.00274654221012547,0.00223345163021864,0.00266672711055148,0.00121597494146983,0.00040553825209115,0.00267716923371226,0.00113342313667989
"T+6",0.000915892352591219,0.000533994051024365,0.000756388827542598,0.00272516350881126,0.00221698747297248,0.00266738683045843,0.00122159009877335,-0.000146759353140037,0.00261470299554346,0.00114502487938013
"T+7",0.000919635044163411,0.000564632976160624,-0.000104536592697678,0.00273262919009161,0.00220128919655051,0.00266748488191436,0.00122605961278378,0.000147796560427213,0.00256308368220174,0.00115362262254055
"T+8",0.000922917977824377,0.000592125618529591,0.000533481140629818,0.00273002409772412,0.00218632117365399,0.00266745465369743,0.00122963564900139,-1.08946037267178e-05,0.00252042779194808,0.00115999416176683
"T+9",0.000925797613367765,0.000616795068297125,6.06144405278607e-05,0.00273093335757442,0.00217204943429813,0.0026674482319727,0.00123249896528188,7.4068985455849e-05,0.00248517887351116,0.00116471592490143
"T+10",0.000928323495725971,0.000638931236309303,0.000411073517967645,0.0027306160240767,0.00215844158871627,0.00266744953396353,0.00123479185885614,2.84045412715837e-05,0.00245605074505175,0.00116821508674902
"T+11",0.00093053908218481,0.000658794262802397,0.000151334432056256,0.00273072677723554,0.00214546675385118,0.00266744992536161,0.00123662799675566,5.28894148318336e-05,0.00243198056346405,0.00117080821420661
"T+12",0.000932482491524273,0.000676617574463526,0.000343837223980393,0.00273068812343202,0.00213309548326588,0.00266744987422528,0.00123809837029878,3.97417361471154e-05,0.00241209004277812,0.00117272990582996
"T+13",0.000934187159760171,0.000692610627620868,0.000201165861444779,0.00273070161398363,0.00212129970031479,0.00266744985158496,0.00123927584126527,4.67953450065274e-05,0.00239565340678032,0.0011741540158113
"T+14",0.000935682415409866,0.000706961369736398,0.000306905196567002,0.00273069690565543,0.00211005263442371,0.00266744985328043,0.0012402187567233,4.30090612542259e-05,0.00238207090649339,0.0011752093824551
"T+15",0.000936993984083969,0.000719838448130395,0.000228537633226541,0.00273069854890641,0.0020993287603339,0.00266744985453569,0.00124097384079111,4.50407981011524e-05,0.00237084693620718,0.00117599148409574
"T+16",0.000938144431090968,0.000731393191894181,0.000286618904229038,0.00273069797539638,0.00208910374017239,0.0026674498545012,0.00124157851000634,4.39503309758507e-05,0.00236157194954608,0.00117657107696033
"T+17",0.000939153549669389,0.000741761390282179,0.000243572599125217,0.00273069817555677,0.0020793543682171,0.00266744985443417,0.00124206272742726,4.45355275414287e-05,0.00235390751571651,0.00117700059643867
"T+18",0.000940038701526988,0.000751064888482616,0.000275475902049767,0.00273069810569891,0.00207005851823136,0.00266744985443308,0.0012424504873873,4.42214583030493e-05,0.0023475739706588,0.00117731890087881
"T+19",0.000940815115545881,0.000759413019520089,0.000251831114534402,0.00273069813007996,0.00206119509324831,0.00266744985443654,0.0012427610044817,4.43900079412951e-05,0.00234234021251175,0.00117755478707657
"T+20",0.000941496149792782,0.000766903889117456,0.00026935519277697,0.00273069812157075,0.00205274397769132,0.00266744985443674,0.00124300966570477,4.42995507062125e-05,0.00233801526904134,0.00117772959550296
"T+21",0.000942093521342195,0.000773625528616512,0.000256367411937233,0.00273069812454054,0.00204468599172153,0.00266744985443657,0.0012432087929186,4.43480964042526e-05,0.00233444132934129,0.00117785914096271
