"","AA","HD","VZ","T","BA","RTX","MMM","DD","TRV","MDLZ"
"1",0.00444629805549474,0.000129833172971354,0.00154274023129041,-0.00183487788186162,-0.00107577801979615,0.00148143365914126,-4.00990463168219e-06,0.002259704999941,0.00153353515498499,0.00114874490263315
"2",-0.00138852426206145,0.00269912942410635,0.00114186041638802,-0.000161858668860797,-0.00118709775462875,0.00099002150973277,0.0010281550229642,0.000802172860861677,-0.000385708529795372,-0.000260627418087336
"3",0.00424789395038316,0.00167439172438821,0.00146928885026399,0.000636040075499014,-0.00107961279317658,0.0014222938280009,0.000390261333389445,0.0024824431217739,0.00157010719561301,0.00066598676309382
"4",-0.00110145911498958,0.00109026498397211,0.0012141265994333,0.000912262665419195,-0.000962926615432582,0.00137427367990715,0.000623141115658047,0.00149217459220205,2.29554688594455e-06,9.78745631423936e-06
"5",0.00397187230210846,0.00106345990999271,0.00141275236695227,0.000984899535730627,-0.000853918519656104,0.00134439597268675,0.00053088002590805,0.00201863734198973,0.00116566407453389,0.000476295576972017
"6",-0.000839543438671624,0.00112828868444638,0.00125814038865081,0.000997021386344098,-0.000753342440424635,0.0013553587026102,0.000566881244261277,0.00174549919522567,0.000328490182623667,0.000144578945381584
"7",0.0037234730657825,0.00114854813823062,0.00137849158316638,0.000996254904242194,-0.000660650430334845,0.00135576453011562,0.000552794670039378,0.00188632469521871,0.000923061968806725,0.000380452645355906
"8",-0.000603968124934829,0.0011458757278402,0.00128480925690573,0.000994546613023826,-0.000575233209807003,0.00135465435593391,0.000558303732438754,0.00181383589262921,0.000503236918539324,0.000212729883855293
"9",0.00350005981495036,0.00114268474938827,0.00135773232414756,0.0009936593165342,-0.000496520562422544,0.00135485751096016,0.000556149020893825,0.00185113293228433,0.000798902505110475,0.000331992546099397
"10",-0.000392089052660333,0.00114217850192046,0.00130096842909747,0.000993336151611613,-0.000423986294107813,0.00135491691500655,0.000556991760659691,0.00183194496969298,0.000590921887488191,0.000247188417573998
"11",0.00329911944530655,0.00114243850263518,0.0013451538960989,0.000993246314813943,-0.00035714545153237,0.00135488507928102,0.000556662151613085,0.00184181618211555,0.000737144371719521,0.000307490108648714
"12",-0.000201522652133413,0.00114256879665013,0.00131075957744949,0.000993229381846206,-0.000295551141581037,0.00135488645165704,0.000556791066931443,0.00183673799441387,0.000634366184369455,0.000264611371378364
"13",0.00311839143592706,0.00114257091073439,0.00133753238841285,0.000993229230271884,-0.000238791548647127,0.00135488912186218,0.000556740646103804,0.00183935043313038,0.000706599975322519,0.000295101164900439
"14",-3.01251062703629e-05,0.00114255543888252,0.00131669221959933,0.000993230924083877,-0.000186487181695376,0.00135488841427745,0.000556760366489615,0.00183800648273458,0.000655835674527979,0.000273420780444211
"15",0.00295584264878145,0.00114255113060673,0.00133291437261757,0.000993231899666516,-0.00013828833704555,0.00135488831892747,0.00055675265353376,0.00183869786829671,0.000691510896735094,0.000288837056380272
"16",0.000124031757933636,0.00114255190623252,0.00132028691979307,0.000993232274372935,-9.38727602788923e-05,0.00135488840559524,0.000556755670193198,0.00183834219000738,0.000666439960155437,0.000277875001522961
"17",0.00280964445685079,0.00114255263905736,0.0013301162294202,0.000993232384132208,-5.29434916657729e-05,0.00135488839567151,0.000556754490329818,0.00183852516612258,0.000684058602211985,0.000285669792378619
"18",0.000262682160782451,0.00114255273540835,0.00132246501669435,0.000993232406935408,-1.52268807117879e-05,0.00135488838974548,0.00055675495179311,0.00183843103538801,0.000671677098238559,0.00028012714866133
"19",0.00267815217260109,0.00114255267048795,0.00132842078148322,0.00099323240831895,1.95292434520894e-05,0.00135488839195709,0.000556754771307493,0.00183847946026125,0.000680378194232154,0.000284068357597616
"20",0.000387385879357703,0.00114255264165099,0.00132378476684196,0.000993232406706152,5.15572580679473e-05,0.0013548883920295,0.000556754841898282,0.00183845454843666,0.000674263505803933,0.000281265881257488
"21",0.00255988654572245,0.00114255264209034,0.00132739347748046,0.000993232405646987,8.10713004104397e-05,0.00135488839180759,0.000556754814289104,0.00183846736414402,0.000678560597497321,0.000283258638749908
