"","GS","KO","AXP","UNH","DD","RTX","NKE","CAT","MMM","TRV"
"1",0.00122658311819528,-0.00141248286723128,-0.00220653376751445,0.000232182306739617,0.0034241649497854,-0.000426030431514546,0.00607990962004723,-0.00343134221147965,0.00138350375633407,0.00173734838782934
"2",0.00106649952807807,-0.001040911726383,-0.00126221925654767,0.00141181871656031,0.00265832264830709,-0.000569830330670489,0.00434960251730209,-5.08000568794854e-05,-0.000365252125170634,0.000566007097151668
"3",0.000608467197636411,-0.000997069087939696,-0.00110695214408421,0.00133709071960044,0.0019609375253796,-0.000663481509851012,0.00424874741046678,-0.00205497962885871,-0.000200955694916177,0.000100122032245746
"4",0.000421732267385586,-0.000963001778177517,-0.00106811940798158,0.00116007760803723,0.00176166888000776,-0.000598010698478592,0.00403285260680543,-0.00023973902382923,-0.000196376345835395,0.00054913924540067
"5",0.000359487643865998,-0.000930242723269208,-0.00105004406824067,0.00101814876370293,0.00173425809327159,-0.000639290671451066,0.00384290068238336,-0.00179750430049107,-0.000201385929833079,0.000263625306925799
"6",0.00033994359312244,-0.000898533923193512,-0.00103817416835679,0.000915671214838257,0.00173686368945678,-0.000613411773161752,0.00366616784805457,-0.000452910633991333,-0.000200350187965278,0.000431067736256663
"7",0.000333934697365372,-0.000867836159350356,-0.00102961175421486,0.000843043906985359,0.0017394760421517,-0.000629630110555944,0.00350255900650239,-0.0016127636086337,-0.000200466359350742,0.000334917642741107
"8",0.000332101616159651,-0.000838117047660272,-0.00102331439421115,0.000791754669034824,0.00174023872699052,-0.000619466259467669,0.00335103260930492,-0.000612198811354307,-0.000200464755825814,0.000389807251222692
"9",0.000331544067319109,-0.000809345384552673,-0.00101866559088684,0.000755559260437097,0.00174034714628465,-0.000625835824128167,0.003210701838561,-0.0014753446131883,-0.000200462321342756,0.000358524034297073
"10",0.000331374675191316,-0.000781490965157984,-0.00101523134306334,0.000730019155248638,0.00174033841317301,-0.000621844093943238,0.00308073905229947,-0.000730743858818084,-0.000200462917008125,0.000376344883160639
"11",0.00033132323345969,-0.000754524547645284,-0.00101269399288653,0.000711998083721867,0.00174032863642569,-0.00062434566361939,0.00296037827454673,-0.00137308056600158,-0.00020046283942801,0.00036619438739906
"12",0.000331307614003909,-0.000728417822419128,-0.00101081925641916,0.000699282498558561,0.00174032571923891,-0.000622777959753337,0.00284891007950788,-0.000818962876545988,-0.000200462842814063,0.000371975741680555
"13",0.000331302871708597,-0.000703143382397086,-0.00100943408941444,0.00069031044894419,0.00174032529126757,-0.000623760421059545,0.00274567745914695,-0.00129697761553299,-0.000200462843910121,0.000368682927626898
"14",0.000331301431913472,-0.000678674694237463,-0.00100841064456575,0.000683979819409335,0.00174032531997661,-0.000623144724282177,0.00265007194669502,-0.000884613789102567,-0.000200462843577697,0.000370558368988874
"15",0.000331300994785357,-0.000654986070484346,-0.0010076544617116,0.000679512961717789,0.00174032535653159,-0.000623530574105743,0.00256153003059258,-0.00124034324988534,-0.000200462843627324,0.000369490201410304
"16",0.000331300862071821,-0.000632052642600675,-0.00100709574813917,0.000676361171302048,0.00174032536768221,-0.000623288766625473,0.0024795298330512,-0.000933469947335026,-0.000200462843623985,0.000370098581770227
"17",0.000331300821779609,-0.000609850334861022,-0.00100668293679832,0.000674137285184133,0.0017403253693684,-0.000623440304487987,0.0024035880340388,-0.00119819703406801,-0.000200462843623552,0.000369752075619466
"18",0.000331300809546784,-0.000588355839076674,-0.00100637792684018,0.000672568123275581,0.00174032536927646,-0.000623345337517777,0.00233325702252715,-0.000969827769398446,-0.000200462843623732,0.000369949429968808
"19",0.000331300805832865,-0.000567546590126474,-0.00100615256705624,0.000671460931196235,0.00174032536913991,-0.000623404852184813,0.00226812225821318,-0.00116683262330039,-0.000200462843623701,0.000369837025791005
"20",0.00033130080470531,-0.000547400742267754,-0.00100598605763298,0.000670679702507295,0.00174032536909732,-0.000623367555053141,0.00220779982816348,-0.000996884567825052,-0.000200462843623704,0.000369901046164556
"21",0.000331300804362981,-0.000527897146202466,-0.00100586303041156,0.000670128471807756,0.00174032536909069,-0.000623390928720512,0.00215193418398058,-0.00114349182641688,-0.000200462843623704,0.000369864583033845
