"","MCD","UNH","KO","IBM","CAT","DD","RTX","AXP","MMM","TRV"
"1",0.000159200030596026,0.00173802920264692,-0.00138040962871456,0.000491941179408513,0.00296523959459347,0.000274502471420527,0.000360208528178679,0.00186582915850554,0.000759831839508272,0.000450167271115767
"2",0.00026381356257305,0.000269060136742666,-0.00101290404287503,0.00072980606439387,0.00316055548710317,0.00107769277416531,0.000874512279472219,0.0019321334255022,0.000630798805350997,7.63536895120301e-05
"3",0.000164716001525915,0.00154317379267996,-0.000806429494769321,0.000687185382659362,0.003056225048997,0.000878814418211786,0.00036814816729615,0.00188635344588108,0.000651061555627362,0.000171851553591469
"4",0.000223971357016705,0.000406719294016422,-0.000655091082396985,0.000691614347967787,0.0029462346014145,0.00109633233803666,0.000658225048160724,0.00183950035132095,0.000645648671327819,0.000194995703767728
"5",0.000187861859908225,0.00142060540520556,-0.000541876927755475,0.000692680881574968,0.0028419048841517,0.000892536909321517,0.000506899867981932,0.00179555342621524,0.000646470816719007,0.000211982712022151
"6",0.000209845527916765,0.00051606702059932,-0.000457069385265901,0.000691684722035764,0.00274335794457239,0.00108504080538574,0.00058402431054852,0.00175447028691903,0.000646243400240349,0.000221580122971704
"7",0.000196461105479357,0.00132305085266167,-0.000393535413453217,0.000692171409244069,0.0026502895894554,0.000903286671720566,0.000544961403386581,0.0017160694957448,0.000646276660802675,0.000227241637813369
"8",0.000204609988341067,0.000603100305119037,-0.000345938369352166,0.00069197414804101,0.00256239589239065,0.00107489578435354,0.00056471282647213,0.00168017611548294,0.000646267090143064,0.000230555489843781
"9",0.000199648676028044,0.00124540411631516,-0.000310280604365873,0.000692047028425342,0.00247938916491424,0.00091286566213596,0.000554730547020592,0.00164662643005835,0.000646268431099896,0.000232497867475091
"10",0.000202669288808676,0.000672372833423276,-0.000283567259914039,0.000692021590028699,0.00240099768808801,0.00106585149292087,0.000559774899985727,0.00161526740580608,0.000646268027591128,0.000233636090432959
"11",0.000200830238775624,0.00118360263690401,-0.000263554710805213,0.000692030125635992,0.00232696484975716,0.000921405114727807,0.000557225922812539,0.00158595600126506,0.000646268081433611,0.000234303112254464
"12",0.000201949913910982,0.000727509017288728,-0.000248562124512052,0.00069202734552048,0.00225704830559833,0.00105778870052452,0.000558513941702772,0.00155855851500264,0.000646268064387621,0.000234693997569739
"13",0.000201268218260396,0.0011344128958135,-0.000237330289799891,0.000692028229695859,0.00219101918585471,0.000929017853465717,0.000557863097010831,0.00153294997575817,0.000646268066538974,0.000234923062852118
"14",0.000201683257359999,0.000771393640034031,-0.000228915856923896,0.000692027954081762,0.00212866134613922,0.00105060089408889,0.000558191973013952,0.00150901357239787,0.000646268065817337,0.000235057298876259
"15",0.000201430567682353,0.00109526123388558,-0.000222612106696165,0.000692028038498225,0.00206977065989228,0.000935804446718898,0.000558025789890488,0.00148664012109098,0.000646268065902791,0.000235135963398369
"16",0.000201584413604942,0.000806322791427556,-0.000217889593899493,0.000692028013052459,0.00201415435017952,0.00104419311886615,0.000558109763268737,0.00146572756727713,0.00064626806587217,0.000235182062104211
"17",0.000201490747064553,0.00106409919485598,-0.000214351679751719,0.000692028020608525,0.00196163035864213,0.000941854548997518,0.000558067330992816,0.00144618052015338,0.00064626806587554,0.000235209076705283
"18",0.0002015477743854,0.00083412400152688,-0.000211701218640031,0.000692028018397044,0.00191202674953415,0.00103848072473412,0.000558088772288497,0.00142790981755726,0.000646268065874238,0.000235224907706556
"19",0.000201513054246175,0.00103929634796099,-0.000209715601179816,0.000692028019035022,0.00186518114689586,0.000947248085373756,0.000558077937867058,0.00141083211926132,0.000646268065874369,0.000235234184934106
"20",0.00020153419302755,0.000856251858979783,-0.000208228057491312,0.000692028018853677,0.00182094020302085,0.00103338824792502,0.00055808341256829,0.0013948695268239,0.000646268065874314,0.000235239621542286
"21",0.000201521323030828,0.00101955498207952,-0.000207113650376375,0.000692028018904426,0.00177915909647676,0.000952056307334665,0.000558080646167357,0.00137994922826214,0.000646268065874319,0.000235242807484244
