"","NKE","GS","RTX","IBM","CAT","MMM","AXP","WBA","DOW","TRV"
"T+1",0.00402354995272719,0.00106848260365712,0.00106995953939366,0.0069140220864237,-0.00165819728724918,-0.00178795201546032,0.000579416545040727,-0.000869931201937704,-0.000213113920999344,0.000819363825887381
"T+2",0.000466357669154958,0.00184593988378672,-0.0021145645510064,-0.00355067787398462,0.00124397573360087,-0.00054052263012987,0.000924205865857309,-0.00272149046227027,0.000780505129257791,-0.00204657205324235
"T+3",0.0034048338602534,0.00199566742828334,0.00192137880849798,0.00439994635420231,0.000340135728024729,0.000101242139323111,0.000992129630362446,0.000790321013771671,0.000702385668283569,-0.000831909833991051
"T+4",0.00101012906112908,0.00199069136665284,0.000386646318204637,-0.00123075804585577,0.00108128348519943,0.000305826835251751,0.00103456918395527,-0.00181040372370219,0.00087146356577634,-0.00136073719452379
"T+5",0.00296129670418453,0.00199296970583746,0.00116829754097149,0.0027273460274196,0.000644725850325437,0.000337691668724964,0.00106181614118456,-4.78375820302122e-05,0.000786773094085425,-0.0011347605376994
"T+6",0.00137152089333204,0.00199269172050402,0.00080670741081695,-5.27082192766102e-05,0.000926083436857513,0.000328358745011902,0.00107931496398426,-0.00122551538757885,0.000846829816930237,-0.00123258348694044
"T+7",0.00266684117231873,0.00199274575130208,0.000979003835770532,0.00189973971972234,0.000749518450445056,0.000318550919127148,0.00109055328364001,-0.000440535483423629,0.000809019849341315,-0.00119061638479915
"T+8",0.00161143788049565,0.00199273723351693,0.000897666809022966,0.000528538415884299,0.000861179161319464,0.000314094716519144,0.00109777090257063,-0.00096354608342991,0.000833738345622014,-0.00120873357214148
"T+9",0.00247136119556277,0.00199273869916546,0.00093617612936326,0.00149152997130948,0.000790722853859268,0.000312830746157977,0.00110240629510734,-0.000615103301209789,0.000817775598063665,-0.00120094625186086
"T+10",0.00177071139323121,0.00199273845635092,0.000917960387435515,0.000815223278878832,0.000835208854544146,0.000312700999004154,0.00110538329682717,-0.000847241776350256,0.000828124964961877,-0.0012043035792826
"T+11",0.00234158804805123,0.00199273849723406,0.000926579291519813,0.00129019186318981,0.000807125809735816,0.000312797883577743,0.00110729522535743,-0.000692587524121644,0.000821423604519322,-0.00120285916832486
"T+12",0.00187644818226666,0.00199273849039814,0.000922501562703886,0.000956622554688799,0.000824855007112721,0.000312872228563803,0.00110852312881495,-0.000795620547991602,0.000825764629578987,-0.00120348149541327
"T+13",0.00225543564464642,0.00199273849154455,0.000924430849590066,0.00119088748763345,0.000813662510873074,0.000312902435720297,0.00110931172884739,-0.000726978378818006,0.000822952966110871,-0.00120321363497538
"T+14",0.00194664358615712,0.00199273849135254,0.00092351805833654,0.00102636378174122,0.000820728400941431,0.000312909929675051,0.001109818193755,-0.000772708836503012,0.000824774147620101,-0.00120332900755697
"T+15",0.00219824171235189,0.00199273849138472,0.000923949922654041,0.00114190838955006,0.000816267668211306,0.000312910181519156,0.00111014346219538,-0.00074224250973343,0.000823594541467868,-0.00120327933855434
"T+16",0.00199324415699244,0.00199273849137933,0.000923745597045814,0.00106076168597142,0.000819083752837774,0.000312909304737549,0.00111035236029813,-0.000762539640213282,0.000824358593258822,-0.00120330072875809
"T+17",0.00216027241884372,0.00199273849138023,0.000923842268532087,0.00111775082312418,0.000817305943633218,0.000312908757958988,0.00111048652153825,-0.000749017383040326,0.00082386370411253,-0.00120329151911985
"T+18",0.0020241808434679,0.00199273849138008,0.000923796530870764,0.00107772748748407,0.000818428284078681,0.000312908558237399,0.00111057268430428,-0.000758026116527621,0.000824184252256526,-0.00120329548501227
"T+19",0.00213506577206019,0.0019927384913801,0.000923818170485497,0.00110583578102546,0.000817719744568388,0.00031290851623579,0.00111062802086976,-0.000752024361198837,0.000823976627786292,-0.00120329377739637
"T+20",0.00204471875862484,0.0019927384913801,0.000923807932250564,0.00108609539324486,0.000818167049342181,0.000312908518980578,0.00111066355983422,-0.000756022821923352,0.000824111109684226,-0.00120329451271157
"T+21",0.00211833185411322,0.0019927384913801,0.000923812776211795,0.0010999590206883,0.000817884663451789,0.000312908526323536,0.00111068638412741,-0.000753358986546922,0.000824024003474825,-0.0012032941960953
