"","KO","CAT","T","MCD","DIS","VZ","RTX","MMM","DD"
"1",0.00198671484131427,-0.000562930865860814,-0.00218879354857335,0.000968996528524424,0.000567645220067771,0.000402346574653782,0.00249550529391206,-0.000126494488885215,-4.77682284834732e-05
"2",0.00165324960273787,0.00106159419065018,-0.00169401633694683,0.000913036250704681,0.00122210619661521,0.0010074139677908,0.000535773177541568,-0.000221283293950222,0.000335671517031654
"3",0.00140108636367131,0.000244197151658683,-0.00161848690810303,0.000977596414013852,-0.00203820483782223,0.000275049286397816,0.000852383393378588,-0.000204442982436867,0.000359179206582509
"4",0.0012110386253276,0.000602745712643561,-0.00152011282085605,0.000989391325108668,0.00121843227508623,0.000496120098570044,0.000778498415381537,-0.000201976611925363,0.000310732564675057
"5",0.00106779973184034,0.000439574564603349,-0.00142990634211387,0.00099204234238768,-0.00140678830517847,0.000380165266239437,0.000772226785314634,-0.00020241477032123,0.000322856882322484
"6",0.000959840694822914,0.000513075884849598,-0.00134524854973746,0.000992620167763486,0.000558087255498575,0.000426384188560623,0.000754857674972992,-0.000202478944392088,0.000324410896501949
"7",0.000878472056344277,0.000479873391918008,-0.00126593922298217,0.000992746644451077,-0.000867328696994282,0.000405469006459308,0.000739898325320892,-0.00020246754420038,0.000322633726706569
"8",0.000817144579642659,0.000494860171077142,-0.00119163043844461,0.000992774311979808,0.000152187717852125,0.000414373690935736,0.000725014654610985,-0.000202465874414211,0.000323003921770515
"9",0.000770922110286999,0.000488094059229294,-0.00112200761933678,0.000992780364907074,-0.000572182530345816,0.000410471705858974,0.000710594262212018,-0.000202466171029253,0.000323083487693461
"10",0.000736084272693747,0.000491148588569139,-0.00105677521457914,0.000992781689113411,-5.91410791474339e-05,0.000412158232922158,0.000696557567320111,-0.000202466214476487,0.000323019507381204
"11",0.000709827022808736,0.000489769613126398,-0.000995656368291016,0.00099278197881211,-0.000421955835189468,0.000411424515861798,0.000682905598481154,-0.00020246620675903,0.000323030288732114
"12",0.000690036954906892,0.000490392152469498,-0.000938391679027776,0.000992782042189936,-0.000165566455089541,0.00041174273019968,0.000669625881728636,-0.000202466205628549,0.000323033923580733
"13",0.000675121196810565,0.000490111106335922,-0.00088473810350313,0.0009927820560552,-0.000346684651126319,0.000411604517073479,0.000656708598203293,-0.000202466205829345,0.000323031661586264
"14",0.000663879202053822,0.0004902379849066,-0.000834467924729957,0.000992782059088525,-0.000218761165171546,0.000411664506607456,0.000644143799354358,-0.00020246620585876,0.000323031954164249
"15",0.000655406119740844,0.000490180705437853,-0.000787367785565494,0.00099278205975213,-0.000309105897735136,0.000411638460322087,0.000631921876419606,-0.000202466205853535,0.00032303210947765
"16",0.00064901996448673,0.000490206564315648,-0.00074323778317736,0.000992782059897308,-0.000245303327481011,0.000411649767328389,0.000620033471111235,-0.00020246620585277,0.00032303203094554
"17",0.000644206724461056,0.00049019489029736,-0.00070189062061428,0.000992782059929068,-0.000290360631279541,0.000411644858453073,0.000608469482530797,-0.000202466205852906,0.000323032037964383
"18",0.000640578989364917,0.000490200160545505,-0.000663150811878682,0.000992782059936017,-0.000258541507778121,0.000411646989538773,0.000597221057783383,-0.000202466205852926,0.000323032044306298
"19",0.000637844768370833,0.000490197781286296,-0.000626853937127457,0.000992782059937537,-0.000281011829265255,0.000411646064356783,0.000586279585615747,-0.000202466205852922,0.000323032041630822
"20",0.000635783988229404,0.000490198855405432,-0.000592845944839784,0.00099278205993787,-0.000265143565028823,0.000411646466008786,0.000575636689752559,-0.000202466205852922,0.000323032041756691
"21",0.000634230779911387,0.000490198370493189,-0.00056098249799029,0.000992782059937942,-0.000276349526097911,0.000411646291637744,0.000565284222496193,-0.000202466205852922,0.000323032042007017
