"","CAT","IBM","MCD","AMGN","HON","AXP","MMM","WBA","DOW","TRV"
"T+1",0.00159565743270966,-0.000901438226157496,0.00115888416357531,0.00132611033057492,-0.000221746145292058,0.00657544704462904,0.000429735098654072,0.00277921644789735,-7.28054072676315e-05,0.00297791398407703
"T+2",0.000414307668403893,0.000652020581383437,0.00197743687908373,-0.00277832098105101,0.00216533983717719,0.00555250929781712,0.00491505431979418,-0.00557602520535232,0.00248659858574242,0.00292351899121778
"T+3",0.0012722865770118,0.000664677254123419,-0.00091671388216677,0.000729220089263217,-0.00150087022617147,0.00170366218802725,0.000967560459526458,0.00224439548822678,-0.000647432439965738,0.00221996501307911
"T+4",0.000999112099971099,0.000463514965673119,0.00143031660916845,-0.00158723606010556,0.00155861386647751,0.00146395010746764,-0.000143423691406554,-0.000641557881455656,0.00190915120529408,0.00174599799038412
"T+5",0.00109376664007724,0.000445116493731017,-0.000128824943358832,3.26968835569084e-05,-0.000789849299089262,0.00191874616172984,0.00029417182681513,0.00121009129687395,-0.00013014130031299,0.00144720701874807
"T+6",0.0010613532158674,0.00046977005636405,0.000841417819620759,-0.00108472323958494,0.000982840572485238,0.0019918194338809,0.000505717881757754,0.000376051119805364,0.00149402193478619,0.0012597840307682
"T+7",0.00107247051169788,0.000474217935300927,0.000252859261618933,-0.000311439931000049,-0.000350460904016563,0.00194234166374976,0.000467621719884693,0.0008433493284003,0.000200620847908127,0.00114226464735573
"T+8",0.00106865827584855,0.000471379119770283,0.0006061108721338,-0.000846163062711496,0.000651587436373631,0.00192856001707431,0.000432668817325238,0.000615308342039616,0.00123061206092178,0.00106857899122794
"T+9",0.00106996556918798,0.000470563741981549,0.000395050038706375,-0.000476336820428052,-0.000101380404656023,0.00193338718735001,0.000434037277859431,0.000736603541164761,0.000410385947997557,0.00102237756592596
"T+10",0.00106951727344318,0.000470865378030328,0.000520907852118601,-0.000732105841507317,0.000464400742489343,0.00193555730881945,0.000439232074340177,0.00067549333287209,0.00106356710467548,0.000993408952287189
"T+11",0.00106967100266106,0.000470996634518883,0.000445921262972901,-0.000555216143994791,3.92752839760915e-05,0.00193516500363141,0.00043964699771136,0.000707345127949751,0.000543410996943246,0.000975245431173639
"T+12",0.00106961828596458,0.000470968299896627,0.000490582071959293,-0.000677552658153934,0.000358712136467986,0.00193485832467816,0.000438947775234964,0.000691093950462938,0.000957633565364367,0.000963856777820016
"T+13",0.00106963636353079,0.000470948854584505,0.000463987085029819,-0.000592944954351897,0.000118689189843405,0.0019348777933166,0.000438805647008252,0.000699497196756345,0.000627770407676315,0.000956716013406187
"T+14",0.00106963016438666,0.000470950923722099,0.000479822979729487,-0.000651459475859001,0.000299040986677958,0.00193491770603732,0.000438889598226518,0.000695188355211816,0.000890454556477251,0.000952238704734988
"T+15",0.00106963229019207,0.000470953627248115,0.000470393836995109,-0.000610990946621398,0.000163525734830798,0.0019349190922693,0.000438919956401215,0.000697409428358807,0.00068126792734626,0.00094943140123421
"T+16",0.00106963156121263,0.000470953583029774,0.000476008142747986,-0.000638978902504526,0.000265351076950953,0.0019349142712619,0.00043891144303685,0.000696268315677278,0.000847852192163653,0.000947671202524619
"T+17",0.00106963181119366,0.000470953227425373,0.000472665288770612,-0.000619622486774784,0.000188840129672483,0.00193491363996637,0.000438906068191851,0.000696855799103845,0.000715194013196706,0.000946567545760616
"T+18",0.00106963172547037,0.000470953203569903,0.0004746556763894,-0.000633009346154987,0.000246329993497507,0.00193491417810125,0.00043890666099702,0.000696553736476683,0.000820835398150545,0.000945875545336974
"T+19",0.00106963175486653,0.000470953247873035,0.000473470569720018,-0.000623751020306592,0.000203132456934991,0.00193491430770819,0.000438907504868231,0.00069670917309868,0.000736708642439947,0.00094544165628565
"T+20",0.00106963174478602,0.000470953254667494,0.000474176199686955,-0.000630154060413208,0.000235590825087228,0.0019349142532739,0.000438907518914119,0.000696629228902832,0.000803702378176024,0.000945169604849803
"T+21",0.00106963174824282,0.000470953249466264,0.000473756057298099,-0.000625725730358885,0.000211201803236883,0.0019349142320044,0.000438907399042687,0.000696670359054867,0.000750352399444942,0.000944999026718088
