"","CAT","IBM","MCD","AMGN","HON","AXP","MMM","DOW","WBA","TRV"
"1",0.00453470010821638,0.00227884667588147,-0.000465696352344348,0.000123855360993899,-0.000738550164877444,0.0020683108076702,9.23123913475173e-05,0.000880982314281432,0.00131235942205759,0.00124632982017856
"2",0.00299429510473458,-3.89247474388985e-05,0.00150907668081387,-0.000525473651044462,8.95656517963234e-05,0.00225444418625017,-0.00389196663139295,0.000675705907881359,-0.00214182658277691,0.000923354644052858
"3",0.00166487719274308,0.00154741038397882,0.000507362196088722,0.000283166533694716,0.000399627122954485,0.00197764852162839,0.0042145526077724,0.000663431441681602,0.00109389917769565,0.000900139736715275
"4",0.000961808455753004,0.000165574774112838,0.00138214352010403,-0.000450593121758986,9.02031070436705e-05,0.00192904989975371,-0.00418196677231,0.000664189371077612,-0.000381297722363647,0.000922176562455386
"5",0.000651140863614946,0.00140137619261848,0.000563830919643317,0.000220973810233741,0.000314031581652466,0.00191330208960026,0.00370730126380017,0.000664208162121122,0.00052918918848036,0.000912607302881288
"6",0.000527602132666943,0.000293441314839488,0.00133400474863175,-0.000393505525515387,0.000158484861722626,0.00190915724918904,-0.00354712388420875,0.000664205835418645,4.20001358905459e-05,0.000916351216602555
"7",0.000482169494470191,0.00128696669806826,0.000608761066598478,0.000168743797589593,0.000265922325146841,0.00190799739314964,0.00308936728547891,0.000664205827392472,0.00032004029104489,0.000914919038953678
"8",0.000466564517513124,0.000396017679584054,0.00129172583900593,-0.000345714865321183,0.000191785095233159,0.00190767893478186,-0.00297428313736268,0.000664205833651962,0.00016600741679928,0.000915464029008528
"9",0.000461561012395276,0.00119498236702032,0.000648572872677495,0.000125015302181053,0.000242935838542334,0.00190759098789087,0.00256429914620084,0.000664205833561754,0.000252506912854351,0.000915256900605232
"10",0.000460079986280091,0.000478505135357211,0.00125423495964677,-0.000305703250180942,0.000207645377350995,0.00190756674327602,-0.00249431046436977,0.000664205833546902,0.000204233324157984,0.000915335598298821
"11",0.000459687280005467,0.00112101116855662,0.000683878306294038,8.84046361580901e-05,0.000231993255260994,0.00190756005603525,0.00212583826405639,0.000664205833547403,0.000231250735127102,0.000915305699505038
"12",0.000459601481933444,0.000544839330729943,0.00122098756204196,-0.000272204455841367,0.000215194981875629,0.00190755821184375,-0.00209383534468962,0.000664205833547433,0.000216149570042716,0.000915317058450534
"13",0.000459590949760381,0.0010615255089099,0.000715187636731756,5.77532073778047e-05,0.000226784573546663,0.0019075577032309,0.00176007230592582,0.000664205833547431,0.000224595298433265,0.000915312743054884
"14",0.000459594122658667,0.000598183517512552,0.00119150332429474,-0.000244158369264362,0.0002187885950256,0.00190755756296186,-0.00175977347712667,0.000664205833547431,0.00021987309522673,0.000915314382522367
"15",0.000459597488621452,0.00101368873142896,0.000742953170635123,3.20910114024326e-05,0.000224305240838539,0.00190755752427724,0.00145496716641186,0.000664205833547431,0.000222513720616257,0.00091531375967032
"16",0.000459599355124,0.000641081486678534,0.00116535630704555,-0.000220677435463839,0.000220499154949925,0.00190755751360847,-0.001481115231738,0.000664205833547431,0.000221037185025786,0.000915313996298771
"17",0.00045960019929021,0.00097521967361459,0.000767576018278194,1.06059345729317e-05,0.00022312507843349,0.00190755751066614,0.0012004634001529,0.000664205833547431,0.0002218628283951,0.00091531390640098
"18",0.000459600540195505,0.000675578886856145,0.00114216878166643,-0.000201018569666974,0.000221313381497773,0.00190755750985468,-0.00124867220893732,0.000664205833547431,0.000221401153958257,0.000915313940554155
"19",0.000459600667125735,0.000944283885564963,0.00078941188962017,-7.38194638677095e-06,0.000222563321112322,0.00190755750963089,0.000988168866339535,0.000664205833547431,0.000221659309565616,0.000915313927578983
"20",0.000459600711226644,0.000703320773993267,0.00112160577334762,-0.00018455964142748,0.000221700953345828,0.00190755750956917,-0.00105477966505575,0.000664205833547431,0.000221514956438651,0.000915313932508395
"21",0.000459600725541109,0.00091940615170235,0.000808776233020862,-2.24418814285741e-05,0.000222295924619665,0.00190755750955215,0.000811083202005294,0.000664205833547431,0.000221595674613588,0.000915313930635656
