"","CAT","IBM","MCD","AMGN","HON","AXP","MMM","WBA","DOW","TRV"
"T+1",0.00117927627631008,0.00084033383968148,5.77211916435892e-05,-0.00014028216300382,0.00040738335222981,0.00459611975312306,0.000350396914544962,0.00309888342380947,0.0034701495598222,0.00216644106373252
"T+2",0.00261460418519292,-0.00053488158585752,0.000610115714013119,0.000197010678248302,0.000618288283432033,0.00107929401187446,0.00152815402366601,0.0062970494713305,0.00207855844170459,0.00188497952249597
"T+3",0.000468160350219672,0.000531961276159153,0.000562871739489121,-0.000573471068055564,0.000638484365040574,0.00172419268646497,0.00111856908142845,0.000587178494817551,0.00212728450837441,0.00166389375473119
"T+4",0.00264978773315648,0.000859978902984575,0.000554531982997875,-0.00012930796024203,0.000626809169828255,0.00214172407897972,0.000825970182631657,0.00159790802124664,0.00208284053181689,0.00151671737589764
"T+5",0.00052916504089739,0.000754255774434898,0.000545066403767183,-0.000438707892668358,0.000623292552190052,0.00206890170510411,0.000758519303617214,0.00071868720256094,0.0020459810743456,0.00142010739070388
"T+6",0.00257709071380294,0.000695161099190851,0.000536823487828544,-0.000231754212084951,0.000623516108629377,0.00201935687688924,0.000765399225159491,0.000944882652760328,0.00201003108251659,0.00135677337514065
"T+7",0.000601309717455878,0.000702215981401825,0.000529523651309704,-0.000371322538743553,0.00062380953381827,0.00202756328363209,0.00077570886969966,0.00080238847247348,0.00197537952163357,0.00131525900305445
"T+8",0.0025072048845836,0.000711318834054309,0.000523066709761153,-0.000277356292150106,0.00062384510130924,0.00203343930152779,0.000778940142897103,0.000847541604229667,0.00194195274775366,0.00128804735307141
"T+9",0.000668764832124176,0.000711512136327984,0.000517354855075658,-0.00034064199833793,0.000623830174458029,0.00203251656058654,0.000779030147856076,0.000823591936095763,0.00190970922945311,0.00127021080522483
"T+10",0.00244213118485275,0.000710274698212272,0.000512302139357071,-0.000298022434164761,0.000623824974380621,0.00203182001773327,0.000778699457261399,0.000832152500000603,0.00187860696566324,0.00125851940075441
"T+11",0.000731536051079049,0.000710088622566187,0.000507832497140087,-0.000326724858529156,0.000623825136111518,0.0020319235218316,0.000778560649892384,0.000828029284846976,0.00184860556945515,0.00125085598189456
"T+12",0.00238158172839563,0.000710236271876741,0.000503878643001187,-0.000307395079413924,0.000623825540244945,0.00203200604892965,0.000778544086932806,0.000829610223539663,0.0018196660750163,0.00124583280536207
"T+13",0.000789942274079657,0.000710281079354703,0.000500381055985175,-0.00032041281542302,0.000623825599790716,0.00203199446955155,0.000778553354275506,0.000828889569043244,0.00179175089628325,0.00124254024065487
"T+14",0.00232524289203462,0.00071026637155589,0.000497287083748713,-0.000311645957344607,0.000623825581093004,0.00203198469643498,0.000778558833285075,0.000829177420247413,0.00176482377751801,0.00124038204806878
"T+15",0.00084428690010553,0.000710258264946594,0.000494550149926547,-0.000317550041005727,0.000623825573496239,0.00203198598808641,0.000778559915502264,0.000829050302194138,0.00173884974625972,0.00123896740761284
"T+16",0.00227282188816735,0.000710259261121436,0.000492129052975956,-0.000313573906866345,0.000623825573507943,0.00203198714489326,0.000778559716343147,0.000829102300335596,0.00171379506790036,0.00123804014670365
"T+17",0.000894852371702496,0.000710260513504562,0.000489987345932588,-0.000316251653933997,0.000623825574058759,0.00203198700127818,0.000778559516401417,0.000829079754403116,0.00168962720187108,0.00123743235071555
"T+18",0.00222404626906783,0.000710260536555666,0.000488092787741314,-0.000314448312018094,0.000623825574154995,0.00203198686441609,0.000778559461174423,0.000829089105460091,0.00166631475937904,0.00123703395587383
"T+19",0.000941901493234503,0.000710260365851103,0.000486416857902433,-0.000315662781489494,0.000623825574132168,0.00203198688032669,0.000778559462322358,0.000829085093712095,0.00164382746264021,0.00123677281816807
"T+20",0.00217866253273002,0.000710260340683266,0.000484934327126768,-0.000314844891058432,0.000623825574121193,0.00203198689651133,0.000778559469019132,0.00082908677104314,0.00162213610555512,0.00123660164903074
"T+21",0.000985678793573192,0.000710260361116006,0.000483622877536335,-0.000315395703386759,0.000623825574120908,0.00203198689475579,0.000778559471493905,0.000829086055852403,0.00160121251577653,0.00123648945200623
