"","VZ","HPQ","UNH","AXP","BA","RTX","AA","DD","MMM","TRV"
"1",0.000920146834467476,-0.00129987947467606,3.30246608514044e-05,0.0014485034735183,0.000985054478251863,0.00210975022506366,0.000402597289382106,0.00110918458983866,0.00300315223195181,0.00164880207442221
"2",0.00120428403040567,-0.000681195033328195,0.000938922243812273,0.00111615778128218,0.00131509616130022,0.0017622200699601,-1.37790108746435e-06,-7.18599944581797e-05,0.00206728148452199,0.000497641988484494
"3",0.000790295282527214,-0.00071027944640718,0.00099075188847689,0.00114296127731612,0.00104741021149279,0.00138854264635582,5.17148256730591e-06,0.00179920352861681,0.00188400922354659,0.000852975799087548
"4",0.00119991316387522,-0.000779803537899242,0.00099074025303201,0.00112263692412237,0.000827946819065271,0.00113923523317829,8.89338326999213e-07,2.77284184158148e-05,0.00169783283650203,0.000746875527879611
"5",0.000797965084655807,-0.00084156585291488,0.000987836679791956,0.00113153407974076,0.000681905125206105,0.000979189989432433,-2.97937742712638e-06,0.00178702868670674,0.00155737667314131,0.000779731014686346
"6",0.00119230184831678,-0.000893407606947707,0.000985006016095677,0.00112739077666299,0.000587323834592326,0.000876865048334051,-6.73862775899308e-06,4.92786970505825e-05,0.00144837446936036,0.000769955030917006
"7",0.000805434456108169,-0.000936686454902576,0.000982407825028332,0.00112930384518102,0.000526316112479922,0.000811472422289367,-1.03839435287981e-05,0.00176678118203477,0.00136403781062476,0.000772993981406096
"8",0.001184973902693,-0.000972797308797285,0.000980032252581458,0.00112841951282129,0.000486988260432147,0.000769684067014922,-1.39189794338463e-05,6.94049880416386e-05,0.00129876438424569,0.000772093573369384
"9",0.000812623599052982,-0.00100292574288247,0.000977860785949813,0.00112882823915776,0.000461638396200004,0.000742979869988173,-1.73470663320489e-05,0.00174690339530152,0.00124824689927137,0.000772374771349296
"10",0.00117792093469055,-0.00102806271986606,0.000975875922929139,0.00112863932743011,0.000445298662045912,0.00072591497876934,-2.06714400032702e-05,8.90513850374922e-05,0.00120914943524551,0.000772291878156487
"11",0.000819542971468677,-0.00104903517648654,0.000974061629948789,0.00112872664144779,0.00043476659981742,0.000715009932861908,-2.38952381801932e-05,0.00172748724562122,0.00117889038506443,0.000772317910160046
"12",0.00117113262732775,-0.00106653306073044,0.000972403249128202,0.00112868628534742,0.000427977976563704,0.0007080412376661,-2.70215036706952e-05,0.000108240156964568,0.00115547172665569,0.000772310283096954
"13",0.000826202696380599,-0.00108113201577643,0.000970887382087029,0.00112870493773331,0.000423602251995878,0.000703588004446423,-3.00531872255335e-05,0.00170852320757168,0.00113734711414971,0.000772312694391327
"14",0.0011645990492895,-0.00109331231628322,0.000969501781833338,0.00112869631669464,0.000420781803042238,0.000700742236974886,-3.29931503235495e-05,0.000126982095245527,0.0011233197701018,0.000772311993090902
"15",0.000832612516988274,-0.00110347466831188,0.000968235253826038,0.00112870030129522,0.000418963833888121,0.00069892369478262,-3.58441678724958e-05,0.00169000076813937,0.00111246346181029,0.000772312216596333
"16",0.00115831064192955,-0.00111195339169775,0.000967077565532465,0.00112869845963293,0.000417792030427364,0.000697761584477358,-3.86089308281551e-05,0.000145287606546248,0.0011040613416856,0.000772312152164965
"17",0.000838781810880432,-0.00111902741846355,0.00096601936375773,0.00112869931083995,0.000417036724239964,0.000697018956471618,-4.12900487342202e-05,0.00167190964438899,0.0010975586134382,0.000772312172898719
"18",0.00115225820528713,-0.00112492946909142,0.000965052099078395,0.00112869891741636,0.000416549878573582,0.000696544391920895,-4.3890052185333e-05,0.000163166853576316,0.00109252589859576,0.000772312166984989
"19",0.000844719603754425,-0.00112985370853343,0.000964167956769974,0.00112869909925476,0.000416236073779142,0.000696241129034142,-4.64113952156064e-05,0.00165423979265549,0.00108863088442297,0.000772312168910237
"20",0.00114643288462746,-0.00113396213382679,0.000963359793670215,0.00112869901520997,0.000416033805471519,0.00069604733373624,-4.88564576148842e-05,0.00018062976237548,0.00108561638114172,0.000772312168368107
"21",0.000850434582620848,-0.00113738990345292,0.000962621080468061,0.00112869905405505,0.000415903429935537,0.000695923491950351,-5.12275471749246e-05,0.0016369814031496,0.00108328333955841,0.000772312168547083
