"","T","KO","MCD","VZ","RTX","MMM","DD","HON","MO"
"1",0.0046292539384342,-0.000354245813055793,0.00375244941448395,0.000776772658567238,-0.00121616281080133,0.000123732418306594,0.00153049316144684,0.000658626300761236,0.00108453648120739
"2",0.00277503782832215,-4.04404664277026e-05,0.0036326075659776,0.00147026871957174,-0.0010786765787259,0.000471274066984615,0.00112304092099575,0.000750310819212527,0.00104948407346491
"3",0.00248329580506715,6.09746126171346e-05,0.002996868257541,0.000901360879919647,-0.000996663480229939,0.000552742845185461,0.000421053807391087,0.000950568533680692,0.00106086820106454
"4",0.00239863222709562,1.63351201863585e-05,0.00251817983185186,0.00135193111521543,-0.00092182982875928,0.000587034816984938,0.00059351286207718,0.000945066729157158,0.00106184221731358
"5",0.00234473573320527,4.8003874396837e-05,0.00221139781527086,0.000994605608880223,-0.000851208202857748,0.000595181260520368,0.000653592536878312,0.000962408358111974,0.00106182999940649
"6",0.00229839489754457,2.69072737182515e-05,0.00202179557408216,0.00127796857151515,-0.000784423503563102,0.000598565619433473,0.000621259005181832,0.000960792423040395,0.00106182273315162
"7",0.00225630075146016,4.10580018664778e-05,0.00190569017556341,0.00105325825136599,-0.000721259392439895,0.000599379903220679,0.000619131590240504,0.000962369681838345,0.00106182234126145
"8",0.0022177526360972,3.15735786559556e-05,0.00183476268989379,0.00123145628973166,-0.000661519138708826,0.000599713987001227,0.000623626384017312,0.00096212813916453,0.00106182236402098
"9",0.00218241100952278,3.79309908797159e-05,0.00179146137620692,0.00109014306054444,-0.000605017124116643,0.000599795349494694,0.000623127091140322,0.000962277862989234,0.0010618223681062
"10",0.00215000384448988,3.36696561122866e-05,0.00176503029936282,0.00120220618382104,-0.000551577817444545,0.000599828335226976,0.00062263863163921,0.000962247461426001,0.00106182236822097
"11",0.00212028679974335,3.65260059635659e-05,0.00174889751063538,0.00111333875314387,-0.000501035203647817,0.0005998364620835,0.000622786193443136,0.000962262169542704,0.0010618223682013
"12",0.00209303647881361,3.46114101991609e-05,0.00173905062332628,0.00118381171520533,-0.000453232266657417,0.000599839719591137,0.000622823270667199,0.000962258617286483,0.00106182236819925
"13",0.00206804811465314,3.58947533402101e-05,0.00173304044786224,0.00112792579227641,-0.000408020501509852,0.00059984053107399,0.000622798062946021,0.00096226009964026,0.00106182236819925
"14",0.00204513394839022,3.50345354049995e-05,0.00172937206225003,0.00117224401433289,-0.000365259452995829,0.000599840852832631,0.000622797651228168,0.000962259700236064,0.00106182236819927
"15",0.00202412180781775,3.56111348136162e-05,0.00172713301778438,0.00113709912089084,-0.000324816279320777,0.000599840933835887,0.000622800941558996,0.000962259852378376,0.00106182236819927
"16",0.00200485381233611,3.52246433625521e-05,0.00172576638941841,0.00116496945227459,-0.000286565339417512,0.000599840965623464,0.000622800429734658,0.000962259808433721,0.00106182236819927
"17",0.00198718518649242,3.5483706482482e-05,0.00172493225097616,0.00114286793779081,-0.000250387802628759,0.000599840973706963,0.000622800097267179,0.000962259824244591,0.00106182236819927
"18",0.00197098317214642,3.53100578806228e-05,0.00172442312431421,0.00116039470974594,-0.000216171279546932,0.000599840976847935,0.000622800219671264,0.000962259819471116,0.00106182236819927
"19",0.0019561260309521,3.54264535950564e-05,0.00172411237259182,0.0011464957647034,-0.000183809472864364,0.000599840977654385,0.000622800241139565,0.000962259821127907,0.00106182236819927
"20",0.00194250212964242,3.53484341800225e-05,0.00172392270145464,0.00115751779852629,-0.000153201847149283,0.000599840977964803,0.000622800221822663,0.00096225982061341,0.00106182236819927
"21",0.00193000910124159,3.54007301700584e-05,0.0017238069333424,0.00114877719057215,-0.000124253316521694,0.000599840978045238,0.000622800222394135,0.00096225982078797,0.00106182236819927
