"","MCD","IBM","KO","NKE","RTX","MMM","WBA","AXP","DOW","TRV"
"1",0.000250698310522348,-0.00112864690613193,-0.000558464140919944,0.00240423399985014,0.00298715144196403,9.04237718942968e-05,0.00215604323306503,0.000255413999281387,0.00537313033315166,0.000472072367011397
"2",0.00168099091441824,0.00170322946350976,0.00150367988771104,0.00114933677769561,0.00288989567249102,0.000100751543618696,-0.0031023502359261,0.00197994855029095,0.0095633206017116,0.0006623592480444
"3",0.000340826478774959,8.49892041118413e-07,0.000403054390702115,0.000662079475948417,0.00276549588944811,-6.6651126886758e-06,0.00153152448325998,0.00117651276920199,0.00433232053474963,0.000290561790558701
"4",0.00164506451405665,0.000799872281651693,0.00130340956532836,0.00152695889647171,0.00265594236468948,-8.88956975513274e-06,-0.00279705349118891,0.00154846564700744,0.00596358702987702,0.000568140088629269
"5",0.000370458761430984,0.000397817763285898,0.000531901946499045,0.000692328353287667,0.00255549722181343,-5.86980355462933e-06,0.00122699959971034,0.00137584528222686,0.00428736371836953,0.000357497010127704
"6",0.00161666939050634,0.000595954428352665,0.00119555252427887,0.0013959250346445,0.00246386411127805,-5.75217531785849e-06,-0.00251539287717228,0.00145588033710417,0.00489593686771832,0.00051727793336826
"7",0.00039816190940104,0.000497710403454609,0.000624502874750188,0.000830023408982004,0.00238021850203134,-5.83607891300666e-06,0.000964945848359597,0.00141875841631391,0.00435249468029205,0.00039607659933257
"8",0.00158958833529387,0.000546335489938757,0.0011158847725485,0.00127684089973757,0.00230386990983908,-5.84093727127387e-06,-0.00227169698971774,0.00143597383291733,0.00457351132700579,0.000488013477281637
"9",0.000424640435758544,0.000522256014008263,0.000693055238128974,0.000926722947504237,0.00223418111540963,-5.83863460049225e-06,0.000738313124057354,0.00142798967330632,0.00439558025261551,0.000418275056862601
"10",0.00156369834293358,0.000534178450537843,0.00105689616326858,0.00120019480395446,0.00217057126500302,-5.83845483233913e-06,-0.00206093334341688,0.00143169248230772,0.00447441842601973,0.00047117490934973
"11",0.000449955037401599,0.000528275035915516,0.000743814389722858,0.000986877923729407,0.00211251008502449,-5.83851719297884e-06,0.000542307336624765,0.00142997521801319,0.00441568509365056,0.000431047897921039
"12",0.00153894633773768,0.000531198081337723,0.00101321837992152,0.00115317687643404,0.00205951356733253,-5.83852343425283e-06,-0.00187865206001047,0.00143077163683835,0.00444345897807302,0.000461486112216436
"13",0.000474156950086695,0.000529750744516965,0.000781398721053561,0.00102356392567381,0.00201113992259342,-5.83852177007928e-06,0.000372789554682482,0.0014304022797316,0.00442394297889474,0.000438397303543532
"14",0.00151528229214731,0.000530467387965552,0.000980877408055917,0.00112457349225007,0.00196698589876984,-5.83852156239285e-06,-0.0017210040675566,0.0014305735772936,0.00443364102406711,0.000455911244432456
"15",0.000497295082232442,0.000530112544498846,0.000809227830265487,0.00104585847518351,0.00192668341938484,-5.83852160606435e-06,0.000226180218244519,0.00143049413422885,0.00442712171057846,0.000442626101409001
"16",0.00149265838546287,0.000530288243966818,0.000956930715212219,0.00110719859173938,0.0018898965151819,-5.83852161276503e-06,-0.00158466045038652,0.00143053097771908,0.00443048634950651,0.000452703503535285
"17",0.000519416191682609,0.00053020124700365,0.000829833739487505,0.00105939856221804,0.00185631852341843,-5.83852161164147e-06,9.93835053292542e-05,0.00143051389072958,0.00442829938266803,0.000445059322856496
"18",0.00147102889900274,0.000530244323238419,0.000939199519608822,0.00109664718956157,0.00182566953146609,-5.83852161143041e-06,-0.00146674215879491,0.00143052181520158,0.00442946120685546,0.000450857791302799
"19",0.000540564981058788,0.000530222994194975,0.000845091270428677,0.00106762088411381,0.001797694043405,-5.83852161145862e-06,-1.02780400861699e-05,0.00143051814005115,0.00442872513202911,0.000446459381880575
"20",0.00145035012362347,0.000530233555194475,0.00092607055438686,0.00109023986249399,0.00177215885016035,-5.83852161146514e-06,-0.00136475921466824,0.00143051984448403,0.00442912491085683,0.000449795781073684
"21",0.000560784188105594,0.000530228325953382,0.000856388624401879,0.0010726138490172,0.00174885108542655,-5.83852161146445e-06,-0.000105120045579921,0.00143051905401532,0.00442887652501607,0.000447264966293338
