"","MCD","VZ","T","HD","BA","RTX","MMM","DD","TRV","MDLZ"
"1",0.00108697749560769,0.00412773127306405,0.00164479332746064,-0.000106242098789302,-1.61596824926555e-05,0.00218794653524264,0.00206342270545827,0.00620148809552754,0.000216942139689654,-0.000297437334485257
"2",0.000890598174410586,-0.00034953825468323,0.000587493278079573,0.000911852962665567,-0.00159833716194199,-0.000815875516582407,0.00177834964134112,0.00501605091470969,0.000558022142373186,-0.000462987554001902
"3",0.000915406206074449,0.00318910423030865,0.000955883794475813,-4.96454900340246e-05,-0.00161118094081173,0.00153737970349226,0.00168384004246209,0.00451162766226749,0.00167340134140819,-0.000422814260703554
"4",0.000910016553638084,0.000588163489085511,0.00125258926721755,0.000825595354772352,-0.00143074994433796,0.00163663715061159,0.00160270565730453,0.00412073872967136,0.000506769501764754,-0.000377755579133982
"5",0.000911809167554967,0.0024927449602831,0.00134245149395679,2.86957127243524e-05,-0.00123996471743045,0.00130270370683463,0.00152971805022205,0.00378820064748128,0.00148484270878007,-0.000334214079178029
"6",0.000911113309587887,0.0010983637372272,0.00134704015575758,0.000754265326376431,-0.0010620077032941,0.00133320148451716,0.00146397292195739,0.00350256781364199,0.000702938433425446,-0.000292331921591775
"7",0.000911393857209466,0.00211920640716109,0.00133814292620489,9.364102567668e-05,-0.000898772089384102,0.00137470913353168,0.00140474947992674,0.00325699414785897,0.00132054566425282,-0.000252052064830834
"8",0.00091127981401049,0.00137183607850852,0.00133353721712084,0.000695133230477354,-0.000749402124026552,0.0013650780513531,0.00135140074322634,0.00304584231537673,0.00083425042943208,-0.000213313408611505
"9",0.000911326253588696,0.00191899423246047,0.00133253082267635,0.000147480242155742,-0.000612768397844483,0.0013606887469569,0.00130334396559617,0.00286428584603815,0.00121683219579176,-0.000176056989460796
"10",0.000911307335990359,0.00151841364549122,0.001332636223659,0.000646113130867877,-0.000487791416259824,0.00136258061134973,0.00126005420803608,0.00270817647598443,0.000915911559702581,-0.000140226093519147
"11",0.000911315042843243,0.00181168316086481,0.00133280714677487,0.000192112581236261,-0.000373477565895873,0.00136292960378218,0.00122105860321067,0.00257394750849011,0.00115258744158617,-0.000105766176731669
"12",0.000911311903092799,0.00159697727784196,0.00133287196940763,0.000605475806430181,-0.000268917176574295,0.00136262564825464,0.00118593119013634,0.00245853216954119,0.000966443369377658,-7.26247820278901e-05
"13",0.000911313182222723,0.00175416584940517,0.00133288054818909,0.000229112482462037,-0.000173278081232331,0.00136261814411141,0.00115428826127759,0.00235929352736431,0.00111284388348093,-4.07514594750464e-05
"14",0.000911312661106618,0.00163908634304878,0.00133287652539207,0.000571787744785865,-8.57990999576376e-05,0.00136266057526105,0.00112578417119155,0.00227396424451914,0.000997701421784313,-1.0097689480214e-05
"15",0.00091131287340877,0.00172333733312731,0.00133287364801174,0.000259785145354461,-5.78399618920869e-06,0.00136265600364258,0.00110010756093656,0.00220059477521557,0.00108825972786321,1.93831910692868e-05
"16",0.000911312786917094,0.00166165624364444,0.00133287283157805,0.000543860574061543,6.74040626393411e-05,0.00136265082131324,0.00107697795700264,0.00213750882340161,0.00101703660101395,4.77360598394395e-05
"17",0.000911312822153713,0.00170681365718044,0.00133287281209569,0.000285212571313558,0.000134347573331918,0.00136265212792774,0.00105614270761312,0.00208326504388336,0.00107305281765684,7.50040773651616e-05
"18",0.000911312807798351,0.00167375341109274,0.00133287290302648,0.000520709142171514,0.000195579332932157,0.00136265266221013,0.0010373742229316,0.00203662411144404,0.0010289966711726,0.000101228752752007
"19",0.000911312813646711,0.00169795718597254,0.0013328729467467,0.000306291732036348,0.000251586679199869,0.001362652413617,0.00102046748902817,0.00199652040557899,0.00106364635222022,0.00012645000686396
"20",0.000911312811264095,0.00168023733243975,0.00133287295550888,0.000501516764832272,0.000302815369285371,0.0013626523735504,0.00100523782844917,0.00196203766391847,0.00103639475415638,0.000150706233093505
"21",0.00091131281223477,0.0016932102348396,0.00133287295414869,0.000323766210872387,0.000349673127468236,0.00136265241272688,0.000991518882928632,0.00193238804808428,0.00105782784024842,0.000174034355806483
