"","WMT","CAT","MCD","UNH","DD","AXP","RTX","MMM","NKE","TRV"
"1",5.53832388346903e-05,0.00111721010606359,0.00103620633224279,0.000511724187658508,0.00468420086543057,0.000675988746893256,0.00255080132731746,0.000716591927621556,-0.000562954509041172,0.00049054164113928
"2",-0.000132175108312938,0.00151027338034088,0.000234444115568541,0.00104741256386192,0.0042526868269875,0.00116427677173893,0.00394838210519188,0.00129324885240355,0.000410125263500135,0.000525328071342225
"3",1.09391875279249e-05,0.00105741316035986,3.12641714761049e-05,0.000787487539775866,0.00243598395740161,0.00080637134746636,0.00387299810233886,0.00128072639601521,0.000811563682962909,0.000555397281597685
"4",5.35890269221598e-05,0.00126106393627003,0.00027175937247988,0.00106170298734617,0.00168184886334168,0.00104539969788785,0.003619241842878,0.00122040916869075,0.000915730311307446,0.000580721989099319
"5",7.79492289165563e-05,0.00120034106942891,0.000104353127247985,0.000792361424323838,0.00171717610592145,0.000886276070475017,0.0033631327781429,0.00118588923931234,0.000924970945165405,0.000602050290542712
"6",8.95745094580115e-05,0.00121077741522132,0.00021080127549158,0.00105815177884744,0.00189406059214879,0.000992193947333142,0.00312688032684763,0.00117101017227615,0.000917602728745956,0.00062001284477565
"7",9.53569265500796e-05,0.00121185855761285,0.000144588328881682,0.000795948065594236,0.00196891013699482,0.000921691852547718,0.00291170108011375,0.00116537877543205,0.000912453947384305,0.00063514078899664
"8",9.82043302194961e-05,0.0012101010575969,0.000185538247754101,0.00105461898491231,0.00196613293706506,0.000968620140294732,0.00271608919482328,0.00116341386647723,0.000910507324701631,0.000647881443437297
"9",9.96098476866528e-05,0.00121094106045268,0.000160251043495597,0.000799433621527988,0.00194891627094834,0.00093738327867773,0.0025383166671593,0.00116276862311001,0.000910053590028437,0.000658611538234379
"10",0.00010030322780766,0.00121067825398517,0.000175859929687025,0.00105118042029521,0.00194149026863631,0.000958175461182683,0.00237676365728945,0.00116256734775989,0.000910036989396225,0.000667648353014237
"11",0.000100645338884242,0.00121072804820882,0.00016622616954677,0.000802825853855218,0.00194169507236199,0.000944335567194076,0.00222995131049682,0.00116250752765137,0.000910082068129753,0.00067525909857705
"12",0.000100814129504328,0.0012107301982439,0.000172171926323333,0.00104783389765188,0.00194337024453281,0.000953547811534957,0.00209653477099947,0.00116249062099389,0.000910108798848166,0.00068166881808917
"13",0.000100897408022134,0.00121072345748879,0.000168502357120143,0.000806127282855877,0.00194410670714062,0.000947415868193053,0.00197529176459324,0.00116248611202449,0.000910118089841492,0.00068706704141499
"14",0.000100938496194349,0.00121072690240751,0.000170767116804341,0.00104457695467458,0.00194409326004643,0.000951497471736878,0.00186511152518012,0.00116248499691411,0.000910119997931991,0.000691613389351171
"15",0.000100958768393333,0.00121072577243437,0.000169369368648067,0.000809340339249606,0.00194393032354472,0.000948780635236593,0.0017649846356006,0.00116248475121414,0.000910119935782149,0.000695442293475599
"16",0.000100968770347262,0.0012107260051732,0.000170232020713567,0.00104140719350249,0.00194385731400422,0.000950589042273197,0.00167399378220472,0.0011624847082366,0.000910119673766895,0.00069866697117292
"17",0.000100973705139248,0.00121072600422607,0.000169699615391931,0.00081246738859357,0.00194385798069734,0.000949385312858602,0.00159130535119668,0.00116248470536614,0.000910119537344775,0.000701382773374718
"18",0.000100976139880696,0.00121072597873152,0.000170028201428933,0.00103832228045425,0.00194387382317806,0.000950186550895301,0.00151616179151665,0.00116248470761215,0.000910119493743848,0.000703670004004131
"19",0.000100977341140232,0.00121072599277544,0.000169825407093451,0.000815510733123309,0.00194388105828921,0.000949653223069571,0.00144787467453379,0.00116248470920372,0.000910119486100911,0.000705596294493422
"20",0.000100977933821016,0.00121072598794696,0.000169950566223302,0.00103531994431645,0.00194388105694233,0.000950008221904711,0.00138581838699984,0.00116248470993882,0.000910119487112511,0.000707218603586969
"21",0.000100978226239516,0.00121072598901708,0.000169873321423813,0.000818472613448148,0.00194387951711861,0.000949771924140239,0.00132942439948586,0.00116248471022749,0.000910119488580719,0.000708584901562086
