"","KO","MCD","NKE","IBM","RTX","MMM","AXP","WBA","DOW","TRV"
"1",-0.000583394851208202,0.00128462238498009,0.00234065066842192,0.00139263066495593,0.000391744592602413,-0.00148363843902123,0.00193092086629053,-0.00289772440931185,0.000349549747693396,0.000698974343802061
"2",-0.00100526859744412,0.00142737270082423,-0.000980621762187797,-0.000275019213406746,0.00022992246556849,1.88896257125562e-05,0.000301871430859086,-0.00176200579992961,-0.000133616101147069,-6.234819750193e-06
"3",-0.000928763578215043,0.00141823104631371,0.000912274075016414,0.00115027293736221,0.000679237453802721,0.000147091833652293,0.0021900234119509,-0.000695614682608869,-0.000136571565332823,0.000946386232269469
"4",-0.000867357379091233,0.00140716843032009,0.000566209074242463,0.000734432212409214,0.000464116204571278,0.000136530705858718,0.00149039355872723,-0.00073099547936696,-0.000162792868286225,0.000383390951805755
"5",-0.000808273081869642,0.00139674240511105,0.000794425470385673,0.000946514584877079,0.00057776510531095,0.000112747243681145,0.00184517670014535,-0.000631952115425051,-0.00016170369635511,0.000757289991830546
"6",-0.000751710959318227,0.00138695617672049,0.000759676777083811,0.000868425005783123,0.000518361795006561,8.84677995108611e-05,0.00168444519137418,-0.000647724868528993,-0.000163186309127975,0.000514326965963154
"7",-0.000697556279747148,0.00137777117196592,0.000787486521270904,0.000902878935082148,0.000549445977469551,6.49541496010446e-05,0.00176007646254898,-0.000636932888980517,-0.000163056180315441,0.000672825814495873
"8",-0.000645706749806141,0.00136915046619829,0.000784204322504874,0.000889174434259201,0.000533182341752073,4.23040612651618e-05,0.00172495048805431,-0.00063970794616328,-0.00016314327936331,0.000569501059043462
"9",-0.000596064244136723,0.00136105939079699,0.000787633392736898,0.000894953592007891,0.000541691784563146,2.04981365762326e-05,0.00174133730770045,-0.000638397244790038,-0.000163132025814037,0.00063686667111888
"10",-0.000548534818769621,0.00135346540686075,0.000787357295132365,0.000892596260526648,0.000537239488300883,-4.93835196040647e-07,0.00173370429149096,-0.000638810463206563,-0.000163137314719355,0.000592946696184855
"11",-0.000503028528436496,0.00134633797457726,0.000787785553532795,0.000893576099743942,0.000539569011525336,-2.07021094488898e-05,0.00173726163134484,-0.000638641556739596,-0.000163136448494831,0.000621581072210347
"12",-0.000459459256477381,0.00133964843040884,0.000787768239734558,0.000893173155886771,0.0005383501621816,-4.01559311981939e-05,0.00173560404355265,-0.000638699736064418,-0.000163136778373324,0.00060291241696596
"13",-0.000417744551869488,0.00133336987181981,0.000787822451079668,0.000893339868044298,0.000538987886549104,-5.88834657406817e-05,0.0017363764651995,-0.000638677340686557,-0.00016313671537978,0.000615083757314332
"14",-0.000377805473195952,0.00132747704908579,0.000787822522036835,0.000893271130215601,0.000538654217444767,-7.69118280832129e-05,0.00173601653094353,-0.000638685355257265,-0.000163136736382437,0.000607148449694335
"15",-0.00033956643925613,0.00132194626374993,0.000787829480083833,0.000893299527172347,0.000538828799249798,-9.42671210483472e-05,0.00173618425488583,-0.000638682347499206,-0.000163136731943854,0.000612322005400024
"16",-0.00030295508603481,0.00131675527331765,0.000787829783396095,0.00089328780880816,0.000538737454842265,-0.000110974472950755,0.00173610609824805,-0.00063868344168877,-0.000163136733301454,0.00060894901976418
"17",-0.000267902129759668,0.00131188320180671,0.00078783068890404,0.00089329264757741,0.000538785247914321,-0.00012705807396799,0.00173614251800494,-0.000638683035466461,-0.000163136732994538,0.000611148093814694
"18",-0.00023434123578781,0.00130731045579275,0.000787830766105314,0.000893290650255284,0.000538760241701043,-0.000142541211163664,0.00173612554697926,-0.000638683184287831,-0.000163136733083247,0.000609714370934843
"19",-0.000202208893073279,0.00130301864561277,0.000787830885541813,0.000893291474866204,0.000538773325411204,-0.000157446302204106,0.00173613345520726,-0.000638683129291228,-0.000163136733062271,0.000610649110397453
"20",-0.000171444293977979,0.00129899051140966,0.000787830900496516,0.00089329113445781,0.000538766479773694,-0.000171794927816357,0.00173612977009894,-0.000638683149500112,-0.000163136733068111,0.000610039691467729
"21",-0.000141989219198557,0.0012952098537203,0.00078783091645196,0.000893291274991253,0.000538770061536997,-0.000185607863034394,0.00173613148730076,-0.000638683142046635,-0.000163136733066688,0.000610437012268618
