"","HD","MCD","VZ","BA","T","RTX","MMM","DD","TRV","MDLZ"
"1",0.00324151513246604,-0.000964303467560938,0.00145484916637367,-0.0012872074128513,0.000933568156626686,0.000770666878991133,0.000286155043426804,0.00466232467477885,-0.0020058781076261,-9.5683026617337e-05
"2",0.00103328076696028,0.00031891800096394,0.000548976732212998,0.00323030525657587,7.82135712683362e-05,0.00217041044345604,0.00177244360579725,0.00278346944545021,0.00229036942686062,0.000934686940041328
"3",0.00101499085041571,0.00177536097463467,0.00222502382971566,-0.000307104478839644,0.000561395930650305,0.00108015033790552,0.000378462604622227,0.00246436840731462,-0.000387576605950075,0.000288665036686685
"4",0.00131690674102444,0.000143601201278258,0.00088231080271871,0.00236073769868111,0.000864694436379053,0.00190586510975024,0.000772579536193221,0.00233031109805823,0.00136618308598858,0.000750501425390325
"5",0.00146079253507176,0.00152183473693197,0.00192200541002932,0.000350705665848145,0.00094470973256254,0.00128221790462377,0.000613336489322387,0.00224302066028303,0.000188691073996079,0.000417112071194939
"6",0.00148569025448158,0.000420173958556218,0.0011186453848879,0.00186508319795733,0.000946795742578578,0.0017531187613471,0.000669374231999739,0.00218132629372796,0.000988722029182129,0.000657939082290599
"7",0.00147711356883875,0.00128926979184179,0.00173930927820291,0.000724137378310505,0.000939048452235857,0.00139756261895525,0.000648645285555804,0.002137231303732,0.00044214482166237,0.000483967443578299
"8",0.00146959857307481,0.000605878820095272,0.00125979774611954,0.00158373632919095,0.000935443547387042,0.00166602640823003,0.000656172314362996,0.00210566939090902,0.000816509140575045,0.000609643650174201
"9",0.00146728699454618,0.0011428050772402,0.00163025780993982,0.000936106666818493,0.000934709370254563,0.00146332203011773,0.000653420429999151,0.00208307407222096,0.000559802076982435,0.000518855793180729
"10",0.00146726164562458,0.000721040235797116,0.00134404852191743,0.00142403674066172,0.000934779165700355,0.00161637456622977,0.000654423991975913,0.00206689759137095,0.000735922055009147,0.000584440483553687
"11",0.00146757478762644,0.0010523265632893,0.00156516751522539,0.00105642578830289,0.000934889042537732,0.00150081179957507,0.000654057671727186,0.00205531646063865,0.000615062034997494,0.000537062433690948
"12",0.00146772492038768,0.000792112383840705,0.00139433585028313,0.0013333872209724,0.00093492941715102,0.00158806780573203,0.000654191340249116,0.00204702524801742,0.000698009579723705,0.00057128809818952
"13",0.0014677511636664,0.000996501125248127,0.0015263166327121,0.00112472196033709,0.000934935139738719,0.00152218490217529,0.000654142559089428,0.00204108936733182,0.000641078994206531,0.000546563650607403
"14",0.00146774233846054,0.000835961361697139,0.00142435118657282,0.00128193226422788,0.000934933267529461,0.00157192998188072,0.000654160360520057,0.00203683972601227,0.000680153851326528,0.000564424466962526
"15",0.00146773451795786,0.000962059355634823,0.00150312744486616,0.00116348859241502,0.000934931831760665,0.00153436981344085,0.000654153864234066,0.00203379730445487,0.000653334176051265,0.000551521903222248
"16",0.0014677320983261,0.000863014091814052,0.00144226664245058,0.0012527251312761,0.000934931408068953,0.00156272972886536,0.000654156234912346,0.00203161916088042,0.000671742388280901,0.000560842650256534
"17",0.00146773206535608,0.000940810445652214,0.0014892863581735,0.00118549351184027,0.000934931378604603,0.00154131649148404,0.000654155369782854,0.00203005977493028,0.000659107523209435,0.000554109389563084
"18",0.0014677323901232,0.000879704316830651,0.00145295996123302,0.00123614642498162,0.000934931411593701,0.00155748461921944,0.00065415568549351,0.00202894337260952,0.000667779737713876,0.00055897346316139
"19",0.00146773254676871,0.00092770089754659,0.0014810249355611,0.00119798405984398,0.000934931429170741,0.00154527682691727,0.000654155570281567,0.0020281441130409,0.000661827372099308,0.000555459680902409
"20",0.00146773257442585,0.000890001376985279,0.00145934255441754,0.00122673593259085,0.000934931433268272,0.00155449435632648,0.00065415561232573,0.00202757190368039,0.000665912910253858,0.000557998019501526
"21",0.00146773256534673,0.000919612941585847,0.00147609388461862,0.00120507401034177,0.000934931433153803,0.00154753463369141,0.000654155596982601,0.00202716224508499,0.000663108710284841,0.000556164336487361
