"","HD","VZ","AXP","BA","RTX","AA","MMM","DD","MDLZ","TRV"
"T+1",0.00556329002481588,0.00203141521289422,-0.0035326231762714,0.000707754297121995,-0.00119950054715634,-0.00142357941473831,-0.0021464772062977,0.00163410984932238,0.000528642539246896,-0.000736868942625151
"T+2",0.00148155111139276,0.000417790737202107,0.00567435939791832,-0.00182581151123077,0.00149738150914904,-0.00025617909075383,0.00199487276674141,0.00374443226712359,0.00101365106733393,0.0001412589071038
"T+3",0.00254833131920661,0.00119013277704584,-0.00183070202662836,-0.00142200273367933,-0.0013752004948844,-0.0027873575600131,-0.000965090327906374,-0.00153534580785802,-0.000146242327892793,0.000481169874508634
"T+4",0.00132966454470235,0.000473952854160893,0.00324922246907242,-0.000915798779013108,0.000724190416206243,-0.000773047742546897,0.00125720767340343,0.00235821722287153,0.000838674967701829,8.60740642933203e-05
"T+5",0.00235122523333928,0.00109427844950841,-0.000275902797985291,-0.000525407523515872,-0.000831384932417352,-0.00246548303742937,-0.00041219220338794,-0.00107780676165706,-2.15976577957845e-05,0.000445968250435688
"T+6",0.00146145519601642,0.000554123255636551,0.00216157495395685,-0.000237618220594678,0.000320556026270235,-0.00104976407731689,0.000841875929872329,0.00183830353220077,0.000728902591759149,0.000124380000909513
"T+7",0.00223232599765801,0.00102426991643266,0.000475304465662365,-2.66402197478435e-05,-0.000532505793188403,-0.00223442733129575,-0.000100191343300807,-0.000656522395661053,7.41345203013772e-05,0.000411239233533808
"T+8",0.00156397961300077,0.00061504427035757,0.00164179828247556,0.000127918786586181,9.92224749733486e-05,-0.00124313763058556,0.000607498075090459,0.00147431434394332,0.000645380590098685,0.000155399431419947
"T+9",0.00214337927991642,0.000971242008920547,0.000834856677987185,0.000241136052078172,-0.000368598982487053,-0.00207262015838894,7.58754116471065e-05,-0.000346270684436414,0.000147002438225289,0.000383570733197524
"T+10",0.0016410820001362,0.000661200696729025,0.00139307121039156,0.000324068803435708,-2.21574400628157e-05,-0.00137853331311627,0.000475235143390862,0.0012091232748776,0.000581807672722155,0.000180075919477345
"T+11",0.00207653631244733,0.000931066569545564,0.00100691745736033,0.000384817765082716,-0.000278712030310416,-0.00195932499888339,0.000175232516893659,-0.000119727955265965,0.000202466019672137,0.000361562959132793
"T+12",0.00169902977484497,0.00069617016526899,0.00127404543040157,0.000429316899665511,-8.87225235200733e-05,-0.00147333540814149,0.000400597191274422,0.00101557289763827,0.000533419003493229,0.000199703575165582
"T+13",0.0020262998853281,0.000900628476948623,0.00108925542455096,0.000461912896020686,-0.000229417775378976,-0.00187999736305376,0.000231301218596593,4.56307159939515e-05,0.000244682249647554,0.000344058016125674
"T+14",0.001742581022035,0.000722664061767405,0.00121708683753637,0.000485789741833476,-0.000125227000688013,-0.00153971446662501,0.00035847787768784,0.000874298911513836,0.000496587858893865,0.0002153153747529
"T+15",0.00198854419055059,0.000877567683980606,0.00112865743318617,0.000503279735375654,-0.000202384668678044,-0.00182445329749741,0.000262941626223724,0.000166327848434264,0.000276815228203171,0.000330134618256987
"T+16",0.00177531240338796,0.00074273661592502,0.00118982987406757,0.000516091305064934,-0.000145246157640787,-0.00158619212522731,0.000334709318574144,0.000771181547364859,0.000468553750204405,0.000227732969989825
"T+17",0.0019601685155059,0.000860096149893753,0.00114751286932358,0.000525475889313434,-0.000187559637669454,-0.00178556214454499,0.000280796781852529,0.000254425967044624,0.000301273317223838,0.000319059974486747
"T+18",0.00179991200477584,0.000757944172519517,0.00117678632751326,0.000532350177449322,-0.000156224719071926,-0.00161873511089944,0.000321296364890083,0.000695915091104309,0.000447215525216794,0.000237609901255305
"T+19",0.00193884248934095,0.000846859202501202,0.00115653594921813,0.000537385652236898,-0.000179429549373014,-0.00175833112062157,0.000290872713436151,0.000318729717407217,0.000319889646784057,0.000310251224223812
"T+20",0.00181840008451405,0.000769465864067032,0.00117054446910119,0.000541074180537587,-0.000162245392738735,-0.00164152123972574,0.000313727234356331,0.000640977307158128,0.000430973887194142,0.000245465993305468
"T+21",0.00192281469823901,0.000836830502365188,0.00116085385362457,0.000543776059029473,-0.000174970986306967,-0.00173926435073628,0.000296558712448898,0.00036566570617357,0.000334059507969935,0.000303244761279762
