"","DIS","MCD","VZ","T","BA","RTX","MMM","DD","MDLZ","TRV"
"1",0.0020858769720818,0.00204485126021679,0.000769053110213068,0.00160298303979715,-9.73037360801291e-06,0.000774470971315288,0.000898566037469172,-0.00134777863732494,0.00094229585712794,-0.000793829861013361
"2",0.00204587563966162,0.000991172906947687,0.000895897930663811,0.00150765675268368,-0.0006947639395533,0.000663167315546403,0.000549240718968138,-0.00102384573022437,0.000755897030786342,-0.000340626588682529
"3",0.0020139980403815,0.00179336175761356,0.000836046410704158,0.000878823585083215,-0.000369054873727113,0.000740567042608727,0.000920492351148832,-0.000774728099505554,0.000757750132947278,-0.000366034838528146
"4",0.00198375247910159,0.00119990674709732,0.000837811403015777,0.000760989488842235,-8.78810169993843e-06,0.000763495969861748,0.000772421419933084,-0.000558759606937355,0.000756803791265233,-0.000325615506158293
"5",0.00195499247033336,0.00163538164791357,0.000838748444250231,0.000807331224587062,0.000272947855558513,0.000773149260560407,0.000840655989600938,-0.000371761937191006,0.000755952814590068,-0.000296463350166993
"6",0.00192764436214448,0.00131658712576929,0.000838654692953797,0.00082999786624462,0.00048189592736495,0.000776963077112892,0.000810122449939175,-0.00020984686558977,0.000755150244139952,-0.000267544813162335
"7",0.00190163883333038,0.00154980288374826,0.000838644442408972,0.000829440291034583,0.000635293689466263,0.000778485247936612,0.000823863758948667,-6.96499993669018e-05,0.000754393920147886,-0.000240328321559882
"8",0.00187690997360598,0.00137922733420376,0.000838646780226447,0.000826787923836177,0.000747681810007679,0.000779091765883772,0.000817686537030168,5.17417965125595e-05,0.00075368116875831,-0.000214514558819171
"9",0.00185339510845314,0.00150397999194862,0.000838646804639192,0.000826308323149072,0.000829990447923802,0.000779333502196384,0.000820464032608819,0.000156850908461233,0.000753009479845326,-0.000190059657749092
"10",0.00183103464018574,0.00141274209905698,0.000838646761797602,0.000826507347575424,0.000890265138350902,0.000779429845354321,0.000819215226721986,0.000247861386843234,0.00075237648774752,-0.000166888059366892
"11",0.00180977189690025,0.00147946861677832,0.000838646764231131,0.000826601730725838,0.000934403625345512,0.000779468242859126,0.000819776714285443,0.000326664328108359,0.000751779963094338,-0.000144932991840671
"12",0.00178955298884261,0.00143066848199668,0.000838646764823641,0.000826598730462356,0.000966725643122657,0.000779483546142374,0.00081952425890421,0.000394897169671608,0.000751217804951941,-0.000124130505161926
"13",0.0017703266718263,0.00146635822252279,0.000838646764741137,0.000826587547425045,0.000990394604444462,0.000779489645250232,0.000819637767633782,0.000453977714040274,0.000750688033423846,-0.000104420103480378
"14",0.00175204421735555,0.0014402567082632,0.000838646764736207,0.00082658559803421,0.00100772705130387,0.000779492076043343,0.000819586731958426,0.000505133589172079,0.000750188782677813,-8.57444530966917e-05
"15",0.00173465928912457,0.00145934592019676,0.000838646764737991,0.00082658645203263,0.00102041935757016,0.000779493044833421,0.000819609678565272,0.000549427757217843,0.000749718294374466,-6.80492321500379e-05
"16",0.00171812782557956,0.0014453851206601,0.000838646764737959,0.000826586844868271,0.0010297137543047,0.000779493430943703,0.000819599361335985,0.000587780601691938,0.000749274911474502,-5.12829702780592e-05
"17",0.00170240792824614,0.00145559528144325,0.00083864676473793,0.00082658682951032,0.00103651990984123,0.000779493584827557,0.000819604000157791,0.00062098905201737,0.000748857072402663,-3.53968992352015e-05
"18",0.00168745975553895,0.00144812813152508,0.000838646764737932,0.000826586782378373,0.00104150396146938,0.000779493646157807,0.000819601914455598,0.000649743142832241,0.000748463305547944,-2.03448109929476e-05
"19",0.00167324542178444,0.00145358919419284,0.000838646764737933,0.000826586774466318,0.00104515371212489,0.000779493670600915,0.000819602852226829,0.000674640352141542,0.00074809222408064,-6.08292334055812e-06
"20",0.0016597289012008,0.00144959527338161,0.000838646764737932,0.000826586778127666,0.00104782637301227,0.00077949368034269,0.000819602430587113,0.000696198016245133,0.000747742521067991,7.4302474657753e-06
"21",0.00164687593659173,0.00145251620734931,0.000838646764737932,0.000826586779761971,0.00104978352485446,0.000779493684225264,0.00081960262016432,0.000714864079410279,0.000747412964871223,2.02340073671177e-05
