"","IBM","MCD","DD","RTX","NKE","KO","MMM","WBA","AXP","TRV"
"1",5.38252663114772e-05,0.000134140933272494,0.000392066574679107,0.000640474777878268,-0.0100225023088279,0.00250765257001625,-9.50528464433937e-05,-0.000720874041831414,0.00474356740887358,0.00291919507024392
"2",0.000398552735573704,-2.63762686489763e-06,0.000594325670648947,-0.00295866569840541,0.00990722852342963,0.000217216920499805,-0.000910561692882721,0.000347477329991512,-0.003387512180495,0.00210449409381243
"3",0.000303599666043969,4.73648634215573e-05,0.000558697375416422,0.00146036112601201,-0.00697802633393992,0.00036832810123652,-0.000453671174217601,-0.000860584410948629,0.00448669545247437,0.00193221461797251
"4",0.000252253647086177,8.77611082357582e-05,0.000530356615704706,-0.00254724701036048,0.00674444478823775,0.000765058268620311,-0.000765414157668641,0.000240595304225511,-0.00232089311241851,0.0018120252025802
"5",0.000206251007706638,0.000118180429017549,0.000502372170500519,0.000985064702363246,-0.00422886281582724,0.000732631843418818,-0.000553992599138783,-0.000777291208587674,0.00351027582664561,0.00170166477991221
"6",0.00016722167506119,0.00014104901458155,0.000474928915735224,-0.00211835189801942,0.00448891835390755,0.000664009666792233,-0.000697401300305551,0.000162666935396686,-0.00148048683773036,0.00159778603653676
"7",0.000133950454058656,0.000158240426657089,0.000448011076240854,0.000607245700394192,-0.00241840020690021,0.000670714120485602,-0.000600126652261473,-0.000705390017802932,0.0027906887157016,0.00149982288601666
"8",0.000105599915684897,0.000171164022504668,0.000421608742553092,-0.00178642893128067,0.00304837918731607,0.00068256681295354,-0.000666108411657909,9.62617672237412e-05,-0.000864629788408525,0.00140742526861717
"9",8.14413916953933e-05,0.000180879299229451,0.000395712037946395,0.000315734125550107,-0.00127630188787568,0.000681216511716747,-0.000621352736420082,-0.000644065014709364,0.00226362984522462,0.0013202760566806
"10",6.0855105376921e-05,0.000188182731099087,0.000370311279276159,-0.0015304178165903,0.00214423157777709,0.000679172223967961,-0.000651710679047369,3.96280059175319e-05,-0.000413567191249251,0.001238077061833
"11",4.33128369428321e-05,0.000193673065402954,0.000345396968713881,9.09011224289219e-05,-0.000560967575076958,0.000679438908305685,-0.000631118772531344,-0.000591763642588095,0.00187760578714121,0.00116054709897426
"12",2.83644791511493e-05,0.000197800408726787,0.000320959790326821,-0.00133296601594909,0.00157842447465577,0.000679790976424971,-0.000645086340069456,-8.67239881992255e-06,-8.32037996958621e-05,0.00108742095942099
"13",1.56264799552518e-05,0.000200903127426592,0.0002969906065909,-8.25040758175175e-05,-0.00011347903064471,0.00067973910075386,-0.000635612086542717,-0.00054715813800702,0.00159487737181334,0.00101844849908914
"14",4.77200177504678e-06,0.000203235587455912,0.000273480454974108,-0.00118067891349858,0.00122452784129069,0.000679678558856411,-0.000642038508297543,-4.9865656930113e-05,0.000158758109102049,0.000953393782493772
"15",-4.47746470354729e-06,0.000204989007702715,0.000250420544585244,-0.000216244942820771,0.000166395285116938,0.00067968852765404,-0.000637679442282016,-0.000509116095222059,0.00138780386192164,0.000892034275656554
"16",-1.23592466481191e-05,0.000206307136426575,0.000227802252886836,-0.00106322563467517,0.00100319473442872,0.000679698922369773,-0.000640636213134078,-8.49975470899669e-05,0.000335973765532553,0.000834160084877658
"17",-1.9075578532294e-05,0.000207298035976087,0.000205617122471007,-0.000319394212115602,0.000341431677893356,0.000679697025748806,-0.000638630624358762,-0.000476671735880454,0.00123614086601011,0.000779573238748048
"18",-2.47987911630938e-05,0.000208042941916949,0.000183856857897091,-0.000972638365740406,0.000864771254259923,0.00067969524387695,-0.000639991022758546,-0.000114959967224425,0.000465768529675635,0.00072808701094468
"19",-2.96757334259568e-05,0.000208602922856495,0.000162513322589813,-0.000398949339836402,0.000450900624354029,0.000679695601710205,-0.000639068259413979,-0.000449001390756315,0.00112506116131546,0.000679525281492018
"20",-3.38315402026089e-05,0.000209023886948004,0.000141578535796868,-0.000902771833488166,0.000778200337704889,0.000679695906657445,-0.000639694173256726,-0.000140513577241675,0.000560831692481258,0.000633721934304883
"21",-3.73728431408006e-05,0.000209340345516189,0.000121044669604764,-0.000460307199081935,0.000519363171381523,0.000679695839625663,-0.000639269613546104,-0.000425402589151775,0.00104370512109686,0.000590520288951822
