"","NKE","IBM","KO","MCD","CAT","DD","RTX","MMM","AXP","TRV"
"1",-3.58554470745835e-06,0.000155680080148333,0.00107829784267217,0.000987215174999778,0.00149915514907629,-0.00291729952170308,-0.000256233100770814,0.000870898975407598,0.00294071272667769,-0.00139646391431752
"2",-0.000436430984196911,-0.000923094762402908,0.000817944394673388,0.00116958142519217,0.00159566028397422,0.000327555179574744,0.00168688260451264,0.000897174007884057,0.00268970589279619,-0.00140098235998639
"3",-0.000407627888505448,1.1282475493509e-05,0.000744211174503487,0.00115209873680178,0.00158931520176925,0.00211493750084337,-0.000145203969686261,0.00074162874120959,0.00252707889014188,-0.00112003661111419
"4",-0.000380704483540161,-0.000498187192079144,0.00069586059728085,0.00115509024145657,0.00158889206089684,0.00016252574585329,0.00150554676346137,0.000683640026476668,0.00238914356847498,-0.000913035080894701
"5",-0.000368329904610133,-0.000247751301685472,0.000657969141288358,0.00115597108022479,0.00158891081420146,0.00149249692606023,2.6428607148348e-05,0.000649665473445638,0.00227040208499032,-0.000739186573212779
"6",-0.000363046188982927,-0.000366892273014962,0.000627672750613944,0.00115705650934192,0.00158891257167856,0.000697161270378611,0.00135083119477255,0.000632237107226369,0.00216811186077156,-0.000595353365738713
"7",-0.000360816077703557,-0.000310849954540393,0.000603400097856848,0.00115810931220373,0.00158891252172127,0.00114832888863869,0.000165065990471998,0.000622980746636023,0.00207999072636243,-0.00047615921081502
"8",-0.000359876601873952,-0.000337105689048892,0.000583949597361198,0.00115915392102872,0.00158891251472316,0.000898551948335094,0.00122669436186218,0.00061811063103614,0.00200407588341732,-0.000377400963585061
"9",-0.000359480955593073,-0.00032482269607863,0.000568362940352681,0.00116018794568074,0.00158891251483125,0.00103520065343806,0.00027620838306965,0.00061554180685468,0.00193867654607668,-0.000295573282421119
"10",-0.000359314343826979,-0.000330565944399323,0.000555872549278324,0.00116121174440739,0.00158891251485814,0.000960886723883525,0.00112718736794696,0.000614187757143477,0.00188233613657094,-0.000227773829277006
"11",-0.000359244182072973,-0.00032788103837551,0.000545863353606344,0.00116222539260132,0.00158891251485803,0.00100117876108372,0.000365297942513293,0.000613473895388872,0.00183379983830167,-0.000171597644758962
"12",-0.000359214636353295,-0.00032913611712694,0.000537842467842231,0.00116322899353889,0.00158891251485793,0.000979366790261824,0.00104742465214553,0.000613097562387754,0.00179198664825977,-0.000125052083099609
"13",-0.000359202194398963,-0.000328549435943776,0.000531414917550069,0.00116422264653783,0.00158891251485793,0.000991165236590093,0.000436710246233176,0.000612899164874454,0.00175596530085951,-8.64861083045891e-05
"14",-0.000359196954986182,-0.00032882367510383,0.000526264189316154,0.00116520645023227,0.00158891251485793,0.000984785880328598,0.000983488550476408,0.000612794572841652,0.00172493352674157,-5.45317315946536e-05
"15",-0.000359194748624916,-0.000328695484739722,0.000522136644585387,0.00116618050224781,0.00158891251485793,0.000988234436465997,0.0004939528344444,0.000612739433522704,0.00169820018458737,-2.8055486760147e-05
"16",-0.00035919381950743,-0.000328755405978877,0.000518829029675258,0.00116714489924554,0.00158891251485793,0.000986370416500001,0.000932238727302704,0.000612710364925101,0.00167516986798293,-6.11822455355114e-06
"17",-0.000359193428248158,-0.00032872739643687,0.000516178466905543,0.00116809973692808,0.00158891251485793,0.000987377903629708,0.000539837279180331,0.000612695040408204,0.00165532964449566,1.20582002426845e-05
"18",-0.000359193263485553,-0.000328740489195547,0.000514054433973327,0.00116904511004947,0.00158891251485793,0.000986833381011005,0.000891157955929365,0.000612686961559098,0.00163823763161605,2.71185307097132e-05
"19",-0.000359193194102619,-0.000328734369126883,0.000512352336611708,0.00116998111242453,0.00158891251485793,0.000987127678044619,0.000576617276984399,0.00061268270251435,0.00162351315512695,3.95969777265925e-05
"20",-0.000359193164884876,-0.000328737229886836,0.000510988358029037,0.00117090783693815,0.00158891251485793,0.000986968621143575,0.000858228480818652,0.000612680457211597,0.00161082827070724,4.99361691735503e-05
"21",-0.000359193152581035,-0.000328735892655524,0.000509895331498395,0.00117182537555453,0.00158891251485793,0.000987054585305486,0.000606099343210817,0.000612679273522588,0.00159990045993851,5.85028505588418e-05
