"","VZ","AXP","T","HD","BA","RTX","MMM","DD","TRV","MDLZ"
"T+1",0.000309632629899697,0.00163967735503729,0.000293431531304181,0.0010693574262913,-0.00183319845523919,0.00491734351698071,0.00511436040808424,0.00387417127691052,0.00605058405288403,0.0030432394286523
"T+2",-0.000387785607249898,-0.00319016703839516,-0.00075611473314544,0.00253694816148697,-0.000984769718233789,-0.00586784155536294,-0.00429835152912201,-0.007822995001301,-0.00177650559852707,-0.00297895403249765
"T+3",0.0008952136702502,-0.000185436476798811,0.000751843118746606,-0.00192060804578342,0.00129914436454315,0.0072982299916012,0.00306220233059891,0.00882783376590802,0.00206883073034628,0.00325106858760104
"T+4",-0.000211897191000816,0.000199229655162974,-0.000232884768632498,0.00217257935052068,-0.000466091467634042,-0.00555308495440277,-0.00284745575267884,-0.00612648988919066,-0.000379548470355297,-0.00165801299904332
"T+5",0.000792822208750853,0.000639015943803965,0.000473280449294778,-0.00125431490718982,0.00120548999090891,0.0072701841604842,0.00189857157941375,0.00804350785090178,0.00131394829625029,0.00230332969365156
"T+6",-0.000114826455132476,0.000812983248431734,-2.57063354324231e-05,0.00157621617144541,-0.000335861613697749,-0.00549483802913357,-0.00191295782624089,-0.0052842654295288,0.000117599255681694,-0.000885830117705937
"T+7",0.000705461380581435,0.000912803815003753,0.000327678649653998,-0.000756824783036803,0.001089991272166,0.00721541066643482,0.00114807738932672,0.00726391667232702,0.000967016256660197,0.00168224429522861
"T+8",-3.58474743000203e-05,0.000961631209454972,7.74957718994993e-05,0.00116553032990494,-0.000228497911034562,-0.00543995850573074,-0.00131023674030861,-0.00454866716166149,0.000363208766016352,-0.000385655532471254
"T+9",0.000634088790262572,0.000987102380915012,0.000254624892343021,-0.000418350056489137,0.000990770543331698,0.00716080433895197,0.000664032725539459,0.00657164607721021,0.000792543950625508,0.00127949040554206
"T+10",2.86535944774323e-05,0.0010000398435546,0.000129218739709913,0.000886641227163775,-0.00013673723842749,-0.00538558394669033,-0.000921500985060134,-0.00389694047732862,0.000487246883296203,-6.13436109318588e-05
"T+11",0.000575797860108978,0.00100668338708264,0.00021800551008207,-0.00018856627453907,0.000905916418211195,0.00710666482513231,0.000351839453484225,0.00595811840618752,0.000704344657141325,0.00101834307239083
"T+12",8.13323106484994e-05,0.00101007958887369,0.000155145044808883,0.000697317757010774,-5.82689911659592e-05,-0.00533167800936486,-0.000670778899940242,-0.00331936911340559,0.000549965150849767,0.000148941403275936
"T+13",0.000528191018688485,0.00101181895834854,0.000199649853263618,-3.25790223024738e-05,0.00083335356031594,0.00705299150467629,0.000150484813286389,0.00541439658335216,0.000659745418510633,0.000849014187421635
"T+14",0.000124355594429833,0.00101270909993284,0.000168140732893455,0.000568796876615086,8.83291777610274e-06,-0.00527823629686979,-0.000509071202312359,-0.00280751296056088,0.000581679943414561,0.000285290973510914
"T+15",0.000489309990421657,0.00101316478263516,0.000190448989049293,7.33117864391907e-05,0.000771301620427809,0.00699978040126428,2.06175331163454e-05,0.0049325385708423,0.000637192822076828,0.000739220720673093
"T+16",0.000159493181016569,0.00101339802635456,0.000174654886046213,0.000481551416591405,6.62149403403733e-05,-0.00522525480737,-0.000404774927576106,-0.00235389499886152,0.000597717244348855,0.000373700532264959
"T+17",0.000457555429233988,0.001013517419784,0.000185837010185961,0.000145194987451534,0.00071823806562924,0.00694702753486428,-6.31426943221377e-05,0.00450550560724723,0.000625788590644885,0.000668030236297741
"T+18",0.000188190432426606,0.00101357853388272,0.00017792013765119,0.000422325474222746,0.00011528502748843,-0.00517272957752606,-0.000337507177905391,-0.00195188897749253,0.000605826869279888,0.000431025612686376
"T+19",0.000431621131681463,0.00101360981673166,0.000183525232886096,0.000193992372654245,0.000672860904942441,0.00689472895929048,-0.000117165352618825,0.0041270597845747,0.000620021782331283,0.000621870066520055
"T+20",0.000211627791633338,0.00101362582961644,0.000179556861227416,0.000382120376466865,0.000157247184714357,-0.00512065667817512,-0.000294121638419875,-0.0015956225708087,0.000609927685090933,0.000468195403958203
"T+21",0.000410440307119978,0.00101363402621226,0.000182366443038505,0.000227118120659891,0.000634056744161938,0.00684288076233554,-0.000152008233287745,0.00379167293412656,0.000617105664887602,0.000591939644040131
