"","NKE","CAT","GS","IBM","MMM","RTX","AXP","WBA","DOW","TRV"
"T+1",0.00218297752226771,0.00120937867237896,0.00097099417800509,-0.000429684779602659,-0.00115435606424216,0.00148313865725008,0.00164797411278488,-0.00240730715099225,-0.00101573402601859,0.000763794397833587
"T+2",0.000400751248337254,0.000185062705371235,0.000796551200748833,0.000421864599826559,-0.000481821977020366,0.000898724586552176,0.000753750277887416,-0.00140264670230782,0.0013211848750554,0.000453656549627911
"T+3",0.000922187670157233,0.000351662790010303,0.000787520846118286,0.000328216226632278,-0.000687817301789972,0.00134249967862004,0.00137392207634532,-0.00133309195322705,0.000729685787552779,0.000502719790132494
"T+4",0.000782932495098824,0.000351441844637338,0.000772559349092547,0.000368043856260791,-0.000676522184122659,0.00109947426398369,0.000935263899654038,-0.00127651342287697,0.000633812110767761,0.000486495439563617
"T+5",0.000825116234869659,0.000369376407784472,0.000761012067711213,0.000383248433813696,-0.000672356233701265,0.00123644436340646,0.00124560656323545,-0.00129705401363287,0.000655744125312551,0.000482905002119589
"T+6",0.000814391539957353,0.000381296427187974,0.00075172193176582,0.000398100448430139,-0.000673289105588407,0.00115946982601539,0.00102604418838907,-0.00128231169992066,0.000659655213952515,0.000477576574160547
"T+7",0.000817862755005273,0.000391181383964172,0.000744270895612983,0.00040977100909125,-0.000673269653954028,0.0012027403990647,0.00118138099392904,-0.00129110600206296,0.00065884538977415,0.000473098723430827
"T+8",0.000817060889462039,0.000399058256541177,0.000738293524940918,0.000419289302670698,-0.000673246121493906,0.00117841691012898,0.00107148273298503,-0.00128563829326294,0.000658686646937126,0.000468948759868199
"T+9",0.00081735526386398,0.000405376919348036,0.000733498438545609,0.000426999279243224,-0.000673250136114637,0.00119208980005743,0.00114923396339425,-0.00128900467663806,0.000658716412911815,0.00046517975209836
"T+10",0.000817299083228305,0.000410439906293812,0.00072965178370636,0.000433252263401487,-0.000673250210979052,0.00118440390157681,0.00109422623371573,-0.00128692731098591,0.000658722826449895,0.000461742806047527
"T+11",0.00081732532784218,0.000414497524375967,0.00072656596816626,0.000438322441237213,-0.000673250086363059,0.00118872435156255,0.00113314330690492,-0.00128820855032814,0.000658721737870861,0.000458611232549936
"T+12",0.000817322000404975,0.000417749307293273,0.000724090503637022,0.000442433720442579,-0.000673250102589549,0.0011862957105813,0.00110561011121653,-0.00128741823232141,0.000658721479834674,0.000455757428079658
"T+13",0.000817324522315762,0.000420355306540693,0.00072210466729882,0.000445767427918964,-0.000673250103726891,0.00118766091490883,0.00112508939890936,-0.00128790571679061,0.000658721519422119,0.000453156841234891
"T+14",0.000817324430032291,0.000422443768780219,0.000720511614392714,0.00044847063054271,-0.000673250103100328,0.0011868934968877,0.001111308120001,-0.00128760502424366,0.000658721529763685,0.000450786988150924
"T+15",0.00081732469700536,0.00042411747425342,0.000719233655321854,0.000450662575294187,-0.000673250103160383,0.0011873248831698,0.0011210581504613,-0.00128779049858939,0.000658721528333146,0.000448627400190069
"T+16",0.000817324715786577,0.00042545879126862,0.000718208466904989,0.000452439956674738,-0.000673250103169271,0.00118708238935384,0.0011141601626469,-0.00128767609353957,0.000658721527920161,0.000446659421050646
"T+17",0.00081732474714107,0.000426533730301834,0.000717386053015501,0.00045388118120548,-0.000673250103166264,0.00118721870164104,0.00111904037672226,-0.0012877466613274,0.000658721527971482,0.000444866050393628
"T+18",0.000817324752599763,0.000427395192514842,0.000716726306383079,0.000455049826367324,-0.000673250103166455,0.00118714207684313,0.00111558770471671,-0.00128770313341679,0.000658721527987919,0.00044323179610471
"T+19",0.000817324756634504,0.000428085573198401,0.000716197052652622,0.000455997445204499,-0.000673250103166512,0.00118718514970013,0.0011180304139491,-0.00128772998247995,0.000658721527986093,0.000441742540626805
"T+20",0.000817324757671013,0.000428638848177878,0.000715772481313508,0.000456765840513812,-0.000673250103166498,0.0011871609372903,0.00111630223693594,-0.00128771342133141,0.000658721527985441,0.000440385418975353
"T+21",0.000817324758226393,0.000429082245871651,0.000715431886979216,0.000457388908912419,-0.000673250103166498,0.0011871745477362,0.00111752489403701,-0.00128772363664653,0.000658721527985505,0.000439148707609171
