"","MCD","DIS","VZ","T","BA","RTX","MMM","DD","MDLZ","TRV"
"1",0.00427712448049769,0.00284013411435645,0.000525840616555391,0.000583120649676424,0.00268009884993541,0.00106601139342786,0.000760326556744449,0.00137795481496337,-0.000815839683885619,0.000514206679665049
"2",0.00414430563526358,0.00182559249789449,0.000284500005846488,0.000360121663986164,0.000968307713516055,0.00106295650612514,0.000500152786611974,0.00123099177508758,0.0012655491509278,0.000454368647929071
"3",0.00399450468610707,0.00188998252736812,2.54282942161307e-05,0.000253788872050278,0.000965089118396831,0.0011082186551154,0.000947464682935781,0.00124209583370641,-0.000657831346089783,0.000472746569901862
"4",0.00385360351603684,0.00195873068489241,0.000167137926292377,0.000288801055889641,0.00119838700397573,0.00110851380446334,0.000699356560948016,0.00123749293663515,0.00121102676931685,0.000483402097627672
"5",0.00372010261047274,0.00192720856369398,6.16248664288368e-05,0.000285097107676475,0.00140444763990122,0.00110967503653075,0.00084623047597505,0.00123850348516956,-0.000609773827975797,0.000491231338039911
"6",0.00359365358208743,0.0019326770847394,0.000136522192522878,0.000284454593439531,0.00155387629663785,0.00110969217173687,0.000759794610653696,0.00123824261837187,0.0011644566002236,0.000496895339499952
"7",0.00347388227243628,0.00193351998855537,8.30047341313898e-05,0.000284768725988691,0.00165714973438487,0.00110972204284038,0.000810688765304,0.00123830675883197,-0.000564407601395913,0.000500996667699331
"8",0.00336043610244192,0.00193270570470111,0.000121209788008946,0.000284721934386874,0.00172755650839713,0.00110972272793637,0.000780723230862546,0.00123829076496368,0.00112025102058634,0.00050396629602784
"9",0.00325298103777484,0.00193293227193624,9.39323953973935e-05,0.000284719396627039,0.00177536323512249,0.0011097234983449,0.000798366452721045,0.00123829473677864,-0.000521332353994013,0.000506116506986574
"10",0.00315120068758752,0.00193292223765645,0.000113407371285372,0.000284722037301806,0.00180778527540741,0.00110972352223964,0.000787978412823244,0.00123829374926103,0.0010782771712836,0.000507673404271719
"11",0.00305479536954259,0.00193290526454623,9.95029755054535e-05,0.00028472151932446,0.00182976563593019,0.00110972354216068,0.000794094720669445,0.00123829399470305,-0.000480431739346874,0.000508800702583621
"12",0.00296348122756707,0.00193291251095356,0.000109430184308059,0.000284721527652821,0.00184466549661687,0.00110972354293675,0.000790493538739584,0.00123829393369358,0.00103842234953726,0.000509616942354404
"13",0.00287698939606002,0.00193291136071784,0.000102342535108653,0.000284721548217119,0.0018547653593864,0.00110972354345317,0.000792613855705505,0.00123829394885824,-0.000441595970488441,0.000510207954827678
"14",0.00279506520824417,0.00193291112709253,0.000107402846804944,0.000284721542960619,0.00186161147920225,0.0011097235434773,0.000791365447787372,0.00123829394508885,0.00100057957727664,0.000510635887594577
"15",0.00271746744632445,0.00193291131937192,0.000103789976900007,0.00028472154331647,0.00186625205899471,0.00110972354349072,0.000792100489932066,0.00123829394602578,-0.00040472080477228,0.000510945739689528
"16",0.00264396763124558,0.0019329112690342,0.000106369428469706,0.000284721543460586,0.00186939763085551,0.00110972354349145,0.000791667709150537,0.00123829394579289,0.000964647277253013,0.00051117009343893
"17",0.00257434934995784,0.00193291127022446,0.00010452779824896,0.000284721543410799,0.00187152982557219,0.0011097235434918,0.00079192252338971,0.00123829394585078,-0.000369707262191173,0.000511332540637741
"18",0.00250840761820981,0.00193291127438294,0.000105842652115493,0.000284721543416375,0.00187297511251846,0.00110972354349182,0.000791772492937212,0.00123829394583639,0.000930529000291261,0.000511450163331687
"19",0.0024459482769923,0.00193291127272349,0.00010490389651143,0.000284721543417215,0.00187395478585268,0.00110972354349183,0.000791860828411516,0.00123829394583997,-0.000336461359690952,0.000511535330070371
"20",0.00238678742085596,0.00193291127296206,0.000105574132274195,0.000284721543416772,0.00187461884764152,0.00110972354349183,0.000791808817930373,0.00123829394583908,0.000898133166401604,0.000511596996515296
"21",0.00233075085641964,0.00193291127302482,0.000105095609455535,0.000284721543416841,0.00187506897529431,0.00110972354349183,0.000791839440850214,0.0012382939458393,-0.000304893858901968,0.000511641647167516
