"","WMT","MCD","CAT","DD","RTX","UNH","AXP","MMM","NKE","TRV"
"1",0.00151012533047531,-0.00120626886683408,0.00498952753291546,-0.00793691977804588,-0.000409590585522023,0.000914362611215934,0.000717273945421432,0.000751311565322466,0.000360092283379111,0.00143872249894764
"2",0.00197022689656813,0.000251747011317207,-0.00238731000931984,0.00191513936756004,-6.9106538878687e-05,0.00147273066953263,0.00208815199581325,0.00151465732117356,0.00105237324956074,0.00124741499292469
"3",0.00081015645274468,0.000292772489160723,-0.000609562651379995,0.00364500454157047,1.44334941748237e-05,0.00102949724944922,0.000782433499505592,0.00101068570077994,0.000760214669838339,0.00119833864795918
"4",0.000403472745370524,-4.95038972188696e-06,-0.000355406753306907,0.00387024383801222,5.10992947531881e-05,0.0013239447935323,0.00091685955163722,0.000929029009805356,0.00102359567150505,0.00114522381476001
"5",0.000198516504862059,0.000247760414600302,5.94766280366966e-06,0.00381938420518156,6.31371075386252e-05,0.00112691324698217,0.000741447797756461,0.00087331493663294,0.000777759886793273,0.00110533059531264
"6",0.000103626670893244,8.04777267337947e-05,0.000258837876241971,0.00372040787683602,6.76577285096902e-05,0.00125871594772568,0.000752606006698496,0.000853048850965826,0.00100745490964825,0.00107355761403009
"7",5.89078389108835e-05,0.000181218512968989,0.00045687577237238,0.00361553613566127,6.92488397687149e-05,0.00117054632418751,0.00072874625564841,0.000843916420170992,0.00079283451177556,0.0010485204004225
"8",3.79134153656974e-05,0.000123261919519051,0.000608506526412188,0.00351250484481879,6.98263157342002e-05,0.00122952749555222,0.000729275277480497,0.000840128717824269,0.0009933697882525,0.00102875346530311
"9",2.80489935420455e-05,0.000155795888155886,0.000725110835182795,0.0034126506796539,7.00328523561764e-05,0.00119007197185519,0.000725987612180579,0.000838508548450153,0.000805995249227061,0.00101315273026862
"10",2.34149134607261e-05,0.00013778541162419,0.000814703928554138,0.00331612559891867,7.01072384080126e-05,0.00121646579063343,0.000725920591767621,0.000837823560387651,0.000981072764351755,0.0010008393534166
"11",2.12378472153769e-05,0.000147675040742562,0.000883554228382076,0.00322286486741909,7.01339402115328e-05,0.0011988096146545,0.000725461604443773,0.000837532684922516,0.000817485243537524,0.000991120734238652
"12",2.02150812061015e-05,0.000142270816052975,0.00093646246297389,0.00313276667176962,7.01435403652186e-05,0.001210620734251,0.000725432702831396,0.000837409370103873,0.000970336835857092,0.000983450073033855
"13",1.97345941751007e-05,0.000145215400378724,0.000977120218512826,0.00304572536147187,7.01469893212136e-05,0.00120271967196609,0.000725367789353473,0.000837357059136088,0.000827516594078629,0.000977395815549508
"14",1.95088654155347e-05,0.000143613811575334,0.00100836395788172,0.00296163751718081,7.01482288409929e-05,0.00120800509683373,0.000725361007144355,0.000837334873652429,0.000960963823198841,0.00097261734404848
"15",1.94028199375288e-05,0.000144484002626616,0.00103237343566911,0.00288040297747783,7.01486742354111e-05,0.00120446940567929,0.000725351711495187,0.000837325463792112,0.000836274474279479,0.000968845818028669
"16",1.93530006622222e-05,0.000144011508641886,0.00105082369191304,0.00280192493301169,7.01488342912704e-05,0.00120683461041735,0.000725350373526888,0.000837321472779452,0.000952780705517364,0.000965869048460563
"17",1.93295959848363e-05,0.000144267960720109,0.00106500192442159,0.00272610985075777,7.01488918063162e-05,0.00120525240393817,0.000725349026720376,0.000837319780046563,0.000843920549979671,0.000963519559947979
"18",1.93186006638537e-05,0.000144128801667976,0.0010758972894541,0.00265286736989977,7.01489124743623e-05,0.00120631082281518,0.000725348783570995,0.000837319062100649,0.000945636426785385,0.000961665168418901
"19",1.93134351543473e-05,0.000144204302690969,0.00108426991129957,0.00258211019549852,7.01489199013642e-05,0.00120560279226799,0.000725348586332541,0.000837318757594696,0.000850595963695353,0.000960201544347253
"20",1.9311008441339e-05,0.000144163343134839,0.00109070391294648,0.00251375399470203,7.01489225702468e-05,0.00120607643013164,0.000725348544174383,0.000837318628443164,0.000939399107393567,0.000959046343091465
"21",1.93098683919367e-05,0.000144185562613514,0.00109564816791904,0.00244771729627943,7.01489235293041e-05,0.00120575958952812,0.000725348515009295,0.000837318573665509,0.000856423940035478,0.000958134572120201
