"","KO","T","MCD","VZ","RTX","MMM","HON","DD","MO"
"1",0.00127658395965424,0.00419570496365878,0.0013298711478341,0.0013258743886314,-0.00154313191140199,0.00287891680297628,0.000484653437472547,0.00086941650009935,-1.89241425541265e-05
"2",0.000872296846837832,0.00393629067864433,0.0016240332277179,0.00123727807827272,-0.00074336697997578,0.00240990981326194,0.000981206123241935,0.000665957868617646,0.00110573111030375
"3",0.000822102896034162,0.00366189404327303,0.00123557882662469,0.00111577057379448,-0.000737215349697866,0.00136949675185992,0.0013981023247487,0.000921440268445278,7.13923699778959e-05
"4",0.000817782353121196,0.00341501296964825,0.00127815251769126,0.00105037219072571,-0.000684862409096214,0.00118384016448249,0.00153653016263214,0.000877858614284298,0.000977876929139596
"5",0.000817317795092151,0.00319388991500432,0.00125538943225938,0.00101728247717115,-0.000637407069385051,0.00108963159652306,0.0016091399545545,0.000864522141744319,0.000181294083052944
"6",0.000817274323730688,0.00299586464929009,0.00125917138338785,0.00100065200647471,-0.00059165279720333,0.00106367909730376,0.00163874162249079,0.000871896602760643,0.000881191494899465
"7",0.000817269893155032,0.00281852519521217,0.00125774593569726,0.000992300066280738,-0.000547715467880108,0.00105378042592476,0.00165251987325211,0.000871340818585237,0.000266238870368573
"8",0.000817269464924096,0.00265971072347967,0.00125803945960795,0.000988106022259266,-0.000505512191026587,0.00105064207225535,0.00165848950586108,0.000870783468075045,0.00080655597003343
"9",0.000817269422156197,0.0025174861042325,0.00125794616419393,0.000985999944627798,-0.000464975184273983,0.00104954041640837,0.00166117668583888,0.000870972591972015,0.000331816022660373
"10",0.000817269417970725,0.00239011835180448,0.00125796771206029,0.000984942359612981,-0.000426038620037379,0.00104917517722662,0.00166236171207102,0.000870978596662542,0.000748937778385441
"11",0.000817269417555943,0.00227605550920821,0.00125796143968101,0.000984411284258786,-0.000388639313639756,0.00104905018142742,0.00166289007432396,0.000870959329382188,0.000382441215207414
"12",0.000817269417515156,0.00217390773778943,0.00125796298052439,0.000984144600234431,-0.000352716572324059,0.00104900815620751,0.00166312426833309,0.000870963494752177,0.000704456859265825
"13",0.000817269417511126,0.0020824303822517,0.0012579625522694,0.000984010682574403,-0.00031821209971227,0.00104899388647936,0.00166322840199355,0.000870964284810048,0.000421523578475371
"14",0.000817269417510729,0.00200050880471802,0.00125796266101021,0.000983943434677918,-0.000285069901020511,0.00104898906781225,0.0016632746264012,0.000870963698958807,0.000670117840449575
"15",0.00081726941751069,0.00192714480303524,0.00125796263151892,0.000983909665572479,-0.000253236192200178,0.00104898743561366,0.0016632951638039,0.000870963768460982,0.000451694942606501
"16",0.000817269417510686,0.0018614444478303,0.00125796263914097,0.000983892708127834,-0.000222659312655074,0.0010489868836957,0.00166330428409158,0.000870963806515337,0.000643608311496393
"17",0.000817269417510686,0.00180260719011473,0.00125796263710057,0.000983884192802209,-0.000193289641405249,0.00104898669688952,0.00166330833530119,0.000870963790633758,0.000474987065636314
"18",0.000817269417510686,0.00174991610671511,0.00125796263763292,0.000983879916758736,-0.000165079516560745,0.00104898663369545,0.00166331013458736,0.000870963790952623,0.000623143104581773
"19",0.000817269417510686,0.00170272916467157,0.0012579626374914,0.000983877769506993,-0.000137983157974597,0.00104898661231136,0.00166331093377411,0.000870963792368503,0.000492968453314978
"20",0.000817269417510686,0.00166047139816232,0.00125796263752851,0.000983876691246195,-0.000111956592949588,0.00104898660507645,0.00166331128873368,0.000870963791990891,0.000607344080208391
"21",0.000817269417510686,0.00162262790263123,0.00125796263751868,0.000983876149788329,-8.69575848781746e-05,0.00104898660262843,0.00166331144639271,0.00087096379195039,0.000506849983239773
