"","KO","CAT","DIS","T","MCD","VZ","RTX","MMM","DD"
"1",0.00157180129279421,0.000778325935369691,0.00680836626969627,0.000631962201575081,0.00300572646566565,-3.30689122278608e-05,0.00441162662357154,-0.000866544393696618,-0.00202231592692382
"2",-0.00129777552153164,-0.000678532180898027,0.000975310783381514,-0.00156208423047533,0.000961337374431624,-0.00112609779735282,-0.00138763303847013,-0.000320393493747451,-0.000831988451841106
"3",0.00121223248955058,-0.000319891905492133,-0.00315928152673868,-9.61135697582481e-05,0.00110871369379438,-0.000197350468813962,-0.00014676458393579,-0.00077409956120732,-0.000871706617079391
"4",-0.000658422773755745,-0.000607601523231099,0.00217199559589587,-0.00111957713184228,0.00119776993783957,-0.000616962808728258,-0.000753028873313557,-0.000853489976796462,-0.00092915097984473
"5",0.000710219595006395,-0.0003555455175778,-0.00234407894394321,-0.00039768602507314,0.00111857796122501,-0.00040200791186478,-0.00024847315376889,-0.000843505915809928,-0.000942830457727109
"6",-0.000288778599233765,-0.000577060946500033,0.00111141832600583,-0.000908045736169645,0.00116782613052692,-0.000508846770953463,-0.000724172072955056,-0.00083883033465655,-0.00094419715444227
"7",0.000440188327396032,-0.000382364818382918,-0.00144419451566696,-0.000547046431461005,0.00113948973077149,-0.000455371645981609,-0.000266909606686329,-0.000838690832941851,-0.000944020817584588
"8",-9.17165422826393e-05,-0.000553489331089585,0.000422513853358124,-0.000802426350396269,0.00115543968329729,-0.000482093293659182,-0.000707667099668806,-0.000838876961743357,-0.000943920167751535
"9",0.000296396213665427,-0.000403082629427597,-0.000934601876109879,-0.000621759533355367,0.00114652101672522,-0.000468735318342935,-0.000282653201431948,-0.000838905855619846,-0.000943900405797211
"10",1.32038199999143e-05,-0.000535279797686229,5.02641327840432e-05,-0.000749571807276987,0.00115149790922868,-0.000475412286152472,-0.000692508336818763,-0.000838901308945939,-0.000943899127417333
"11",0.000219839453231939,-0.000419087559541433,-0.000663965511397432,-0.000659151226323009,0.00114872238977001,-0.000472074742324988,-0.000297268254159598,-0.000838899495297086,-0.000943899566867191
"12",6.90646251884264e-05,-0.000521212562542627,-0.000146140068014964,-0.000723119134728578,0.00115026994475221,-0.000473743036216087,-0.000678414857043174,-0.000838899470476898,-0.0009438997338617
"13",0.000179079768192385,-0.000431451693791665,-0.000521531675559796,-0.000677865128085867,0.00114940712148552,-0.000472909127266135,-0.000310859132181481,-0.000838899546268795,-0.000943899760862381
"14",9.88055483836089e-05,-0.000510345337093035,-0.000249406537347703,-0.000709880011766705,0.00114988817074051,-0.00047332596266671,-0.000665308608469904,-0.000838899556644082,-0.000943899761447505
"15",0.000157378851928973,-0.000441003239139052,-0.000446669791949711,-0.000687231127027894,0.00114961997322488,-0.000473117604473718,-0.000323498039016391,-0.000838899554622136,-0.000943899760538843
"16",0.000114639951490205,-0.00050195018425974,-0.000303674678923302,-0.000703254048910031,0.00114976950007434,-0.000473221753823555,-0.000653120378039807,-0.000838899553923134,-0.000943899760274646
"17",0.000145825039237553,-0.000448382002316223,-0.000407330864259288,-0.000691918655196683,0.00114968613514697,-0.000473169694017543,-0.000335251663320194,-0.000838899553925287,-0.000943899760240339
"18",0.000123070366379204,-0.000495464757835001,-0.000332191265077054,-0.000699937863652321,0.00114973261315382,-0.000473195716488198,-0.000641785862724595,-0.000838899553955936,-0.000943899760241645
"19",0.000139673658987688,-0.000454082247045696,-0.000386659384555906,-0.000694264685827031,0.00114970670051796,-0.000473182708967983,-0.000346182014175071,-0.000838899553959601,-0.000943899760243344
"20",0.00012755881439471,-0.000490454633928276,-0.000347175867316548,-0.000698278167558485,0.00114972114745172,-0.000473189210871064,-0.000631245264693571,-0.000838899553958719,-0.000943899760243743
"21",0.000136398594730631,-0.000458485802112542,-0.000375797161233909,-0.000695438835511301,0.00114971309292978,-0.000473185960847771,-0.000356346757130463,-0.000838899553958451,-0.000943899760243782
