"","MRK","CVX","MCD","NKE","DD","KO","RTX","MMM","AXP","TRV"
"T+1",-0.000212373070826485,-0.000917734216689011,-0.00241468534048465,0.000403734758579735,0.000758079330061367,-0.000307401527456467,0.00212964989252817,-0.00507789010125194,0.00310975939737392,-0.000884215672576613
"T+2",0.00195391793897214,0.00382277445841049,0.00261904144035065,0.00132917553056867,0.00308677704110885,0.000407396776009561,0.00152097582349385,0.00441513213447764,0.00297344733891337,0.00250841310966672
"T+3",-0.000275123659814973,0.000820159627930686,0.000688156349621548,0.00108139297236295,-0.00144332753374016,6.50831162031758e-05,-0.000187862542700857,-0.00318476573961085,0.000667253641549493,-0.00127794520477025
"T+4",0.000536495329376204,0.000897876721260898,0.00241939863755858,0.000969479743121772,0.00209867736106239,0.000452645986016978,0.00148515031126247,0.00388492328332551,0.00109622668985759,0.00155508095853743
"T+5",0.000413362369760884,0.00134264530015353,0.000720351277733735,0.000940219223829129,-0.00028213262266726,7.62102022649333e-05,9.55462110693598e-05,-0.00259468251537451,0.00147755102385973,-0.000454703078097972
"T+6",0.000375376395768198,0.00121014000693637,0.00239711060859631,0.000934075664896159,0.00124687120475775,0.000449193166425761,0.00122242034585529,0.0033522870624637,0.00132623956017869,0.000958117856580268
"T+7",0.000408363912653168,0.00117702413128872,0.000741807744884177,0.000932970020041982,0.000280127723144772,8.06425155693275e-05,0.000312147744979926,-0.00210512639130482,0.00127720045427202,-3.34474564998817e-05
"T+8",0.000397062205759721,0.00120654871042535,0.00237595976655538,0.000932799098048135,0.000887972941283894,0.000444949801324966,0.00104698167880004,0.00290309166370028,0.00131567422870282,0.000662265009424766
"T+9",0.000398543619779736,0.00120369059151424,0.000762686540755676,0.000932777659972047,0.000506557786729687,8.48554408338756e-05,0.000453836602460995,-0.00169289873754608,0.00131866611162385,0.000174157213559678
"T+10",0.000399184606745246,0.00119988426247753,0.0023553478322875,0.000932776002035393,0.0007457151045232,0.00044078808316302,0.000932604528480694,0.00252479501272005,0.00131053549810764,0.000516607612122385
"T+11",0.000398699344956898,0.00120135845957102,0.000783035121367247,0.000932776136618162,0.00059579738281014,8.89693968947706e-05,0.000546159336469994,-0.00134573970191432,0.00131136110807756,0.000276349042505432
"T+12",0.00039885576032935,0.00120154973047692,0.00233525923493732,0.000932776234340834,0.000689765338179385,0.000436721722616001,0.000858084607064167,0.00220621069514981,0.00131282520338252,0.000444911156524608
"T+13",0.000398838694536574,0.00120126923024213,0.000802867057449212,0.000932776262505861,0.000630868624025264,9.29887641169416e-05,0.000606309274527915,-0.00105337810905827,0.00131240669993436,0.000326650297744918
"T+14",0.000398828172072647,0.00120131551987925,0.00231568068088124,0.000932776268739152,0.000667783098537239,0.000432748812598805,0.000809533646577915,0.00193791343076334,0.00131219009479731,0.000409620487503234
"T+15",0.000398835270014232,0.00120134649994019,0.000822195466806924,0.000932776269909636,0.000644646460809301,9.69157548379869e-05,0.000645497937084167,-0.000807164434472335,0.00131231062191224,0.00035140974518458
"T+16",0.000398833119372899,0.00120133092896325,0.00229659922025701,0.000932776270099231,0.000659147630921147,0.00042886721056113,0.000777901908655316,0.00171196564224923,0.00131233245033102,0.000392249600199088
"T+17",0.000398833303054623,0.00120133033962642,0.000841033133829364,0.000932776270124801,0.000650058851316902,0.000100752492817927,0.000671029985822912,-0.000599814443776971,0.00131230480821651,0.000363596920451684
"T+18",0.000398833472219152,0.00120133291485322,0.00227800223201609,0.000932776270127234,0.000655755349937754,0.00042507481809667,0.000757293318820033,0.00152168266172482,0.00131230530970236,0.000383699245898424
"T+19",0.000398833368962134,0.00120133230887936,0.000859392518312641,0.000932776270127225,0.000652185003290205,0.000104501052318443,0.000687664529306911,-0.000425193685146469,0.00131231068914513,0.00036959573125587
"T+20",0.000398833398322753,0.00120133207347239,0.00225987741555451,0.000932776270127144,0.000654422759434475,0.000421369584933058,0.000743866488593867,0.00136143496505401,0.00131230965222378,0.000379490562866256
"T+21",0.000398833396575842,0.00120133223123204,0.000877285763702491,0.000932776270127118,0.00065302021984966,0.000108163459916579,0.000698502203938347,-0.000278136001457004,0.00131230876907119,0.000372548485300535
