"","IBM","CAT","MCD","AMGN","HON","AXP","MMM","WBA","DOW","TRV"
"1",0.00131217958233847,0.00468696254079727,0.00178346928458884,-0.000304360128940682,0.000566996951787517,0.00941362676604601,0.0027431737403666,-0.000932856322168756,0.00537534503274881,0.0021983446639422
"2",0.00181727357222046,0.00260939913058413,0.000770634999636583,-0.000148331079601936,0.00103649315246309,0.00894627343249422,0.00283616495170516,-0.000133526883394855,0.00361604923630262,0.00183879436141067
"3",0.000764153209838101,0.00104617335518555,0.000987127746347317,0.000112645415059915,0.00124637065588832,0.00787853624033941,0.0027999626180031,-0.000771385608892762,0.00378875396244162,0.00159247848412925
"4",0.000585727002212656,0.00273658831637696,0.000967669531088489,-3.01818479659875e-05,0.0012460120055896,0.00696642162604292,0.00276048342155668,-0.000540027123928224,0.00370045014936565,0.00142386685560721
"5",0.000709633579758185,0.00132143257524779,0.000975901303296284,8.32289837176162e-05,0.00123588611127123,0.00621219870111646,0.00272200123344893,-0.000677347177461475,0.0036494213067422,0.00130844645352064
"6",0.000746734529845675,0.00246478952968736,0.000976145967104059,-2.71119178303075e-07,0.0012348318832797,0.00558962577380866,0.00268463007521364,-0.000618441385508955,0.00359504125043744,0.00122943725745088
"7",0.000733839447089238,0.00154638216027116,0.000976608483027857,6.20465725898203e-05,0.00123520704050875,0.00507577247693134,0.00264834261304551,-0.000649554092284939,0.00354278978848825,0.00117535277194626
"8",0.000727469784534194,0.00228337970537865,0.00097669136599517,1.56537642447718e-05,0.0012352974099787,0.00465165537527751,0.00261310758393116,-0.000635212124452488,0.00349187583058383,0.00113833009967761
"9",0.000728549637020021,0.00169205556923847,0.000976727852658204,5.02070130042676e-05,0.00123528894012541,0.00430160358947273,0.00257889447005744,-0.000642430978287108,0.00344236261294271,0.00111298681963856
"10",0.000729524698722353,0.00216648672563911,0.000976737676549813,2.44740015946575e-05,0.00123528370020498,0.00401268279298142,0.0025456736331894,-0.000638999790206335,0.0033941983613425,0.00109563848134258
"11",0.000729480425368223,0.00178584290561149,0.000976741053838343,4.36385695959699e-05,0.00123528355285606,0.00377421742883184,0.00251341629449568,-0.000640692365588613,0.00334734812498827,0.0010837629529513
"12",0.000729343811958323,0.00209123938440656,0.000976742074363118,2.93658666466869e-05,0.00123528378912571,0.00357739625643135,0.00248209450980595,-0.000639877357161318,0.00330177580994359,0.00107563374932581
"13",0.000729335528230574,0.00184621505432292,0.000976742403860592,3.99953864548157e-05,0.00123528382120893,0.00341494677852434,0.00245168114540955,-0.000640275999296722,0.00325744659202496,0.00107006903259006
"14",0.000729353154860692,0.0020428018690815,0.000976742506633582,3.20791087184314e-05,0.00123528381324729,0.00328086652409644,0.00242214985455016,-0.000640082989051165,0.00321432655816229,0.00106625979446839
"15",0.000729356118222377,0.00188507722361535,0.000976742539267411,3.79747141103242e-05,0.00123528381086273,0.00317020125844541,0.00239347505460183,-0.000640177058785673,0.00317238272562311,0.0010636522412439
"16",0.000729354041923733,0.0020116221488301,0.000976742549533963,3.35839936248874e-05,0.00123528381099309,0.00307886192534324,0.00236563190490711,-0.000640131407469154,0.0031315830106392,0.00106186728225701
"17",0.000729353423814177,0.00191009319596044,0.00097674255277939,3.68539591519351e-05,0.0012352838111215,0.00300347355734477,0.00233859628525781,-0.000640153623610719,0.00309189620470093,0.00106064541704061
"18",0.000729353640271836,0.00199155144687911,0.000976742553802763,3.44186698680025e-05,0.00123528381112882,0.00294125057151329,0.00231234477499997,-0.000640142831741157,0.00305329195057156,0.00105980900868726
"19",0.00072935374656134,0.00192619623090217,0.000976742554125879,3.62323384976864e-05,0.00123528381112342,0.00288989384276883,0.0022868546327448,-0.000640148080251599,0.0030157407190818,0.00105923645868405
"20",0.000729353728368817,0.00197863173261279,0.00097674255422783,3.48816185154691e-05,0.0012352838111225,0.00284750575174287,0.00226210377666805,-0.000640145529646006,0.0029792137865403,0.00105884452870767
"21",0.000729353712080024,0.00193656191770139,0.000976742554260009,3.58875599760546e-05,0.00123528381112266,0.00281252006817714,0.00223807076538081,-0.00064014676977333,0.00294368321276259,0.00105857623929099
