"","KO","MRK","IBM","UNH","RTX","CAT","DD","AXP","MMM","TRV"
"1",-0.000536991347176189,0.00938450413017641,-3.09277038377503e-05,0.00132860545097992,-0.000799395136618871,0.000594462702122379,-0.00125893011287039,8.86686940799729e-06,-0.000417890304209845,0.000100486831892892
"2",-0.000372572811213755,0.00112445354413044,-9.34144185472084e-05,0.000693566397376373,0.000583220346716309,0.000939592883935412,0.000248623561102895,-0.000343292204259358,-0.000591418833022119,-5.60438872142618e-05
"3",0.000197625368755854,-0.000962152577599136,-5.99576942566588e-05,0.00102017882609778,-0.000111512281838304,0.000813090966174531,0.000194742356183386,-0.000370828369344382,-0.000339584867041015,-9.75360909664279e-05
"4",0.000176448333531609,0.000240978081079425,-3.82142009033939e-05,0.00106212778630751,0.000299655099341696,0.000718895035688402,0.000403990485932324,-0.000356358666410757,-0.000219153009649639,-0.000111711962415399
"5",0.000105062518044811,0.000610462717391421,-2.48451019152908e-05,0.00104324356241919,4.66309476436425e-05,0.000671187297877515,0.00037455702039863,-0.000354857963758765,-0.000112861962002545,-0.000116507264509087
"6",0.000107787996950645,0.000437702700509481,-1.66371043297019e-05,0.00104050701980526,0.000203618608474108,0.000648786825173757,0.000405925554746417,-0.000355444299034234,-3.38625131250918e-05,-0.000118129941886988
"7",0.00011672504954848,0.000373802714553399,-1.15979819248804e-05,0.0010415948884067,0.00010605314765234,0.000638472538657572,0.000398629770942598,-0.000355521593188331,2.72936363889712e-05,-0.000118679031407152
"8",0.000116374538527644,0.000398198780292294,-8.50432520915548e-06,0.00104177156054015,0.000166709218267396,0.000633748686382647,0.000403637591873026,-0.000355498200136899,7.41590294805471e-05,-0.000118864835087007
"9",0.000115255685630285,0.000409042176771984,-6.60504378268489e-06,0.00104170913529212,0.000128996974696475,0.000631588424880624,0.000402122240010439,-0.000355494370282543,0.000110162823446948,-0.00011892770827193
"10",0.000115300731836792,0.000405666072274783,-5.43902238294042e-06,0.00104169782936041,0.000152444474106349,0.000630600928653382,0.000402958841547467,-0.000355495287022778,0.000137805286998424,-0.000118948983616893
"11",0.000115440802747873,0.000403854958428825,-4.72316959478445e-06,0.00104170139654256,0.000137866004807214,0.000630149578150214,0.000402665653004776,-0.000355495471404344,0.000159031435998164,-0.000118956182875271
"12",0.000115435017423492,0.000404310402770537,-4.28368776844519e-06,0.00104170211457114,0.000146930164927383,0.000629943288119743,0.000402809654434549,-0.000355495436240481,0.000175330001919494,-0.000118958618996579
"13",0.000115417481881269,0.00040460879433933,-4.013877719678e-06,0.00104170191165325,0.000141294524685959,0.000629849003993801,0.00040275482031418,-0.00035549542756305,0.000187845023237853,-0.000118959443343576
"14",0.000115418224428825,0.000404549402419095,-3.84823386809457e-06,0.00104170186635485,0.000144798483272138,0.00062980591187912,0.000402780069415385,-0.000355495428876192,0.000197454789036697,-0.000118959722290265
"15",0.000115420419692677,0.000404500833446628,-3.74654052608318e-06,0.00104170187784068,0.000142619897467089,0.000629786216845643,0.000402769992191512,-0.00035549542927698,0.000204833733771868,-0.00011895981668165
"16",0.00011542032444355,0.000404508212502316,-3.68410817069788e-06,0.00104170188068156,0.000143974432915447,0.000629777215331824,0.000402774468342946,-0.000355495429229648,0.000210499721787309,-0.000118959848622282
"17",0.000115420049622161,0.000404516031343232,-3.64577922091748e-06,0.00104170188003498,0.000143132250671825,0.000629773101236432,0.000402772633757162,-0.000355495429211432,0.000214850400975525,-0.000118959859430514
"18",0.000115420061833128,0.000404515182155458,-3.62224801851125e-06,0.00104170187985776,0.000143655877375253,0.000629771220910415,0.000402773432381204,-0.000355495429213055,0.000218191108578032,-0.000118959863087858
"19",0.000115420096237261,0.000404513936278886,-3.60780156250724e-06,0.00104170187989393,0.000143330312538638,0.000629770361517139,0.000402773100113002,-0.000355495429213871,0.000220756300545974,-0.000118959864325449
"20",0.000115420094672663,0.000404514020891605,-3.5989324835935e-06,0.00104170187990494,0.000143532732434619,0.00062976996873589,0.000402773243125311,-0.00035549542921382,0.000222726005953318,-0.000118959864744231
"21",0.000115420090365741,0.000404514217492217,-3.59348751073952e-06,0.00104170187990292,0.000143406877889899,0.000629769789217253,0.000402773183119598,-0.000355495429213783,0.000224238461722982,-0.00011895986488594
