"","BA","KO","UNH","IBM","CAT","RTX","DD","AXP","MMM","TRV"
"1",-0.000509864869501335,-0.00203092559387695,0.00159307651588659,0.00202219121229811,0.000737737515762352,0.000750170782725389,-0.00163338893291028,0.00172548046277987,0.000925016130492378,0.000352492063060473
"2",-0.000928187874627511,-0.00178904650982114,0.00118455999167555,0.000775749319926556,0.00134303515233022,0.000850353026192773,0.00221070975083771,0.00205299971846359,0.000487968461829473,0.000530620736887006
"3",-0.000278073190009096,-0.00166996473770366,0.00132258834968344,0.00151830819081885,0.00153449908694111,0.000808344829909708,-0.000255511165354215,0.00205869809681296,0.000737542877489231,0.000506900583336716
"4",0.000416338125360176,-0.00155925336672529,0.0012780099667519,0.00118822908262788,0.00144254046768316,0.000783638078914792,0.0021708582136163,0.0020312530210719,0.000706799077937459,0.000510662385855568
"5",0.000927881669745444,-0.0014575074581754,0.00129250387592439,0.00132020349976803,0.00152059463423791,0.000772196990519921,-9.88874497377943e-05,0.00200406450981381,0.000722709867933747,0.000510455287828776
"6",0.00125949376596123,-0.00136398674573532,0.00128779617233306,0.00127003348623354,0.0014593010463036,0.0007670597494643,0.00203499475753459,0.00198046132456064,0.000720571437422284,0.000510677876901611
"7",0.00146158262885921,-0.00127802647326309,0.00128932549264025,0.00128859732068136,0.00150784361163638,0.000764763675768586,2.98594078495181e-05,0.00196030918085336,0.000721588404102188,0.000510768505640153
"8",0.00158056863912701,-0.00119901543444662,0.00128882869684357,0.00128183298907395,0.00146943619231141,0.000763738177915998,0.00191411222227809,0.00194314275282738,0.000721440983267232,0.000510831797198794
"9",0.00164918955289315,-0.00112639183667162,0.00128899008024187,0.00128427566272579,0.00149982783157676,0.000763280208376927,0.000143463519967114,0.00192852430905402,0.000721506142599379,0.000510870423740272
"10",0.00168825250614947,-0.00105963930395199,0.00128893765510457,0.00128339833915826,0.0014757793370384,0.000763075690535145,0.00180735832311691,0.00191607620345665,0.000721496052435745,0.000510894683651076
"11",0.00171030319195383,-0.000998283205369673,0.00128895468532739,0.00128371241342732,0.00149480861236792,0.000762984358170966,0.000243781219371706,0.00190547627981723,0.000721500236828368,0.000510909823707693
"12",0.00172268197438176,-0.000941887280303356,0.00128894915308655,0.00128360020194537,0.00147975098520337,0.000762943571521734,0.00171308887498693,0.00189645014446465,0.000721499550265036,0.000510919285511257
"13",0.0017296056449131,-0.000890050536482063,0.00128895095022621,0.00128364024346338,0.00149166589713572,0.00076292535727019,0.000332367079743291,0.001888764135339,0.000721499819545878,0.000510925196856841
"14",0.0017334686390111,-0.000842404398807496,0.00128895036642824,0.00128362596580205,0.00148223777645422,0.000762917223261573,0.00162984393469543,0.00188221928164384,0.0007214997730574,0.000510928890273369
"15",0.0017356203808691,-0.000798610088672388,0.00128895055607408,0.00128363105445192,0.00148969813034593,0.000762913590825955,0.00041059310884013,0.00187664615401758,0.000721499790420538,0.000510931197890344
"16",0.00173681758562743,-0.000758356215141023,0.00128895049446793,0.00128362924134166,0.0014837948456863,0.000762911968675163,0.00155633422219856,0.00187190047856393,0.000721499787285529,0.000510932639675646
"17",0.00173748318984683,-0.000721356560864471,0.00128895051448059,0.00128362988724796,0.00148846604095111,0.000762911244265024,0.000479670855644044,0.00186785940198705,0.000721499788407121,0.000510933540493837
"18",0.00173785305146431,-0.00068734804698772,0.00128895050797951,0.00128362965717385,0.00148476978260342,0.000762910920762392,0.0014914212339495,0.00186441831123832,0.000721499788196434,0.000510934103319343
"19",0.00173805850326587,-0.000656088862578581,0.00128895051009138,0.00128362973912158,0.00148769458557104,0.000762910776294574,0.000540670182321325,0.00186148812535449,0.000721499788269005,0.000510934454969145
"20",0.00173817260097733,-0.00062735674527802,0.00128895050940534,0.00128362970993466,0.00148538022559002,0.000762910711779023,0.00143409961072049,0.00185899298938142,0.000721499788254887,0.000510934674677711
"21",0.00173823595487712,-0.000600947400946826,0.0012889505096282,0.00128362972032976,0.00148721154967614,0.000762910682968064,0.000594535834101258,0.00185686831068493,0.000721499788259589,0.000510934811950229
