"","WMT","GS","CAT","RTX","DD","AXP","UNH","NKE","MMM","TRV"
"1",0.000329112776482539,0.000431851394301318,-0.000730834402863444,-0.000215575605161446,-0.0002263042196882,-0.00294744570398106,0.000606462803703958,-0.000288612403984161,0.00173502314526449,0.0010143335323744
"2",0.000408632139389644,0.00248978850773198,-0.00173733489502857,-0.000417155703233718,0.000479744893795523,0.00090967858225393,0.000728517420105599,0.000215834124806834,0.00022630986125262,0.00187070797186635
"3",0.000390312423501377,0.00271944031620537,-0.000783619491159173,6.98863565027367e-05,0.000450394852235135,-0.00162484897271392,0.00080534355778056,0.000620104776346424,0.000853081878970074,0.00104664745177118
"4",0.000387355346138963,0.00265139978061334,-0.000601451210775651,0.000149569568215131,0.000491857317331904,0.000851554767111203,0.00087374610570721,0.000903875479747826,0.000809395523541848,0.00132836275766896
"5",0.000385769109553402,0.00254087991755569,-0.000420820527209569,0.000208319653861105,0.000488536537098214,-0.00150202108633408,0.000936147991424916,0.00110194778528058,0.000884428765856723,0.00128399292679087
"6",0.000385162745291657,0.00243002840312845,-0.000338876620189507,0.000227073759868126,0.000491034797408778,0.000738435530849046,0.000993154909460689,0.00124016717237351,0.000898096349922096,0.00127612924636468
"7",0.00038491472780754,0.00232542590974648,-0.000289232359081735,0.000235988915554111,0.000490746109450882,-0.00139413505646198,0.00104523737443985,0.00133661869824642,0.000912039577295955,0.00128395386984795
"8",0.000384814793460989,0.0022277417727339,-0.000262654367849914,0.000239420467246645,0.000490900154957551,0.000635756045621907,0.00109282098836938,0.00140392395899579,0.000917586047459115,0.00128125274891599
"9",0.000384774395183913,0.00213668696822603,-0.00024769053790001,0.00024089044445037,0.00049087756414207,-0.00129639876265274,0.00113629437008141,0.00145089053597224,0.000920966350017919,0.0012816856575347
"10",0.000384758075867143,0.00205183969656199,-0.000239440329890619,0.000241486081265574,0.000490887252872817,0.000542725647875079,0.00117601255850915,0.00148366448745652,0.000922619175876456,0.00128175773612152
"11",0.000384751482481824,0.00197278146122885,-0.00023485215278738,0.000241734423390452,0.00049088557896474,-0.00120784763899899,0.00121229992404435,0.00150653462117689,0.000923519572402413,0.00128168345291103
"12",0.000384748818690176,0.00189911806676184,-0.000232309648630225,0.000241836449746127,0.000490886198383498,0.000458438130133823,0.00124545281821373,0.0015224937287211,0.000923984040586746,0.00128170934781757
"13",0.000384747742484566,0.00183048150659307,-0.000230898653648106,0.000241878684911977,0.000490886078261063,-0.00112761844071742,0.00127574199395295,0.00153363022301195,0.000924230231161874,0.00128170512634602
"14",0.000384747307684549,0.00176652876842147,-0.000230116082936199,0.000241896100314065,0.000490886118381855,0.000382071849232181,0.00130341481679231,0.00154140142856003,0.000924358959528261,0.00128170446696439
"15",0.000384747132020048,0.00170694022758365,-0.000229681941162719,0.000241903295970681,0.000490886109933515,-0.00105492908342991,0.00132869728504076,0.00154682428732449,0.000924426728578823,0.00128170517204656
"16",0.000384747061049457,0.001651418067601,-0.000229441120290634,0.000241906265959046,0.000490886112558711,0.000312882377118507,0.00135179587546808,0.00155060843599967,0.000924462284331322,0.00128170492383511
"17",0.000384747032376475,0.00159968479473156,-0.000229307529824808,0.000241907492472815,0.000490886111972331,-0.000989070982189116,0.00137289922955858,0.00155324906925564,0.000924480970824792,0.00128170496497852
"18",0.000384747020792242,0.00155148185158828,-0.000229233424565284,0.00024190799884492,0.000490886112145437,0.00025019524616429,0.00139217969410772,0.00155509174104025,0.000924490783237287,0.00128170497099773
"19",0.000384747016112072,0.00150656832498055,-0.000229192316615749,0.000241908207932947,0.000490886112105099,-0.000929402143986462,0.00140979472874328,0.00155637758385774,0.000924495938001801,0.00128170496430645
"20",0.000384747014221226,0.00146471974186966,-0.000229169513128463,0.000241908294261918,0.00049088611211658,0.000193399374375951,0.00142588819186608,0.00155727486343031,0.000924498645382276,0.0012817049666853
"21",0.000384747013457301,0.00142572694747876,-0.000229156863514546,0.000241908329907069,0.000490886112113822,-0.000875340909523648,0.00144059151551223,0.00155790099799388,0.000924500067501676,0.00128170496628451
