"","WMT","GS","AXP","CAT","RTX","DD","UNH","NKE","MMM","TRV"
"1",0.000618177696191842,0.00222276014131962,-0.00105989509046502,-0.00312325592550077,0.00108800884715614,0.000638039576491032,0.00166634662030782,0.00390379050307594,0.00127108296284118,0.00237946958006766
"2",-0.000246922598848052,0.00113396358776994,-0.000747910244182328,-0.00197635527179692,-0.000267056008860386,0.000825778359488755,0.00176110943478463,0.00351283005750719,-0.00106249361015524,0.000329147214291234
"3",-8.55396358822649e-05,0.00121205878718382,-0.000716570358943443,-0.00107865352069828,0.000188093332566565,0.000623700368107262,0.00175498732280987,0.00301593537768244,-0.000160497947095084,0.00019345019840975
"4",-9.88740398600166e-05,0.00119576728450178,-0.000709614257757483,-0.000815513988705469,-3.26547618747449e-05,0.000621634681334136,0.00175209703845698,0.00264218395978745,-0.000108255321409737,0.000582375097687724
"5",-9.55433997495293e-05,0.00118755029755156,-0.000704978984537589,-0.000647412061138208,0.000101958908363683,0.000616904246894249,0.00174928477613442,0.00236501756643645,6.22410848350915e-05,0.000298749119064772
"6",-9.57065463850893e-05,0.00117906634362183,-0.000700754433908081,-0.000590300316189834,1.2125288426803e-05,0.000616706750275325,0.00174663571984755,0.00215957942944448,0.000151776026138968,0.000465502162575236
"7",-9.56321752389656e-05,0.00117097729791599,-0.000696765214588625,-0.000558146753902274,7.38070112106358e-05,0.000616591292552274,0.00174413784448096,0.00200730960468139,0.000221894980964545,0.000375060436688831
"8",-9.56324811541945e-05,0.00116321416284793,-0.000692985780045016,-0.000546124358726797,3.11011613232967e-05,0.000616583076827867,0.00174178259934951,0.00189444796550089,0.000269705469785248,0.000422326859358558
"9",-9.56306527315245e-05,0.00115576794472319,-0.000689404024046603,-0.000539879588163431,6.07391730135337e-05,0.000616580151273945,0.00173956183784858,0.00181079547997093,0.000303769466902199,0.000398079898056233
"10",-9.56305683969619e-05,0.00114862536995266,-0.000686009514814102,-0.000537393916397489,4.01564501311926e-05,0.000616579868961728,0.00173746788108269,0.00174879267387516,0.000327692555713115,0.000410397796945207
"11",-9.56305188272162e-05,0.00114177408380769,-0.000682792455519824,-0.000536168091463761,5.44532612404531e-05,0.000616579792484019,0.00173549348854196,0.00170283650246812,0.000344572300762467,0.000404172530512073
"12",-9.56305142444236e-05,0.00113520220473168,-0.000679743569180802,-0.000535659795911704,4.4522126513003e-05,0.000616579783544779,0.00173363183314954,0.00166877401685853,0.00035646430478499,0.000407309849253615
"13",-9.56305127851087e-05,0.00112889833821069,-0.000676854064435176,-0.000535417416484869,5.14207932271498e-05,0.000616579781496174,0.00173187647765227,0.00164352707198953,0.000364846514780282,0.000405731164424634
"14",-9.56305125981297e-05,0.00112285155421618,-0.000674115609549671,-0.000535314189160938,4.66286110665213e-05,0.000616579781224932,0.00173022135236197,0.00162481416205913,0.000370753859941398,0.000406524889140277
"15",-9.56305125525507e-05,0.00111705136848144,-0.00067152030834016,-0.000535266029455771,4.99575206457916e-05,0.000616579781169049,0.00172866073416763,0.00161094424631762,0.000374917266366942,0.000406126005452943
"16",-9.56305125456237e-05,0.00111148772430487,-0.000669060677398697,-0.000535245157168938,4.76450787534359e-05,0.000616579781161018,0.00172718922674594,0.00160066393377446,0.00037785152172147,0.000406326413073792
"17",-9.56305125441455e-05,0.00110615097511456,-0.000666729624515108,-0.000535235556910899,4.92514269872684e-05,0.000616579781159473,0.00172580174190183,0.00159304421726323,0.000379919516305958,0.000406225737799367
"18",-9.56305125438995e-05,0.00110103186774243,-0.000664520428226962,-0.000535231348436387,4.81355698807793e-05,0.000616579781159239,0.00172449348197444,0.00158739652129407,0.00038137698793745,0.000406276308491064
"19",-9.56305125438505e-05,0.0010961215263805,-0.0006624267184386,-0.00053522943058713,4.89107051008409e-05,0.000616579781159196,0.00172325992324776,0.00158321047713969,0.000382404178632166,0.000406250907120449
"20",-9.56305125438419e-05,0.00109141143719151,-0.000660442458053318,-0.000535228583570969,4.83722538894821e-05,0.000616579781159189,0.00172209680030841,0.00158010780203851,0.000383128117610272,0.000406263665797592
"21",-9.56305125438403e-05,0.00108689343354718,-0.000658561925565728,-0.000535228199899499,4.874629147633e-05,0.000616579781159188,0.00172100009129668,0.00157780811468969,0.000383638332197474,0.000406257257409619
