"","CAT","GS","NKE","IBM","RTX","MMM","AXP","WBA","DOW","TRV"
"1",-0.000229621632430484,3.82856726206769e-05,0.00227701566048696,0.00205974214564849,0.00181973695696949,-0.00118997122895472,0.00178714405097361,-0.00514873836304391,-0.000582460797084466,-0.000582175913302247
"2",0.000599137316115883,-0.000138267853036617,-9.86581401143861e-05,-0.000115391871424095,0.00137198359579795,-0.000287324581196188,0.000915420462387898,-0.00273440470947259,0.000395380249852854,0.00122298197359048
"3",0.000164445695343513,-0.000145812395794776,0.00079798041027859,0.000676668784218017,0.001343562102721,-0.000249285447569869,0.00144426875997574,-0.00228697607056054,0.000257484657509733,0.000583559057505015
"4",0.000499724665123667,-0.000154160779542816,0.000585377136351668,0.000646317953853419,0.00128110128936663,-0.000252233097222897,0.00107371622910905,-0.00216637698491096,0.000275263821748013,0.000910419754936475
"5",0.000243255670101574,-0.000161121853846468,0.000671583484253166,0.000715458925604634,0.00122931101929282,-0.000257008893354969,0.00133430507251777,-0.00210317790716298,0.000272979741234842,0.00072818921164314
"6",0.000439468430175164,-0.000166951099967741,0.000652840014337871,0.000728110502630697,0.00118288924702852,-0.000261753971946697,0.00115103179097612,-0.00205286930289392,0.000273273131561071,0.000831369697948229
"7",0.000289355367125503,-0.000171832183644291,0.000661208686206894,0.000737590048384641,0.00114165481073379,-0.000266382932670159,0.0012799289569417,-0.00200787036228674,0.000273235445790321,0.00077279617667125
"8",0.000404199746974767,-0.000175919334531487,0.000659592667053727,0.000740937282844445,0.00110499060309312,-0.000270894624645277,0.00118927482536688,-0.0019666817077094,0.000273240286498443,0.00080606154197533
"9",0.00031633776278729,-0.00017934168971135,0.000660414724263287,0.000742599958168787,0.00107239385361636,-0.000275291829067801,0.00125303240699507,-0.00192882223388728,0.000273239664713234,0.000787167960495983
"10",0.000383556796714827,-0.000182207381559997,0.000660280160800352,0.000743295264001064,0.00104341294669963,-0.000279577442127412,0.00120819132645561,-0.00189399671649101,0.000273239744581062,0.00079789899093446
"11",0.000332130704259312,-0.000184606954175859,0.000660362058019569,0.000743611248356108,0.00101764682784613,-0.000283754295338345,0.00123972832099962,-0.00186195773036273,0.000273239734322101,0.000791804051215293
"12",0.000371474366771543,-0.000186616224203098,0.000660351490576496,0.000743749064495224,0.000994738883867811,-0.000287825148776499,0.00121754816804827,-0.00183248160945556,0.000273239735639857,0.000795265815905073
"13",0.000341374397943165,-0.000188298676326312,0.000660359784130379,0.00074381039362197,0.00097437206454433,-0.000291792692492783,0.00123314759951149,-0.00180536322927142,0.000273239735470592,0.000793299624939268
"14",0.000364402455465458,-0.000189707469125952,0.000660359042534045,0.000743837417024209,0.000956264488821314,-0.000295659548271206,0.00122217642800923,-0.00178041397950131,0.000273239735492334,0.000794416369517526
"15",0.000346784781630856,-0.000190887114671246,0.000660359897980348,0.000743849382192115,0.000940165544097675,-0.000299428271360442,0.0012298925171767,-0.00175746035379648,0.000273239735489542,0.000793782088068469
"16",0.000360263227697874,-0.000191874884918854,0.000660359858899884,0.00074385466741961,0.000925852417636881,-0.000303101352162316,0.00122446574647787,-0.0017363427269905,0.0002732397354899,0.000794142343192648
"17",0.000349951508336564,-0.000192701989353702,0.000660359948909366,0.000743857004727505,0.000913127012798313,-0.000306681217877478,0.00122828242609088,-0.00171691424237659,0.000273239735489854,0.000793937727789351
"18",0.000357840515397001,-0.000193394561080581,0.000660359948979977,0.000743858037772218,0.000901813207338055,-0.000310170234109316,0.00122559813296762,-0.00169903978999845,0.00027323973548986,0.000794053943938565
"19",0.000351805010529293,-0.000193974482522979,0.000660359958649009,0.00074385849448645,0.000891754415840543,-0.000313570706427166,0.0012274860120411,-0.0016825950669945,0.000273239735489859,0.000793987936232789
"20",0.000356422488841716,-0.000194460076817839,0.000660359959114992,0.000743858696374203,0.000882811422543919,-0.000316884881889852,0.00122615825563283,-0.00166746571315684,0.000273239735489859,0.000794025426867708
"21",0.000352889875343254,-0.000194866686751463,0.000660359960175395,0.00074385878562351,0.000874860454564987,-0.000320114950530554,0.00122709207449044,-0.00165354651564338,0.000273239735489859,0.000794004133176462
