"","IBM","NKE","MCD","KO","CAT","DD","RTX","MMM","AXP","TRV"
"1",0.000124963473177443,0.000810512887369223,0.00104507011645359,0.00158654365952284,0.00102731454143679,0.000982893786992399,-0.000760664476430365,-0.00022818883517178,0.00138611434032067,0.0012964486742257
"2",0.000153494936980999,0.000898678569248234,0.00145883078535089,0.0013409433358171,0.00159092434522335,0.00100405090301465,0.00280985745150567,0.00242421732820194,0.00134968191130638,0.00122866716020024
"3",0.000178487681013732,0.000704666901445683,0.00161052436582108,0.00120775199847578,0.0017047182401203,0.00103918907609722,-0.000678274709379445,0.000401113078268146,0.00142206730508977,0.00121140225121431
"4",0.000179403482604753,0.000590387702002843,0.00166123709367423,0.00110514831323463,0.00177120963053395,0.00107020144247895,0.0023040341512348,0.00238399134673944,0.00146557381596924,0.00119554516035843
"5",0.000179718488131217,0.000533275099723591,0.00167814797801331,0.00102063958137296,0.0018241217176452,0.00109753759574771,-0.000191309786587895,0.000489078382588833,0.00148907289083892,0.00118169245566266
"6",0.000179736567639195,0.000505450677964683,0.00168378674239435,0.000950341572439876,0.00186779749421992,0.00112163323150849,0.00188860601455728,0.00230409766219602,0.00150164146261351,0.00116957852986739
"7",0.000179740689754454,0.000491954652433375,0.00168566692772839,0.000891782501905885,0.00190397792914926,0.00114287249116307,0.000156150577605576,0.000565970866191487,0.00150835736294536,0.00115898535468351
"8",0.00017974099797912,0.000485413583685268,0.00168629385526718,0.000842992462936768,0.00193395949219982,0.00116159397895204,0.00159901146951551,0.00223049497672911,0.00151194560338344,0.00114972201504251
"9",0.000179741053584375,0.000482243782224381,0.00168650289749886,0.000802340620905604,0.00195880505032269,0.00117809615985349,0.000397363874346373,0.000636459611668647,0.00151386274763403,0.00114162156743852
"10",0.000179741058498362,0.000480707733810156,0.00168657260037825,0.000768469389048718,0.00197939449216233,0.00119264211782296,0.00139811946562772,0.0021629915160446,0.00151488704875754,0.00113453802587145
"11",0.000179741059266012,0.000479963386039633,0.00168659584205223,0.00074024776559776,0.00199645690776524,0.00120546374997648,0.000564671267647529,0.000701104489448734,0.00151543431727774,0.00112834373098981
"12",0.000179741059341594,0.000479602685699577,0.00168660359173795,0.000716733412911395,0.00201059648651235,0.00121676546358142,0.00125878261043299,0.00210108419203229,0.00151572671452663,0.00112292704941642
"13",0.000179741059352372,0.000479427895469626,0.00168660617578714,0.00069714117402997,0.00202231391810723,0.00122672743479371,0.000680713636374541,0.000760390190552537,0.00151588293793055,0.00111819036189538
"14",0.00017974105935351,0.000479343194624148,0.00168660703741049,0.000680816853726799,0.00203202412275128,0.00123550848109373,0.00116214034234852,0.0020443090947392,0.00151596640571973,0.00111404830400109
"15",0.000179741059353663,0.000479302149806043,0.00168660732470951,0.000667215374333317,0.00204007094371779,0.00124324859321411,0.000761199133865295,0.000814761001955388,0.00151601100129029,0.00111042622770336
"16",0.00017974105935368,0.000479282260074335,0.00168660742050628,0.000655882575278831,0.00204673932301987,0.00125007116692448,0.00109511050737817,0.0019922407536272,0.00151603482802551,0.00110725885606314
"17",0.000179741059353683,0.000479272621794873,0.00168660745244868,0.000646440048426094,0.00205226539135188,0.00125608497025309,0.000817022840160723,0.000864624376737031,0.00151604755828784,0.00110448910681363
"18",0.000179741059353683,0.000479267951222522,0.00168660746309952,0.000638572502823631,0.00205684482959717,0.00126138587750754,0.00104861947565271,0.00194448897026875,0.00151605435987342,0.00110206706362559
"19",0.000179741059353683,0.000479265687929973,0.00168660746665093,0.000632017236974543,0.00206063979798744,0.00126605839773887,0.000855741445109832,0.000910353989381534,0.00151605799385718,0.00109994907651693
"20",0.000179741059353683,0.000479264591170781,0.00168660746783511,0.000626555367094976,0.0020637846782788,0.00127017702201661,0.001016373893794,0.0019006958943763,0.00151605993543944,0.00109809697519412
"21",0.000179741059353683,0.000479264059696965,0.00168660746822997,0.000622004518469138,0.00206639083227797,0.0012738074109933,0.000882596171688238,0.000952292536095909,0.00151606097279732,0.00109647738114847
